job_titles,job_description,images,locations,salaries,companies
Productiemedewerker met heftruckervaring,"De Döhler Groep is een internationale groep van bedrijven met meer dan 7.000 medewerkers in ruim 30 landen waar Döhler Holland B.V. in Oosterhout met 360 medewerkers onderdeel van uit maakt. Als toonaangevende producent van natuurlijke ingrediënten voor de voedingsmiddelenindustrie, en in het bijzonder de fris- en vruchtendrankindustrie, zijn innovatie en ambitie van grote waarde bij Döhler.Voor onze afdeling Verpakking (Bag-In-Box) zijn we op zoek naar een nieuwe collega.Allround Worker Production | Verpakking3-ploegendienst | FulltimeIn deze functie ben je bezig met het opstarten, afstoppen en het uitvoeren van batchwissels op de klein verpakking lijn. Je bouwt de inpaklijn om, stelt de machines van de Bag-In-Box af, en zorgt ervoor dat de machines zijn bijgevuld. Ook zorg je ervoor dat de kwaliteitscontroles worden uitgevoerd en hou je de productieplanning in de gaten. Je verhelpt kleine storingen en geeft ondersteuning aan onze Technische Dienst. We werken volgens werkinstructie procedures (WI&EPL), en kunnen we op deze manier een kwalitatief hoogstaand eindproduct garanderen.Je profiel· Je beschikt over een LBO/MBO werk-denkniveau· Je kunt goed zelfstandig en in teamverband werken, stelt prioriteiten en lost problemen op· Je hebt een technisch inzicht en affiniteit met het bedienen van apparatuur, en kunt storingen goed verwoorden· Je hebt een groot verantwoordelijkheidsgevoel· Je bent communicatief goed vaardig, en beheerst bij voorkeur de Nederlandse taal in woord en geschrift· Je bent een echte aanpakker!Wij bieden· Een motiverende werkomgeving van een internationaal en innovatief bedrijf· Een collegiale en gezellige werksfeer, waarin je ruimte krijgt om jezelf te zijn en jezelf te ontwikkelen· Vaste baan met een goed arbeidsvoorwaardenpakket· Werk in een gemotiveerd team met leuke en professionele collega’sHeb jij interesse in deze uitdagende functie? Stuur ons dan jouw motivatie en cv toe.Kijk ook op www.werkenbijdoehler.comSoort dienstverband: Fulltime, Vaste baanRooster:PloegendienstSecundaire arbeidsvoorwaarden:BedrijfsfitnessPensioenReiskostenvergoedingSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/4763618/seesing-flex-squarelogo-1636463524230.png,Varsseveld,nan,Seesing Flex
Assemblagemedewerker,"Wil jij werken voor dé deuren fabrikant van de Achterhoek? Neem dan vast een kijkje binnen Svedex! https://www.youtube.com/watch?v=dfzJLYbCfZM
Productiemedewerker met heftruckervaring
Over onze opdrachtgever
Svedex is een gigant in het produceren en leveren van binnendeuren en binnen-kozijnen. Ze staan bekend om het ontwikkelen en gebruiken van superlak. Deze speciale lak zorgt voor een prachtige glans en een enorm sterke beschermlaag op alle artikelen in hun assortiment. Ze vinden het belangrijk om milieuvriendelijk te werken. Ze besteden daarom veel aandacht aan duurzaamheid en recyclen. Na een uitgebreid inwerkprogramma waarin je de tijd krijgt om verschillende producten en de organisatie te leren kennen word je onderdeel van een enthousiast team. De cultuur binnen het bedrijf is gebaseerd op positiviteit, creativiteit, innovatie en bereidheid om elkaar verder te helpen.
Wat zijn jouw werkzaamheden?
Wij zijn per direct op zoek naar een productiemedewerker met heftruckcertificaat. In deze functie hou jij je dagelijks bezig met het inpakken en picken van de deuren. In de productie lever jij een bijdrage aan het maken van luxe binnendeuren en kozijnen. Gedurende de dag ben je lekker bezig! Als jij laat zien wat je kunt is er altijd de mogelijkheid om jezelf te ontwikkelen. Svedex heeft oog voor talent! De werkzaamheden vinden plaats in twee ploegen. De vroege ploeg werkt van 06.00 uur tot 14.30 uur en de late ploeg van 14.30 uur tot 23.00 uur.
Wat vragen wij van jou?
Bij voorkeur ervaring in een productie-omgeving. In het bezit van een heftruckcertificaat;
Werken in een twee ploegensysteem is geen probleem voor jou.
Interesse? Reageer direct of neem contact op met Anthony Piedra Climent via 0314-216155.",https://media.glassdoor.com/sql/4763618/seesing-flex-squarelogo-1636463524230.png,Holten,nan,Seesing Flex
Assemblage medewerker,"Assemblagemedewerker in dagdienst bij Aebi Schmidt in Holten!
Assemblagemedewerker
Over onze opdrachtgever
Aebi Schmidt Nederland is onderdeel van de internationale Aebi Schmidt Groep waar circa 3.000 medewerkers werken. Wereldwijd leveren ze producten op het gebied van gladheidsbestrijding, sneeuwruimen, straatreiniging en tuin- en parktechniek. Aebi Schmidt Nederland is gevestigd in Holten en vanuit daar ontwikkelen en produceren ze gladheidsbestrijdingsmaterieel. De cultuur binnen Aebi Schmidt is samen te vatten als no-nonsens, betrouwbaar en resultaatgericht. Er is veel persoonlijke aandacht en je leidinggevende motiveert jou om het beste uit jezelf te halen!
Wat zijn jouw werkzaamheden?
Ben jij op zoek naar een uitdagende baan als assemblagemedewerker en wil jij werken bij een innovatief bedrijf dat wereldwijd bekend is om zijn hoogwaardige gladheidsbestrijdingsmaterieel en machines voor reiniging en onderhoud van wegen en vliegvelden? Dan is dit de vacature voor jou! Als assemblagemedewerker bij Aebi Schmidt in Holten ben jij verantwoordelijk voor het monteren en assembleren van verschillende onderdelen van de machines. Daarnaast kan het zijn dat jij de machine opbouwt. Jij zorgt er als assemblagemedewerker voor dat jij de machines op de juiste manier samenstelt en zorgt dat ze voldoen aan de hoogste kwaliteitseisen. In het hoogseizoen kan het voorkomen dat er een uur langer doorgewerkt wordt om aan de klantvraag te kunnen voldoen. Hier staat natuurlijk een passende vergoeding tegenover.
Wat vragen wij van jou?
Het zou mooi zijn als jij al ervaring hebt met soortgelijke werkzaamheden en in het bezit bent van een technisch diploma. Is dat niet zo, maar heb jij twee rechterhanden en heb jij verstand van diverse gereedschappen? Dan nodigen wij jou ook zeker uit om te solliciteren. Verder heb jij technisch inzicht, oog voor detail en werk jij nauwkeurig. Je kunt goed samenwerken met collega's en je hebt een flexibele instelling.
Wat bieden wij jou?
Een uitdagende functie waarin jij onderdeel mag zijn van een internationale professionele organisatie. Uiteraard hoort hier een goed salaris bij conform de cao Metaal & Techniek tussen €2.475,- en €2.828,- en een mooie vergoeding voor overuren.
Ben jij de assemblagemedewerker die wij zoeken? Aarzel niet en solliciteer direct. Wil jij meer informatie? Neem dan contact op met Jill en Mariska op 06-59814309 of aebi@seesingflex.nl en wie weet verwelkomen wij jou binnenkort als nieuwe collega bij Aebi Schmidt in Holten!
https://www.seesingflex.nl/aebi-schmidt-strooit-met-vacatures",https://media.glassdoor.com/sql/1481023/intro-personeel-squarelogo-1507899390639.png,Montfoort,€2K - €3K (Employer est.),Intro Personeel4.1 ★
Assemblagemedewerker,"Over de job
Als Assemblage medewerker ga je in een team van assemblage medewerkers aan de slag. Samen maken jullie bouwsystemen van begin tot eind. Denk dan aan werkzaamheden als:

Je zorgt dat de bouwsystemen goed in elkaar worden gezet
Samen met je collega's rond je de verschillende bouwsystemen goed af

Waar én met wie je dit doet?
Je komt te werken bij de koploper op het gebied van bouwsystemen in Montfoort. Dit bedrijf is gespecialiseerd in het modulair bouwen. Je komt terecht binnen een team met 9 collega's. Binnen dit team hangt een informele sfeer en wordt een grap op zijn tijd zeker gewaardeerd.
Dit heb je nodig:
Als Productiemedewerker is het handig om dit te hebben:

Je hebt 2 rechterhanden
Je bent gemotiveerd
Eigen vervoer om in Montfoort te komen

Het aanbod:
Als Productiemedewerker wordt je ook beloond voor je harde werken. Je krijgt namelijk:
Een salaris tussen de €2200,- en €2.800,- per maand op basis van 40 uur per week.
Vakantietoeslag van 8,33% van je bruto salaris.
25 vakantiedagen
6 extra ATV dagen.
Een pensioenregeling op basis van STIPP.
Exclusieve toegang tot het online leerplatform Intro Academy.
Uitzicht op een vast dienstverband.",https://media.glassdoor.com/sql/1286937/luba-squarelogo-1470985041144.png,Zwanenburg,€12.00 - €14.00 Per Hour (Employer est.),Luba3.1 ★
Productiemedewerker,"Wil jij graag met je handen aan de slag en komen te werken in een heel gezellig familiebedrijf? Solliciteer dan nu!
Over het werk
Bij dit leuke familie bedrijf ga je aan de slag in de assemblage. Het is het jouw verantwoording om verschillende soorten farmaceutische tafels in elkaar te assembleren. Alle halffabricaten die binnenkomen ga je op de juiste manier aan elkaar bevestigen om een mooie tafel te creëren voor de klant. Hiervoor gebruik je verschillende soorten gereedschap. Ervaring is geen vereiste, je wordt vanaf de start heel goed begeleid en in no-time weet je precies hoe je welke tafel in elkaar zet. Mocht je er toch niet uitkomen, is er altijd een handleiding beschikbaar waar je kan lezen hoe je de tafels in elkaar zet, maar je kunt ook aan collega's om hulp vragen.
De werktijden zijn van maandag t/m donderdag van 6:45 tot 16:00 en op vrijdag heb je lekker vroeg weekend want je werkt van 6:45 tot 12:00.
Wat wij bieden
Een leuke baan voor de langere termijn
Leuke collega's
Een relaxte werksfeer
Ook zonder ervaring kun je hier beginnen
Wat wij vragen
Je staat open om een nieuw vak te leren
Je wil graag met je handen werken
Je spreekt goed Nederlands of Engels
Over het bedrijf
Jouw toekomstige werkgever is een familiebedrijf die onder andere therapeutische tafels maken. Hierbij kun je denken aan de stoelen die je tegenkomt bij een fysiotherapeut, masseur, ziekenhuizen maar ook in een trimsalon zodat een hond weer netjes geknipt kan worden. Er hangt binnen dit bedrijf een relaxte sfeer en is er naast hard werken ook zeker tijd voor een geintje. Ze hebben een pooltafel waar jullie vrijdagmiddag een potje op kunnen poolen.
Over Luba
Luba is het grootste uitzendbureau voor het MKB. Met de meeste banen, bij de beste werkgevers bij jou in de buurt. Wij hebben altijd persoonlijk contact, zodat we weten wat je nodig hebt om te groeien. Met 50 vestigingen zijn wij altijd in de buurt. Waar je ook aan de slag wilt, er is altijd werk bij jou in de buurt. Solliciteer direct!",https://media.glassdoor.com/sql/1481023/intro-personeel-squarelogo-1507899390639.png,Sprundel,€2K (Employer est.),Intro Personeel4.1 ★
Assemblagemedewerker,"Over de job
Je werkt op een locatie waarbij de lekkerste kipproducten gemaakt worden. Het team waar je in komt te werken heeft elke dag als missie om beter te worden. Als Productiemedewerker verwachten we het volgende van jou:
Het in oog houden van de kwaliteit
Het kruiden van de producten
Het draaiende houden van de productielijnen

Waar én met wie je dit doet?
Het is echt een familiebedrijf gevestigd in Sprundel en produceren de lekkerste kipproducten voor klanten in Nederland en daarbuiten. Als familiebedrijf vinden zij het belangrijk dat iedereen zich thuis voelt en als familie wordt behandeld. Zij geloven dat dit de basis is voor een goede werksfeer en een succesvolle organisatie.
Dit heb je nodig:
Je beschikt over voldoende beheersing van de Nederlandse taal.
De wil om te werken
Je bent flexibel

Het aanbod:
Talent en hard werken moet beloond worden. Daarom kun je voor deze vacature expeditie medewerker rekenen op:
Een salaris tussen de €2200,00 en €2400,00 bruto per maand op basis van 40 uur per week,
25 vrije dagen
uitzicht op vast dienstverband
Exclusieve toegang tot het online leerplatform Intro Academy;",https://media.glassdoor.com/sql/3061260/cts-techniek-squarelogo-1631868477945.png,Goor,€3K (Employer est.),CTS Techniek
Assemblage Medewerker Montageploeg,"Heb jij ervaring met het nauwkeurig samenstellen van onderdelen? Wie zoeken iemand die blij wordt van een kwalitatief hoogwaardig eindproduct!
Functie omschrijving
Je komt te werken binnen een echt familiebedrijf dat inmiddels is uitgegroeid tot een internationale organisatie met ruim 300 medewerkers. Als assemblagemedewerker kom je te werken binnen een team van 25 medewerkers. De vakmensen in dit team weten van aanpakken en er hangt een fijne werksfeer. Alle producten worden in Nederland geproduceerd en worden over de hele wereld verkocht.
In de functie van assemblagemedewerker kom je te werken binnen een specifieke afdeling en houd jij je bezig met het monteren van componenten in verschillende gereedschapssystemen. Je werkt aan de hand van instructies en tekeningen en bepaald daarmee de juiste werkmethode. Daarnaast ben jij ook verantwoordelijk voor het afstellen en testen van de gemonteerde systemen. Jij bent het aanspreekpunt voor de R&D afdeling voor verbeteringen en het verhelpen van storingen.
Wat kun je van ons verwachten?
Een marktconform salaris, gerelateerd aan je opgebouwde ervaring (vanaf € 2.500,- / € 3.000,- bruto per maand)
Fijne werksfeer waar mensen wat voor elkaar over hebben
Doorgroei- en ontwikkelingsmogelijkheden
25 vakantiedagen en 13 ATV dagen
Mogelijkheid tot een vaste aanstelling
Functie eisen
Wat vragen van we je?
Een afgeronde MBO opleiding richting Mechatronica of Electrotechniek
Nauwkeurig ingesteld
Goede communicatieve vaardigheden
Bereidt om in ploegen te werken indien er meer geproduceerd moet worden
Geïnteresseerd in deze functie? Stuur dan je reactie met CV naar Maureen van de Scheur van CTS Techniek, maureen@ctstechniek.nl. Of bel voor meer informatie, tel. 074-291 73 36.",nan,Arnhem,nan,Industriepark Kleefse Waard
Inpak Medewerker,"Duurzame huizen van hout bouwen in één week, dat doe je als Assemblage Medewerker bij Treetek! Geen vieze handen, alles is schoon. Lees hier de vacature!


Functie
Als Assemblage Medewerker Montage bij Treetek ben jij de persoon die daadwerkelijk de gebouwen in elkaar zet! Dus hopelijk heb je geen last van hoogtevrees, dat dak moet er ook gewoon op! Projecten van Treetek duren enkele dagen tot weken, je werkt dus op veel verschillende plekken aan verschillende gebouwen.
Aanbod
Je bent lekker op pad naar verschillende projecten met gezellige en ambitieuze collega's. Treetek zorgt goed voor haar medewerkers en succes worden ook gevierd! Als Assemblage Medewerker krijg je ook:
Een marktconform salaris;
Voldoende vakantiedagen;
Geld voor je tijd;
Vakantiegeld;
Alles om je werk veilig en goed uit te kunnen voeren;
Je draagt bij aan een schonere wereld!
Profiel en vaardigheden
Bij Treetek staan ze open voor veel verschillende mensen en achtergronden, zo is hun cultuur ook! Je hoeft voor deze positie ook geen ervaren Timmerman te zijn, door de technieken die Treetek gebruikt is het bouwen namelijk heel simpel. Als je een Ikea kast in elkaar kan zetten, ben je al een heel eind op weg voor een Treetek-gebouw! Als Assemblage Medewerker vragen we het volgende:
Je vindt het leuk om nieuwe dingen te leren en laat dit zien door een actieve werkhouding;
Je bent representatief, de klant beschouwt jouw als een betrouwbare medewerker;
Je kan goed luisteren en begrijpt en spreekt Nederlands.
Over de organisatie
Treetek zet zich in voor een schone bouw! Ze ontwerpen gebouwen samen met hun klant. Door super geavanceerde IT programma's worden de ontwerpen één op één doorgestuurd naar een productiebedrijf. Daar worden de onderdelen van het gebouw gemaakt. Op de bouw is het een kwestie van netjes in elkaar zetten en laten zien dat bouwen ook schoon kan!
Treetek bouwt duurzaam. Elk project is uniek en een kunst op zich! Dit doen ze met een team van ongeveer 15 mensen. Mensen die bij Treetek werken zijn avontuurlijk en nieuwsgierig, durven anders te denken dan ze gewend waren en vooral gepassioneerd!",https://media.glassdoor.com/sql/3139588/biscuit-international-squarelogo-1584579959712.png,Dalfsen,nan,Biscuit International Netherlands3.8 ★
Assemblage medewerker,"Inpak Medewerker3-ploegendienst, 36 uur per weekWil jij werken bij de snelst groeiende producent van koekjes, cakes en wafels in Europa? En ben je een echte aanpakker? Dan ben jij misschien wel de nieuwe aanwinst voor onze productielocatie in Dalfsen. Hier zoeken wij namelijk een enthousiaste Inpak Medewerker.Wat ga je doen?Als Inpak Medewerker zorg je voor het inpakken en verpakken van koeken van de grotendeels geautomatiseerde productielijnen. Je werkzaamheden zijn:Bedienen van de inpakmachines;Bedienen van de inpaklijnen;In teamverband werken;Regelmatige controles van het product uitvoeren;Bijsturen van de productieprocessen bij afwijkingen.Wat vragen wij?Je houdt van aanpakken;Je werkt accuraat;Je beheerst de Nederlandse taal in woord en geschrift;Je bent bereid om te werken in een 3-ploegensysteem;Werkervaring in de procestechnologie is een pre.Wat bieden wij?Een zelfstandige functie binnen een nuchtere en informele werkomgeving;Een prima salaris, afgestemd op jouw achtergrond en ervaring;Goede secundaire arbeidsvoorwaarden, allen conform de CAO Zoetwarenindustrie;Een dynamisch bedrijf, waar eigen initiatief zeer gewaardeerd wordt;Volop ontwikkelingsmogelijkheden.Meer weten of solliciteren?Heb je interesse in deze vacature en wil je solliciteren? Dan maken we graag kennis met je. Stuur jouw motivatiebrief en cv t.a.v. Annemijn Bos (Recruiter), dan hoor je zo snel mogelijk van ons. Voor inhoudelijke vragen kun je tijdens kantooruren contact opnemen met Richard Smits, Bedrijfsleider, via 0529 438 214.Over Biscuit InternationalBij Biscuit International Nederland werken ongeveer 900 mensen, verdeeld over tien locaties door het hele land. Wij hebben productielocaties in Broek op Langedijk, Alkmaar, Dokkum, Middelstum, Dalfsen, Ochten, Moordrecht, Bunschoten, Tilburg en Nuth. Internationaal zijn er vestigingen in onder meer Duitsland, Frankrijk en Spanje. Belangrijke productgroepen binnen onze groep zijn: stroopwafels, eierwafels, American cookies en sandwich biscuits. Tevens hebben wij een focus op biologische en glutenvrije koek. Naast private label hebben we een merkenportfolio waarmee we onze markt bedienen, bestaande uit Kanjers en Buys.Soort dienstverband: Voltijds, Vaste baanRooster:PloegendienstSecundaire arbeidsvoorwaarden:PensioenReiskostenvergoedingSoorten aanvullende vergoedingen:Vakantiegeld",https://media.glassdoor.com/sql/4763540/jamwerkt-nl-squarelogo-1636369505700.png,Eindhoven,€14.48 Per Hour (Employer est.),Jongerenuitzendbureau JAM
Productiemedewerker,"Wat is dit een superbaan zeg! Lekker je eigen plekje, een gezellige sfeer en duidelijk werk! We zoeken nog een aantal toppers dus reageer snel!
Wat ga je doen?
Als Assemblage medewerker bij dit té gekke bedrijf werk je met de mooiste producten die uiteindelijk de hele wereld over gaan! Deze moderne organisatie bewerkt onderdelen die in de meest geavanceerde machines terechtkomen. Je gaat aan de slag aan je eigen bureau met een beeldscherm waar instructies worden weergegeven. Aan de hand van deze duidelijke instructies zorg jij dat de componenten op de juiste manier worden geassembleerd. Dit is veel diverser dan je zult denken. Meer dan duizend productsoorten worden er bij deze organisatie geproduceerd. Zo is elk project weer anders!

Het is licht en fijn motorisch werk, niet super moeilijk maar wel precies werk. Nadat alles is geassembleerd, zorg je ervoor dat alles netjes in verpakt en klaar is voor verzending.
Werkzaamheden
Je monteert kabels aan de hand van instructies;
Je bindt kabelgroepen aan elkaar;
Je controleert de kwaliteit van de kabels;
Je pakt de kabels in en maakt ze klaar voor verzending.
Wat verwachten we van je?
Je beschikt over MBO werk- en denkniveau;
Je bent enthousiast, energiek en gemotiveerd;
Je hebt twee rechterhanden, zo vind je het bv. leuk om aan een scooter te sleutelen of thuis te doe-het-zelven!
Waar ga je werken?
Je komt te werken bij een hypermoderne en bovenal superfijne werkgever. Zij helpen grote technische organisaties zoals ASML om machines van stroom te voorzien. Binnen de assemblage-afdeling heerst er een gemoedelijke, rustige sfeer. Er staat een fijn muziekje op en er wordt gezellig gekletst. Je komt in een team met circa 30 collega's terecht.
Wat krijg je ervoor terug?
Als Assemblagemedewerker ontvang jij mooie voordelen:

Een mooi uurloon van €14,48 per uur!Een hoop extra toeslagen en bonusmogelijkhedenEen leuke functie voor lange termijn maar eventueel ook mogelijkheden voor tijdelijkReiskostenvergoedingFijne werktijden in dagdienst
Heb je interesse in deze vacature als Assemblage medewerker? Solliciteer dan direct of neem contact met ons op wanneer je nog specifieke vragen hebt!",https://media.glassdoor.com/sql/3053250/axxent-personeel-and-projecten-squarelogo-1635505179976.png,Nunspeet,€2K - €3K (Employer est.),Axxent
Productiemedewerker Lakkerij (24-28 uur),"Mooie producten maken waar je trots op kan zijn! Dit is wat jij gaat doen als productiemedewerker bij een deurenleverancier. Met doorgroeimogelijkheden naar monteur buitendienst, werkvoorbereider, kwaliteitsmedewerker of chef werkplaats is dit een baan waar presteren beloond wordt!
Wat je doet als productiemedewerker
Werken aan maatwerk producten
Het maken van profielen en onderdelen
Werken met moderne machines
wat je krijgt als productiemedewerker
Een goed salaris tussen de €2300 - €2700 bruto per maand
8,33% vakantiegeld + 25 vrije dagen
Veel vrijheid en ruimte voor eigen inbreng
Werken in een moderne werkplaats.
Doorgroeimogelijkheden naar monteur buitendienst, werkvoorbereider, kwaliteitsmedewerker of chef werkplaats
Zo ziet jouw dag als productiemedewerker eruit
Je begint de ochtend met het voorbereiden van de werkdag doormiddel van alles gereed te maken, na dit gedaan te hebben ga je aan de slag met het productieproces. Hierin begin je met het maken van verschillende profielen en onderdelen want deze heb je nodig voor het eindproduct. Vervolgens heb je een van de moderne machines nodig om de onderdelen van de deur precies op maat te maken. Nu de onderdelen van de deur precies op maat zijn gemaakt door jou kan je verder met het volgende project. Ditmaal moet je profielen en onderdelen voor een wand maken. Jouw dag als productiemedewerker is dus erg afwisselend en zit vol uitdagingen!
Waarom je een happy worker wordt met deze baan
Bij dit bedrijf staat kwaliteit van het product voorop, en dit begint allemaal bij jou in de werkplaats! In deze functie zie je tastbaar resultaat, waardoor het werkplezier je tegemoet komt.
Enthousiast om te solliciteren via Axxent?
Bij Axxent matchen we alleskunners aan banen waar ze gelukkig van worden. Dat doen we in verschillende branches en disciplines met behulp van verschillende diensten. Praktisch ingesteld, betrokken en slagvaardig. We kijken naar ontwikkeling/opleiding en werkgeluk. Ons motto: Good Work, Good Life… een leuk leven is een balans tussen werk dat bij je past en een leuk leven.
Solliciteer op de vacature assemblagemedewerker
Gebruik het formulier, bel, mail of app. We bespreken samen de vacature en daarna brengen we je zo snel mogelijk in contact met jouw mogelijk nieuwe werkgever!
Check of je voldoet aan de basiseisen
Technisch inzicht
Solliciteer op de vacature productiemedewerker
Gebruik het formulier, bel, mail of app. We bespreken samen de vacature en daarna brengen we je zo snel mogelijk in contact met jouw mogelijk nieuwe werkgever!",nan,Bergeijk,€13.87 Per Hour (Employer est.),NTS Finish
Productiemedewerker metaal,"NTS Finish is een toonaangevende specialist op het gebied van voorbehandelen, lakken en bedrukken van metalen en kunststof producten. Voor ons team in Bergeijk zijn wij per direct op zoek naar een:Productiemedewerker (24-28 uur) Jouw taken en verantwoordelijkhedenAls Productiemedewerker ben je verantwoordelijk voor diverse ondersteunende werkzaamheden ten behoeve van de poeder- en natlaklijn op het gebied van voorbehandelen, spuiten of inpakken. Doordat jij je werk goed en secuur doet, kunnen wij onze klanten de aantallen en kwaliteit leveren die wij hen beloven. Samen zorgen we ervoor dat het productieproces soepel en efficiënt verloopt. Inzicht in en aanleg voor de werkzaamheden zijn van groot belang.Bij NTS voel je je snel thuisWe zorgen ervoor dat je je snel thuis voelt in ons team. Door je te koppelen aan één van onze ervaren collega's leer je ons bedrijf en je collega's snel kennen. Je neemt de tijd om met je leidinggevende de verwachtingen door te spreken voor je nieuwe rol. Wat je doet, doe je natuurlijk goed. Het waarom en voor wie je het doet vinden we net zo belangrijk. Wij beantwoorden daarom graag al je vragen. Zo heb je onze manier van werken snel onder de knie. Voor je het weet maak je het onmogelijk mogelijk voor onze klanten.Wat neem je mee?Minimaal LBO/MBO niveau;Kennis en ervaring met productiewerkzaamheden;Leergierigheid;24 - 28 uur beschikbaar;Je bent een aanpakker en wordt enthousiast van fysieke werkzaamheden.Ben jij opzoek naar een leuke uitvoerende functie voor de lange termijn? Dan zijn wij op zoek naar jou!Ons aanbodNTS biedt de mogelijkheid om te werken binnen een succesvol en dynamisch bedrijf met een leidinggevende positie in de markt. Onze organisatie wordt gekenmerkt door een informele en collegiale sfeer, waarin er oog en oor is voor elk individu. Op onze werkvloer werk je met een modern machinepark en fijne collega’s.Naast een unieke uitdaging in onze organisatie, bestaat het arbeidsvoorwaardenpakket onder andere uit:Informele en collegiale werksfeer;Werk in dagdienst maandag t/m vrijdag;Een moderne werkomgeving waarin we elkaar aanmoedigen om onszelf verder te ontwikkelen;Minimum uurloon van €13,87 en vanaf 01-01-2024 €14,36;28 vakantiedagen en daarnaast nog 13 ADV dagen.Interesse in deze uitdagende functie?Solliciteer en stuur je cv en motivatie via onderstaande sollicitatieknop! Voor meer informatie over deze vacature of een persoonlijke kennismaking met ons bedrijf kun je contact opnemen met Manon Leighton (Recruiter): 06-24956466 of per mailMeer informatie over NTS-Group vind je op www.nts-group.nl.Soort dienstverband: FulltimeSalaris: Vanaf €13,87 per uurRooster:Dagdienstma-vrSecundaire arbeidsvoorwaarden:BedrijfsopleidingBudget voor professionele ontwikkelingCollectieve zorgverzekeringExtra vakantiedagenKerstpakketMogelijkheid tot promotiePensioenReiskostenvergoedingTaaltraining aangebodenSoorten aanvullende vergoedingen:VakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/1481023/intro-personeel-squarelogo-1507899390639.png,Steenbergen,€2K - €3K (Employer est.),Intro Personeel4.1 ★
Productiemedewerker Kitpacking in Oosterhout!,"Over de job
Terwijl je over de snelweg rijdt, valt opeens je oog op de motor voor je. Of eigenlijk op de uitlaat van de motor voor je. Er verschijnt een grote glimlach op jouw gezicht, jij hebt deze uitlaat namelijk zelf gemaakt! Als Productiemedewerker weet jij een stuk metaal te transformeren in een dikke uitlaat waar een heerlijk geluid uit komt. Hoe leuk als jij je werk dan ook nog eens op de weg tegenkomt! Als Productiemedewerker werk je in de bedrijfshal aan uitlaten van motoren in verschillende soorten en maten. Wat ga jij precies doen?

Je zaagt, snijdt en buigt metaal met behulp van diverse soorten machines
Jij controleert of er geen fouten in de producten zitten en of ze netjes zijn afgewerkt
Jij verpakt de producten op de juiste manier
Dit doe je binnen een bedrijf met ongeveer 15 collega's. De uitlaten die jullie produceren worden in Nederland gebruikt, maar ook verscheept naar andere delen van de wereld. Doordat het bedrijf niet zo groot is hangt er een persoonlijke en gezellige sfeer.
Waar én met wie je dit doet?
Het bedrijf is een toonaangevend bedrijf gevestigd in Steenbergen, dat gespecialiseerd is in de productie van metalen componenten en constructies voor diverse industrieën. Het bedrijf beschikt over een modern machinepark en een team van deskundige vakmensen, dat garant staat voor kwaliteit en flexibiliteit. Bij het bedrijf wordt er continu geïnvesteerd in nieuwe technologieën en innovaties, om zo de productieprocessen te optimaliseren en de hoogste kwaliteit te leveren aan klanten. Het bedrijf werkt volgens de nieuwste normen en voorschriften op het gebied van veiligheid en duurzaamheid, en streeft naar een minimale impact op het milieu.

Dit heb je nodig:
Jij hebt een aanpakkersmentaliteit en houdt van hard werken
Bij voorkeur heb jij eerder aan een machine gestaan of met metaal gewerkt
Jij kan zelfstandig in Steenbergen komen
Jij kan goed Nederlands lezen en schrijven

Het aanbod:
Een salaris tussen de € 2.250,- en € 2.500,- bruto afhankelijk van leeftijd en ervaring
Vakantietoeslag van 8,33% van je jaarsalaris
38 vrije dagen per jaar
Reiskostenvergoeding
Exclusieve toegang tot het online leerplatform Intro Academy
Werken bij een familiebedrijf met een informele sfeer.
Herken jij jezelf in bovenstaande vacature? Reageer dan door je CV te uploaden en wij nemen zo snel mogelijk contact met je op!",https://media.glassdoor.com/sql/1748718/recruit-a-student-squarelogo-1511266780418.png,Oosterhout,€12.09 Per Hour (Employer est.),Recruit a Student4.0 ★
