job_titles,job_description,images,locations,salaries,companies
Productiemedewerker,"Wil jij graag binnen de productie aan de slag maar liever niet in het weekend werken? Dan is een baan als productiemedewerker in 3-ploegendienst wel wat voor jou! In de magazijnen van onze opdrachtgevers zijn verschillende werkzaamheden mogelijk. Hier lees je alles wat je moet weten over jouw nieuwe baan!
3-ploegen productiewerk: dit ga je doen
Als productiemedewerker krijg je te maken met verschillende soorten werkzaamheden. Om het werk leuk en afwisselend te houden werk je meestal samen met een of meerdere collega’s en krijg je elke dienst een andere taak om uit te voeren. Denk bijvoorbeeld aan de volgende werkzaamheden: verpakken of inpakken, producten controleren of sorteren, machines schoonmaken, instellen of bedienen of producten in elkaar zetten. Als laatste help je ook mee met het inladen van de goederen in de vrachtwagens. Klaar voor transport!

Dit kan je verwachten!

Elke maand een mooi bedrag op de loonstrook: verdien tot € 3500
3 diensten: dag- avond- of nachtdienst
Goede regelingen voor woon-werk verkeer
Genoeg afwisseling doordat je elke dienst een andere taak krijgt
Doorgroeimogelijkheden tot teamleider of planner

Ha productiemedewerker! Welke opdrachtgever kies jij?
Jij kunt bij meerdere bedrijven terecht! Wij hebben namelijk veel opdrachtgevers die opzoek zijn naar goede productiemedewerkers. Voordeel aan deze bedrijven met 3-ploegen diensten is dat je in het weekend altijd vrij bent. Daarnaast kun jij van tevoren jouw voorkeuren doorgeven: dag- avond- of nachtdienst. Laat gewoon weten wat jij voor ogen hebt, dan kijken wij wat haalbaar is!

Wat jij nodig hebt als productiemedewerker

Op verschillende tijden werken is voor jou geen probleem
Je bent een echte aanpakker en je kan goed doorwerken
Zorgvuldig en nauwkeurig
Bij voorkeur heb je rijbewijs B

Ga aan de slag als productiemedewerker!
Wanneer start jij met een nieuwe baan als productiemedewerker in 3-ploegendienst? Laat deze kans niet liggen! Neem contact op met Guido via 06-43 24 07 06. We zien jouw reactie graag verschijnen!",https://media.glassdoor.com/sql/2857237/talect-squarelogo-1566993252083.png,Lopik,€3K (Employer est.),Talect
Productiemedewerker(s),"Vacature omschrijving
Grondstoffen mengen tot een smaakvol en kwalitatief eindproduct? Start als Productiemedewerker bij een familiebedrijf in de Zuivelindustrie. Verdien tot € 2.800,-. Bel of app Marieke op 06-29339464.
Jij gaat werken bij een internationaal familiebedrijf in de Zuivelindustrie welke gevestigd is in Lopik. Als Menger in de voedingsmiddelenindustrie lever je een grote bijdrage aan de kwaliteit van het product. Je mengt de diverse grondstoffen tot een goed kaas product wat direct de deur uit kan! Jij voert namelijk ook tussentijds kwaliteitscontroles uit.
In deze rol sta je aan het begin van het productieproces. Je werkt nauwkeurig volgens de richtlijnen, weegt grondstoffen nauwkeurig af en je werkt volgens de recepturen. Daarnaast houd je de voorraadniveaus bij. Je bedient en controleert de machines, die gebruikt worden voor beslag- en deegbereiding. Als Menger ben je mede verantwoordelijk voor het productieproces.
Gevraagd wordt
Minimaal een afgeronde mbo 3 studie, het liefst richting levensmiddelentechnologie;
Affiniteit met het uitvoeren van administratieve werkzaamheden;
Je bent beschikbaar voor 2- of 3- ploegendienst;
Je hebt werkervaring in de procesindustrie.
Geboden wordt
Een brutosalaris tussen € 2.600,- tot € 2.800,- per maand incl. toeslag;
Je start met een jaarcontract, daarna ontvang je een vast contract;
Er zijn in totaal 25 vakantiedagen bij een fulltime functie. Daarnaast heb je de mogelijkheid om er 13 bij te kopen;
Meerdere opleidingsmogelijkheden en doorgroeimogelijkheden;
Een goede pensioenregeling (Marieke vertelt je graag meer).
Bedrijfsomschrijving
Bij een internationaal familiebedrijf in de zuivelindustrie. Ze hebben een sterke focus op de verdere professionalisering en commerciële groei. Het bedrijf bestaat inmiddels al 40 jaar en heeft drie onderdelen. Er zijn twee productiebedrijven in de zuivel en er is één bedrijf waar complete fabrieken, zuivelprocessing- en verpakkingsmachines gereviseerd, verkocht en geïnstalleerd worden. Er werken bij dit bedrijf in Lopik ongeveer 100 mensen. Ondanks dat het een groot bedrijf is, kennen de mensen elkaar goed en is er een informele sfeer.",nan,Utrecht,nan,Chiorino Benelux B.V.
Productiemedewerker hout,"Wie is Chiorino BeneluxWij zijn een groeiend en actief bedrijf op het gebied van transportbanden, drijfriemen en service voor deze producten. Ons afzetgebied omvat de gehele Benelux. Chiorino Benelux is een dochteronderneming van een wereldwijd opererende producent van transportbanden. Op onze locatie in Utrecht maken wij transportbanden en voorzien deze van allerlei mogelijke accessoires. Chiorino is een solide en financieel gezonde organisatie waarbij er alle mogelijkheden zijn om door te groeien.Waarom zoeken wij ProductiemedewerkersChiorino is actief binnen de Benelux en vanwege onze jaarlijkse, sterke groei, zijn wij op zoek naar enthousiaste en goed gemotiveerde productiemedewerkers.In onze werkplaats te Utrecht worden kunststof transportbanden op klant specifieke eisen gemaakt. Dit wordt deels machinaal deels handmatig uitgevoerd. Onze producten worden in veel verschillende branches ingezet denk hierbij aan logistiek, voeding en postverwerking.Hoe ziet de functie van Productiemedewerker er precies uitNa een gedegen inwerkperiode kun je zelf alle voorkomende werkzaamheden voor het maken van transportbanden uitvoeren. Dit betreft het eindloos maken van banden, banden voorzien van stuursnaren, meenemers plaatsen enzovoorts. Het betreft een zeer afwisselende functie waarbij je samen met je directe collega’s de gestelde doelstellingen weet te behalen.Een technisch opleiding en/of inzicht in techniek is noodzakelijk voor het uitvoeren van de werkzaamheden.Welke werkzaamheden ga je uitvoeren:Na een grondige inwerkperiode op diverse afdelingen ben je in staat zelfstandig alle voorkomende werkzaamheden voor het maken van transportbanden uit te voeren.Na de inwerkperiode ga je met een van onze teams aan de slag.Bij ons ligt de nadruk op het, samen met het team waar je deel van uitmaakt, nauwkeurig en netjes werken.De werkzaamheden worden zowel machinaal- als handmatig uitgevoerd.Wij zoeken Productiemedewerkers die:leergierig zijn en voldoende doorzettingsvermogen hebben.een flexibele instelling hebben.bereid zijn hun collega’s te helpen ook als dat na half vijf is.Bereid zijn hun kennis zowel intern- als extern op een hoger niveau te brengenHet profiel van de Productiemedewerkers:Je hebt minimaal de opleiding LBO techniek afgerond.Je beschikt over een goed mondelinge en schriftelijke uitdrukkingsvaardigheid.Je woont bij voorkeur in Midden Nederland.Wat biedt Chiorino jou?Een zeer afwisselende en baan met goede doorgroeimogelijkheden.Goede opleidingsmogelijkheden zowel intern als extern.Een leuk team aan collega’s die bereid zijn jou alle kennis te leren die je nodig hebt.Een financieel gezonde en solide werkgever die omkijkt naar haar medewerkers.Secundaire arbeidsvoorwaarden:VakantiegeldPensioenSoort dienstverband: Fulltime, Onbepaalde tijdRooster:DagdienstSecundaire arbeidsvoorwaarden:KerstpakketPensioenReiskostenvergoedingWerklocatie: Fysiek",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€2K - €3K (Employer est.),Verdo Werkt4.8 ★
Allround productiemedewerker,"Wil jij graag aan de slag in de productie en houd je van veel afwisseling in je werk? Lees dan snel verder! Wij zoeken een productiemedewerker hout voor onze opdrachtgever!
Dit ga je doen
Als productiemedewerker hout help je bij allerllei onderdelen uit het productieproces. Je gaat aan de slag met het maken en bewerken van kozijnen, deuren, ramen, tafels en andere meubels. Jij maakt samen met je collega’s de mooiste onderdelen en zorgt ervoor dat deze netjes worden afgewerkt. Je zult ook timmerwerk gaan verrichten en de houtproducten op maat gaan snijden. Dit maakt het werk lekker afwisselend!

Dit krijg je als productiemedewerker staal

Een goed salaris tussen de €2000 en €3000 bruto per maand
Goede regeling voor vervoer, verlof en pensioen
Een gezellig team
Een werkplek waar jij je kan ontwikkelen

Hier ga je werken
Wij hebben meerdere bedrijven in de regio waar je aan de slag kunt als productiemedewerker hout. Het is belangrijk dat je je wensen en eisen aan ons doorgeeft, dan kijken wij welke opdrachtgever het beste bij je past. Je komt in ieder geval terecht in een jong en gezellig team en na werktijd is er ook regelmatig een leuke borrel.

Dit heb je nodig als productiemedewerker hout

Je bent gemotiveerd en leergierig om het vak te leren
Relevante werkervaring is mooi meegenomen
Je bent een echte aanpakker
Je beheerst de Nederlandse taal

Lijkt het jou leuk om aan de slag te gaan als productiemedewerker hout?
Neem dan contact met ons op! Je kan bellen naar Guido via 06-43 24 07 06 of mailen naar guido@verdowerkt.nl. Natuurlijk kan je ook solliciteren door het sollicitatieformulier hieronder in te vullen. Bekijk ook eens onze andere openstaande vacatures in de productie. Wij helpen je graag verder!",https://media.glassdoor.com/sql/4771938/de-vos-werkt-squarelogo-1645778715839.png,Doetinchem,€2K - €3K (Employer est.),De Vos Werkt
Medewerker productie en QC membranen,"BEDRIJFSPROFIELModerne fabriek in voorbehandelen en poedercoaten van materialen.AANBOD ALLROUND PRODUCTIEMEDEWERKERFulltime baan;Ontwikkel en doorgroeimogelijkheden;Uitzicht op een dienstverband bij de opdrachtgever zelf;Salaris afhankelijk van leeftijd en ervaring (€2.200 tot €2.600 bruto per maand, excl. 14% ploegentoeslag).Goede secundaire voorwaarden waaronder winstdeling en leuke bedrijfsfeesten.FUNCTIE OMSCHRIJVING ALLROUND PRODUCTIEMEDEWERKERJe hangt producten op en maakt daarbij gebruik van de juiste ophangmaterialen, dit doe je zo efficiënt mogelijk;Afplakken en/of afdoppen van onderdelen;Correct inpakken van de order voor transport;Controleren van producten (aantallen, dekking, vuil, visuele aspecten);Melden van afwijkingen en potentiële productiefouten bij de voorman;Poedercoaten van staal.PROFIELSCHETS ALLROUND PRODUCTIEMEDEWERKERFysiek sterk (ivm tillen van zware materialen);Goede beheersing van de Nederlandse taal;Bereid om in twee ploegen te werken;Gezonde dosis verstand;Ervaring met poedercoaten is een pré.Soort dienstverband: Vaste baan, FulltimeSalaris: €2.200,00 - €2.600,00 per maandRooster:DagdienstPloegendienstSecundaire arbeidsvoorwaarden:BedrijfsfeestenBudget voor professionele ontwikkelingExtra vakantiedagenKerstpakketLunchkortingMogelijkheid tot promotiePensioenPersoneelskortingReiskostenvergoedingWinstdelingSoorten aanvullende vergoedingen:13e maandBonusregelingVakantiegeldTaal:Nederlands (Vereist)Werklocatie: Fysiek",nan,Rijssen,nan,Pervatech B.V.
Allround productiemedewerker,"Pervatech produceert membranen voor toepassing in diverse markten. Door middel van onze technologie zijn klanten in staat om energiezuiniger te werken en hergebruik van chemicaliën te realiseren. Dat past helemaal in de duurzaamheidsfilosofie van Pervatech, en in de huidige doelstellingen in de maatschappij met betrekking tot klimaatvriendelijke technologie. Er is daarom grote belangstelling voor onze producten. Om onze groei te bewerkstellingen zoeken wij een medewerker productie membranen.Jouw profiel:- Ervaring als productiemedewerker in een technische omgeving. Cleanroom of high-tech ervaring is een pré.- (V)MBO niveau, technisch inzicht en ervaring is belangrijk- Kan zeer goed nauwkeurig en repeterend werken met aandacht voor detail- Omgang met meetinstrumenten en computers voor registratie van procesdata- In staat om goed alleen en in teamverband te werken- Een positief en gedreven karakter, met een gezonde dosis verantwoordelijkheidsgevoel- Woonachtig in Rijssen of omgevingDe werkzaamheden omvatten:- Productie en testen van membranen in een cleanroom omgeving- Assistentie bij installatie van membranen in modules- Alle voorkomende werkzaamheden in de productieThuiswerkenNeeSoort dienstverband: Fulltime, Onbepaalde tijdRooster:DagdienstSecundaire arbeidsvoorwaarden:PensioenSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldErvaring:productie: 2 jaar (Gewenst)Taal:Nederlands (Vereist)Werklocatie: Fysiek",https://media.glassdoor.com/sql/931897/döhler-squarelogo-1422306588313.png,Oosterhout,nan,Döhler Holland BV3.4 ★
Betrouwbare productiemedewerker gezocht!,"De Döhler Groep is een internationale groep van bedrijven met meer dan 7.000 medewerkers in ruim 30 landen waar Döhler Holland B.V. in Oosterhout met 360 medewerkers onderdeel van uit maakt. Als toonaangevende producent van natuurlijke ingrediënten voor de voedingsmiddelenindustrie, en in het bijzonder de fris- en vruchtendrankindustrie, zijn innovatie en ambitie van grote waarde bij Döhler.Voor onze afdeling Verpakking (Bag-In-Box) zijn we op zoek naar een nieuwe collega.Allround Worker Production | Verpakking3-ploegendienst | FulltimeIn deze functie ben je bezig met het opstarten, afstoppen en het uitvoeren van batchwissels op de klein verpakking lijn. Je bouwt de inpaklijn om, stelt de machines van de Bag-In-Box af, en zorgt ervoor dat de machines zijn bijgevuld. Ook zorg je ervoor dat de kwaliteitscontroles worden uitgevoerd en hou je de productieplanning in de gaten. Je verhelpt kleine storingen en geeft ondersteuning aan onze Technische Dienst. We werken volgens werkinstructie procedures (WI&EPL), en kunnen we op deze manier een kwalitatief hoogstaand eindproduct garanderen.Je profiel· Je beschikt over een LBO/MBO werk-denkniveau· Je kunt goed zelfstandig en in teamverband werken, stelt prioriteiten en lost problemen op· Je hebt een technisch inzicht en affiniteit met het bedienen van apparatuur, en kunt storingen goed verwoorden· Je hebt een groot verantwoordelijkheidsgevoel· Je bent communicatief goed vaardig, en beheerst bij voorkeur de Nederlandse taal in woord en geschrift· Je bent een echte aanpakker!Wij bieden· Een motiverende werkomgeving van een internationaal en innovatief bedrijf· Een collegiale en gezellige werksfeer, waarin je ruimte krijgt om jezelf te zijn en jezelf te ontwikkelen· Vaste baan met een goed arbeidsvoorwaardenpakket· Werk in een gemotiveerd team met leuke en professionele collega’sHeb jij interesse in deze uitdagende functie? Stuur ons dan jouw motivatie en cv toe.Kijk ook op www.werkenbijdoehler.comSoort dienstverband: Fulltime, Vaste baanRooster:PloegendienstSecundaire arbeidsvoorwaarden:BedrijfsfitnessPensioenReiskostenvergoedingSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldWerklocatie: Fysiek",nan,Breda,nan,Lion Laser Systems BV
Assemblagemedewerker,"Betrouwbare productiemedewerk(st)er gezocht.Weet jij van aanpakken? Dan zijn wij op zoek naar jou.Wie zijn wij?Wij zijn Lion Lasers, een bedrijf met 18 leuke medewerkers.Wij bedenken, maken en verkopen lasersystemen. Met deze lasersystemen kunnen wij producten graveren of snijden.Naast het bedenken en bouwen van de systemen gebruiken wij deze machines ook zelf voor het uitvoeren van productieopdrachten. Bijvoorbeeld lasergraveren van typeplaatjes, machinedelen, bekers, houten tafelbladen enzovoort.Wij zoeken versterking om de producten van onze klanten te graveren en/of snijden. Kennis van onze machines heb je niet nodig, maar een aanpakkersmentaliteit wel! Én je moet zorgvuldig kunnen werken. Ben jij onze leuke, nieuwe collega?Wie ben jij en hoe ziet je werkdag eruit? Je start ‘s morgens tussen 8 uur en 9 uur.Bij binnenkomst begroet je de aanwezige collega’s en pakt een kop koffie.Bij de start van de werkzaamheden klok je jezelf in en kijkt in de productieplanning wat je vandaag kan gaan doen. O leuk, het zijn 500 typeplaatjes waar een QR code op moet komen te staan.De machine staat al ingesteld dus je kan gelijk aan de slag. Jij hebt zin om te knallen!Als alle typeplaatjes gegraveerd en netjes ingepakt zijn, geef je dit door aan de werkvoorbereider.Je kijkt daarna nog een keer in de productieplanning om te zien welke opdracht je nu kan gaan graveren. Het zijn 100 bekers waar een logo op gegraveerd moet worden. Tijdens het graveren valt je op dat je tussendoor best een tijd moet wachten…Je houdt niet van wachten, dus spreekt de werkvoorbereider hier op aan. Samen kijken jullie of er twee orders tegelijkertijd gegraveerd kunnen worden. Hierdoor hoef je niet te wachten en vliegt de tijd voorbij. Natuurlijk zorg je er wel voor dat de kwaliteit van de producten en gravures goed blijft.Zo, jij bent goed bezig geweest. Het is 12:00 uur en dat betekent middagpauze. Gezellig met de collega’s eten en misschien durf je je aanstaande collega’s uit te dagen voor een potje tafelvoetbal.In de pauze is je opgevallen dat er wat vlekken op de vloer in de keuken zitten en dat de ramen ook wel een poetsbeurt kunnen gebruiken. Je vraagt aan je leidinggevende of je dit misschien op kan pakken. Samen plannen jullie dit in.In de middag nog een grote productie opdracht en dan zit je werkdag er weer op. Woow, de dag is omgevlogen en je gaat met een glimlach naar huis.Kortom: weet jij van aanpakken en denk je graag mee hoe iets verbeterd kan worden? Dan ben jij degene die wij zoeken!Jouw taken zijn o.a.:- Werkbonnen en planning bekijken om te zien wat je vandaag gaat doen- Producten netjes uit- en inpakken- Productie van graveerwerk en naambadges- Schoonmaakwerkzaamheden (ca 4u/week)Wat bieden wij?Een leuke combinatie functie voor minimaal 28 uur in een dynamisch bedrijf en hecht team. Wij bieden goede en marktconforme arbeidsvoorwaarden. Werkplezier vinden wij heel belangrijk.Interesse? Stuur je CV en motivatie!Liever nog meer info? Bel met Maartje Hop-Bogers op 076 581 0101.Soort dienstverband: ParttimeParttime uren: 28 per weekRooster:ma-vrSecundaire arbeidsvoorwaarden:KerstpakketKosteloos parkerenPensioenReiskostenvergoedingSoorten aanvullende vergoedingen:BonusregelingVakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/3061260/cts-techniek-squarelogo-1631868477945.png,Goor,€3K (Employer est.),CTS Techniek
Technische Productiemedewerker,"Heb jij ervaring met het nauwkeurig samenstellen van onderdelen? Wie zoeken iemand die blij wordt van een kwalitatief hoogwaardig eindproduct!
Functie omschrijving
Je komt te werken binnen een echt familiebedrijf dat inmiddels is uitgegroeid tot een internationale organisatie met ruim 300 medewerkers. Als assemblagemedewerker kom je te werken binnen een team van 25 medewerkers. De vakmensen in dit team weten van aanpakken en er hangt een fijne werksfeer. Alle producten worden in Nederland geproduceerd en worden over de hele wereld verkocht.
In de functie van assemblagemedewerker kom je te werken binnen een specifieke afdeling en houd jij je bezig met het monteren van componenten in verschillende gereedschapssystemen. Je werkt aan de hand van instructies en tekeningen en bepaald daarmee de juiste werkmethode. Daarnaast ben jij ook verantwoordelijk voor het afstellen en testen van de gemonteerde systemen. Jij bent het aanspreekpunt voor de R&D afdeling voor verbeteringen en het verhelpen van storingen.
Wat kun je van ons verwachten?
Een marktconform salaris, gerelateerd aan je opgebouwde ervaring (vanaf € 2.500,- / € 3.000,- bruto per maand)
Fijne werksfeer waar mensen wat voor elkaar over hebben
Doorgroei- en ontwikkelingsmogelijkheden
25 vakantiedagen en 13 ATV dagen
Mogelijkheid tot een vaste aanstelling
Functie eisen
Wat vragen van we je?
Een afgeronde MBO opleiding richting Mechatronica of Electrotechniek
Nauwkeurig ingesteld
Goede communicatieve vaardigheden
Bereidt om in ploegen te werken indien er meer geproduceerd moet worden
Geïnteresseerd in deze functie? Stuur dan je reactie met CV naar Maureen van de Scheur van CTS Techniek, maureen@ctstechniek.nl. Of bel voor meer informatie, tel. 074-291 73 36.",https://media.glassdoor.com/sql/4763478/westerduin-groep-squarelogo-1636628692552.png,Apeldoorn,€14.00 - €17.00 Per Hour (Employer est.),Westerduin3.6 ★
Productiemedewerker,"Heb jij technische ervaring? En ga jij precies en secuur te werk? Dan hebben wij een veelzijdige vacature voor jou! Voor een dynamisch bedrijf in Apeldoorn zijn wij namelijk op zoek naar een technisch Productiemedewerker. Als technisch Productiemedewerker ga jij aan de slag met gevelelementen. Onbewerkte materialen worden bij de werkplaats geleverd. Deze worden dan bewerkt en in elkaar gezet. Daar ben jij als technisch Productiemedewerker verantwoordelijk voor!


Om 07:30 uur ben je aanwezig op de zaak. Om de werkdag goed op te starten, begin je met een lekker bakje koffie. Na het opstarten, ga je om 08:00 uur de werkplaats in en de werkdag kan beginnen! Je werkt tot 16:15 uur. Ieder project begint met een tekening. Als technisch Productiemedewerker ben jij in staat deze te kunnen lezen en begrijpen. De onbewerkte materialen worden in de juiste maten gezaagd. Naast het zagen houd je je ook bezig met boren, lijmen en kwaliteitscontrole uitvoeren van het eindproduct. Op aanvraag worden de gevelelementen ook brandwerend gemaakt.



Jouw nieuwe werkplek:
Het bedrijf waar je voor gaat werken is de specialist in gevels en kozijnen. Je doet dus belangrijk werk, een gevel zegt veel over de identiteit van een gebouw. Het bedrijf verzorgd op maat gemaakte gevels voor bedrijfspanden of bijvoorbeeld woongelegenheden. Geen dag is dus hetzelfde! Jouw team bestaat uit 12 collega's. Samen werk je hard en secuur. Naast het harde werken is er natuurlijk ook plek voor gezelligheid!

Dit bieden wij jou:

Een bruto uurloon van € 14,00 - € 17,00 (afhankelijk van leeftijd en ervaring);
25 vakantiedagen en 8,33% vakantiegeld;
Een mooie uitdagende baan als starter;
Nieuwe werkschoenen;
Een fulltime werkweek waarbij je de avonden vrij bent;
De kans om certificaten en cursussen te behalen zoals een VCA basis en of heftruckcertificaat;
Uitzicht op een contract bij de werkgever.
Dit vragen wij van jou:

Je woont in de omgeving van Apeldoorn of kan hier zelfstandig komen;
Je hebt al enige ervaring met techniek ;
Je spreekt de Nederlandse taal en basis Engels. In verband met veiligheid is communicatie van groot belang.",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€2K - €3K (Employer est.),Verdo Werkt4.8 ★
Assemblagemedewerker,"Word jij warm van het produceren en verpakken van producten? Ben je een echte teamspeler en weet je kwaliteit en nauwkeurigheid te waarborgen? Dan is deze functie echt wat voor jou! Lees snel verder om meer te weten te komen over jouw nieuwe baan als productiemedewerker.
Wat is jouw takenpakket als productiemedewerker?
Als productiemedewerker zorg je samen met jouw collega’s voor de beste kwaliteit producten. Je gaat aan de slag met het labelen en inpakken van producten, het uitvoeren van kwaliteitscontroles en het verzendklaar maken van orders. Met als doel dat de producten compleet naar de klant worden gestuurd. Het is belangrijk dat je hierbij nauwkeurig en ordelijk werkt. Dat gaat jou zeker lukken!

Wat bieden wij?

Goed salaris (€2200 – €2800)
Bij goede samenwerking is een vast contract mogelijk
Cursussen en certificaten zijn optioneel
Goede pensioen- en verlofregeling

Waar ga je werken?
Onze opdrachtgever is op zoek naar productiemedewerkers voor in een magazijn in de regio. Het team bestaat uit echte gezelligheidsdieren en harde werkers en zij streven ernaar om van elke dag een succesvolle, maar ook een leuke dag te maken. Bij deze opdrachtgever heb je vaste werktijden, waardoor je weet waar je aan toe bent. Wat wil je nog meer?!

Welke kwaliteiten die je te hebben als productiemedewerker?

Geïnteresseerd in productiewerk
Je hebt een actieve en leergierige houding
Je werkt secuur en kunt goed plannen
Werkervaring is geen pre, maar zeker mooi meegenomen
Eigen vervoer is geen probleem

Begin jij binnenkort als productiemedewerker?
Zie jij jezelf binnenkort werken als productiemedewerker? Reageer dan op deze vacature! Je kan contact opnemen met Guido via 06 – 43 24 07 06 (Apeldoorn). Is deze functie toch niet helemaal naar wens? Bekijk dan een onze andere vacatures in de productie. Wij kunnen niet wachten op jouw sollicitatie!",https://media.glassdoor.com/sql/4763478/westerduin-groep-squarelogo-1636628692552.png,Utrecht,€15.00 Per Hour (Employer est.),Westerduin3.6 ★
Productie Medewerker,"Wil jij graag werken aan een product dat echt onmisbaar is voor mensen die al uitdagingen genoeg hebben? Wellicht hebben wij dan de opdracht voor jou!

Als assemblage medewerker ga jij namelijk voertuigen zoals auto's en busjes aanpassen, zodat deze rolstoel toegankelijk zijn. Jij maakt de uitsparingen breder, installeert instapgangen, bevestigd andere handgrepen en monteert opbergbakken. Je werkt met verschillende machines en zorgt er altijd voor dat alles netjes is afgewerkt. Soms kan het wat veel werk zijn op je knieën, maar door jou bijdrage weet je wel dat iemand die hulp nodig heeft veilig en wel onderweg kan zijn.

Werkdagen zijn van 6:30 uur tot 16:30 uur, op vrijdag ben je om 10:45 uur klaar om weekend te vieren.


Jouw nieuwe werkplek:
Jouw nieuwe werkgever is gevestigd in Utrecht. Sinds 1998 investeren ze in de mobiliteit van mensen. Zij bouwen rolstoelauto's en mini- en midibussen om tot een voertuig die voldoet aan de behoefte van de passagier. Ieder voertuig is anders en vraagt weer zijn eigen aanpak. Voldoende afwisseling en dus ook voldoende om te leren. Elektra, hydrauliek en pneumatiek kun je hier jezelf eigen maken. Ze geven dus veel om jouw ontwikkeling. Daarnaast is de sfeer binnen het bedrijf erg goed en er is regelmatig tijd voor een grapje op de werkvloer.

Dit bieden wij jou:

Een fulltime baan van 40 uur per week
Startsalaris tussen de €13,36 en €20,- bruto per uur (afhankelijk van ervaring)
25 vakantiedagen en 8,33% vakantiegeld
Een zeer afwisselende baan binnen een mooi en innovatief bedrijf
Vergoeding van je reiskosten van €0,21 per km
Werkschoenen van ons
Elke vrijdag om 10:45 uur klaar
Uitzicht op een vast contract bij de werkgever
Dit vragen wij van jou:

Je hebt affiniteit met techniek
Je kan overweg met gereedschap
Je leert graag en maakt nieuwe informatie snel eigen",nan,Delft,nan,Loop Biotech
