job_titles,job_description,images,locations,salaries,companies
Productiemedewerker metaalfabriek,"Over de job
Heerlijk, het ruikt naar hout! Je werkt in de machinale houtbewerking als Productiemedewerker Hout. Je zorgt in de productie dat het goede hout in de machine komt. Op naar de volgende order. Ben jij uit het juiste hout gesneden voor dit werk? Wat doe je als Productiemedewerker:
Je ondersteunt de machinaal houtbewerker;
Je zorgt dat het hout in de machine komt;
Je haalt het bewerkte hout uit de machine;
Het bedrijf wil zich graag voor de lange termijn aan je verbinden.

Waar én met wie je dit doet?
Je komt als Productiemedewerker Hout te werken bij de productie in een houthandel. Het houtbedrijf is uitgegroeid tot een gerenommeerde importeur van tropisch hardhout. Deze houthandel staat bekend als een betrouwbare leverancier die gaat voor een optimale samenwerking, en is altijd op zoek naar de beste kwaliteit. Met het brede hout assortiment, de diversiteit aan bewerkingsmogelijkheden, en de kennis over houtsoorten en de toepassing van het hout, is deze onderneming een goede partner in het hout.

Dit heb je nodig:
Interesse in de productie;
Je werkt graag met hout;
Flexibel om bijvoorbeeld bij te springen op andere plekken in het bedrijf.

Het aanbod:
Hard werken in de productie moet beloont worden! Daarom mag je als Productiemedewerker Hout rekenen op:
Een bruto startsalaris tussen de € 2-100- en € 2.400,- per maand;
Doe je goed je best, dan werk je toe naar een vast dienstverband;
Vakantietoeslag van 8,33% van je bruto salaris;
25 vakantiedagen per jaar;
Secundaire arbeidsvoorwaarden uit de cao Houthandel waaronder 6 ATV-dagen per jaar;
Exclusieve toegang tot het online leerplatform Intro Academy;
Je werkt naar een vast dienstverband.",https://media.glassdoor.com/sql/3055313/br-flex-uitzendbureau-squarelogo-1633089901467.png,Vriezenveen,€2K - €3K (Employer est.),BR Flex Uitzendbureau
Allround Productiemedewerker,"Als productiemedewerker bij onze opdrachtgever krijg jij de kans om te werken met de nieuwste technologie en machines. Binnen het bedrijf liggen er voldoende mogelijkheden om door te groeien en jezelf te ontwikkelen, bijvoorbeeld naar een functie als CNC operator. Wil jij graag meer te weten komen over deze mooie kans? Wacht dan niet langer en solliciteer vandaag nog op deze mooie kans om deel uit te maken van een professioneel en hecht familiebedrijf!
Wat ga je doen als Productiemedewerker metaalfabriek?Je zorgt ervoor dat de machine continu door kan draaien, dit houdt in dat je nieuwe producten in de machine legt en bij een storing de machine iets anders in gaat stellen.Controles uitvoeren. Je meet of de producten nog wel de juiste afmetingen hebben en aan de gestelde eisen voldoen.
Wat verwachten we van jou als Productiemedewerker metaalfabriek?Een nauwkeurige en flexibele instelling, het werk is in een 3-ploegensysteem.Je vindt het leuk om nieuwe dingen te leren en jezelf te ontwikkelen binnen een bedrijf.
Wat bieden wij jou als Productiemedewerker metaalfabriek?Een bruto maandsalaris tussen de €2.450,- en €2.600,-, hier komt nog een toeslag van 20% bovenop door het werken in ploegen.De kans om te starten in de productie en door te groeien naar een functie als CNC operator. Hier ga je leren om deze machines zelf te programmeren.Wanneer het werk van beide kanten goed bevalt dan ligt er een vast contract op je te wachten.Alle voorwaarden om je werk goed te kunnen doen. Werkschoenen, werkkleding en eventuele cursussen worden voor je geregeld.
Meer weten
Dan zien we je graag op onze vestiging in Vriezenveen of neem contact met ons op (0546-721100). Dit kan ook via WhatsApp: 0622115979.",nan,Zwolle,nan,Jansen en de Wit
Productiemedewerker metaal,"Waarom je deze baan wilt
Je komt te werken binnen een dynamisch familiebedrijf met een hecht team
Je gaat aan het werk in de dagdienst
Je krijgt een goed salaris met een royale eindejaarsuitkering
Functie-eisen
Je beschikt over minimaal VMBO werk- en denkniveau.
Je beschikt over een aanpakkersmentaliteit.
Je bent leergierig en hebt een pro-actieve werkhouding.
Je hebt oog voor kwaliteit, netheid en veiligheid.
Je beschikt over een goede beheersing van de Nederlandse taal in woord en geschrift.
Je bent woonachtig in de omgeving van Zwolle.
Wat ga je doen
Je gaat aan de slag als Allround Productiemedewerker bij een familiebedrijf die gespecialiseerd is in het ontwikkelen en produceren van hoogwaardige verven. In deze functie zorg jij er samen met je collega's voor dat alle producten op de juiste manier geproduceerd en afgevuld worden. Je werkzaamheden bestaan uit het produceren, mengen, aankleuren en afvullen van diverse verfproducten. Ook ga je aan de gang met kleine storingen en onderhoud aan de machines en zorg je er dagelijks voor dat de planning gerealiseerd wordt.",https://media.glassdoor.com/sql/1481023/intro-personeel-squarelogo-1507899390639.png,Steenbergen,€2K - €3K (Employer est.),Intro Personeel4.1 ★
Algemeen productiemedewerker,"Over de job
Terwijl je over de snelweg rijdt, valt opeens je oog op de motor voor je. Of eigenlijk op de uitlaat van de motor voor je. Er verschijnt een grote glimlach op jouw gezicht, jij hebt deze uitlaat namelijk zelf gemaakt! Als Productiemedewerker weet jij een stuk metaal te transformeren in een dikke uitlaat waar een heerlijk geluid uit komt. Hoe leuk als jij je werk dan ook nog eens op de weg tegenkomt! Als Productiemedewerker werk je in de bedrijfshal aan uitlaten van motoren in verschillende soorten en maten. Wat ga jij precies doen?

Je zaagt, snijdt en buigt metaal met behulp van diverse soorten machines
Jij controleert of er geen fouten in de producten zitten en of ze netjes zijn afgewerkt
Jij verpakt de producten op de juiste manier
Dit doe je binnen een bedrijf met ongeveer 15 collega's. De uitlaten die jullie produceren worden in Nederland gebruikt, maar ook verscheept naar andere delen van de wereld. Doordat het bedrijf niet zo groot is hangt er een persoonlijke en gezellige sfeer.
Waar én met wie je dit doet?
Het bedrijf is een toonaangevend bedrijf gevestigd in Steenbergen, dat gespecialiseerd is in de productie van metalen componenten en constructies voor diverse industrieën. Het bedrijf beschikt over een modern machinepark en een team van deskundige vakmensen, dat garant staat voor kwaliteit en flexibiliteit. Bij het bedrijf wordt er continu geïnvesteerd in nieuwe technologieën en innovaties, om zo de productieprocessen te optimaliseren en de hoogste kwaliteit te leveren aan klanten. Het bedrijf werkt volgens de nieuwste normen en voorschriften op het gebied van veiligheid en duurzaamheid, en streeft naar een minimale impact op het milieu.

Dit heb je nodig:
Jij hebt een aanpakkersmentaliteit en houdt van hard werken
Bij voorkeur heb jij eerder aan een machine gestaan of met metaal gewerkt
Jij kan zelfstandig in Steenbergen komen
Jij kan goed Nederlands lezen en schrijven

Het aanbod:
Een salaris tussen de € 2.250,- en € 2.500,- bruto afhankelijk van leeftijd en ervaring
Vakantietoeslag van 8,33% van je jaarsalaris
38 vrije dagen per jaar
Reiskostenvergoeding
Exclusieve toegang tot het online leerplatform Intro Academy
Werken bij een familiebedrijf met een informele sfeer.
Herken jij jezelf in bovenstaande vacature? Reageer dan door je CV te uploaden en wij nemen zo snel mogelijk contact met je op!",nan,Breda,€2K (Employer est.),Janus Vaten BV
Allround productiemedewerker,"Een vaste baan, werkplezier en een mooie toekomst!Klinkt dit als muziek in de oren en ben jij die enthousiaste persoon die in tijden van crisis de handen uit de mouwen wil steken en zichzelf daarmee een mooie toekomst gunt? Familiebedrijf Janus Vaten BV is al 151 jaar gespecialiseerd in de productie, hergebruik en recycling van stalen en kunststof verpakkingen.Hoe ziet jouw functie eruit?Binnen ons productieproces bestaan er vele mogelijkheden waarbij jij jezelf tot het gewenste niveau kan ontwikkelen. Je leert eerst wat onze bedrijfsprocessen zijn, na deze periode is er de mogelijkheid jezelf te verdiepen in de richting waar jouw interesses liggen. Van medewerker aan de productielijn tot aan verfspecialist in één van onze spuiterijen. Ook zijn er mogelijkheden als heftruck-chauffeur en zoeken wij een procesoperator voor onze waterzuivering.Dus, ben jij nog lang niet uitgeleerd en bereid om jezelf verder te ontwikkelen binnen onze organisatie? Solliciteer dan op onze vacature van Productiemedewerker.Soort dienstverband: Voltijds, Vaste baanSalaris: Vanaf €2.000,00 per maandRooster:DagdienstSecundaire arbeidsvoorwaarden:ReiskostenvergoedingSoorten aanvullende vergoedingen:BonusregelingOveruren uitbetaaldVakantiegeldDeadline sollicitaties: 21-02-2022",nan,Den Bosch,nan,Pelser Groep B.V.
Productiemedewerker,"BedrijfsomschrijvingPELSER | Interior Design & Build ontwerpt, produceert en realiseert al meer dan 37 jaar complete inrichtingen voor kantoren, onderwijs- en overheidsinstellingen, retail, horeca en particulieren. Deze projecten leveren wij turn-key volgens het Design & Build principe.De kracht van Pelser zit in het gegeven dat alle disciplines onder één dak aanwezig zijn. Zowel voor het ontwerp als voor de uitvoering kan de klant bij Pelser terecht.Naast Pelser zijn we 10 jaar geleden gestart met Still Design | acoustic solutions; specialist in akoestische oplossingen. Still Design ontwerpt en produceert akoestische (maatwerk)oplossingen, beschikt over een eigen collectie akoestische producten en over kennis van ruimteakoestiek. Productontwikkeling is ons op het lijf geschreven, waardoor het bedrijf zeer innoverend is.Door de groei van het bedrijf en het aantal projecten zijn wij per direct op zoek naar nieuwe allround productiemedewerkers om ons team te versterken.VacaturetekstAllround Productiemedewerker bij PELSER | Interior Design & BuildFulltimeWaar moet een allround productiemedewerker over beschikken:Hands-on mentaliteitSecuur en nauwgezetheid in zijn werkEen goed ontwikkeld verantwoordelijkheidsgevoelErvaring in assemblage- en productiewerkWat worden de taken van een allround productiemedewerker :Verantwoordelijk zijn voor jouw onderdeel in het productieprocesHet seriematig produceren van standaard productenHet bedienen van verschillende machinesOp maat zagen van onderdelenSchakel in de productiestraatWat kunnen wij een allround productiemedewerker bieden:Afwisselend werkEen hoge mate van zelfstandigheidRuimte voor verdere ontwikkelingsmogelijkhedenGoede arbeidsvoorwaardenCAO Meubelindustie en meubileringsbedrijvenBen je geïnteresseerd? Reageer naar: o.v.v. Sollicitatie Allround Productiemedewerker. Voeg een CV en een korte motivatie toe.Voor een impressie van onze gerealiseerde projecten kijk op:www.pelsergroep.nl en www.stilldesign.euBranche: InterieurbouwSecundaire arbeidsvoorwaarden:VrijdagmiddagborrelReiskostenvergoedingVakantiegeldPensioenSoort dienstverband: Fulltime, Bepaalde tijd, Onbepaalde tijdErvaring:productie/assemblage: 3 jaar (Aanbevolen)Opleiding:MAVO / VMBO (Vereist)Locatie:Postcode 5215 MH in Den Bosch (Vereist)Taal:Nederlands (Vereist)Thuiswerken:Nee",https://media.glassdoor.com/sql/2857237/talect-squarelogo-1566993252083.png,Lopik,€3K (Employer est.),Talect
Productiemedewerker,"Vacature omschrijving
Grondstoffen mengen tot een smaakvol en kwalitatief eindproduct? Start als Productiemedewerker bij een familiebedrijf in de Zuivelindustrie. Verdien tot € 2.800,-. Bel of app Marieke op 06-29339464.
Jij gaat werken bij een internationaal familiebedrijf in de Zuivelindustrie welke gevestigd is in Lopik. Als Menger in de voedingsmiddelenindustrie lever je een grote bijdrage aan de kwaliteit van het product. Je mengt de diverse grondstoffen tot een goed kaas product wat direct de deur uit kan! Jij voert namelijk ook tussentijds kwaliteitscontroles uit.
In deze rol sta je aan het begin van het productieproces. Je werkt nauwkeurig volgens de richtlijnen, weegt grondstoffen nauwkeurig af en je werkt volgens de recepturen. Daarnaast houd je de voorraadniveaus bij. Je bedient en controleert de machines, die gebruikt worden voor beslag- en deegbereiding. Als Menger ben je mede verantwoordelijk voor het productieproces.
Gevraagd wordt
Minimaal een afgeronde mbo 3 studie, het liefst richting levensmiddelentechnologie;
Affiniteit met het uitvoeren van administratieve werkzaamheden;
Je bent beschikbaar voor 2- of 3- ploegendienst;
Je hebt werkervaring in de procesindustrie.
Geboden wordt
Een brutosalaris tussen € 2.600,- tot € 2.800,- per maand incl. toeslag;
Je start met een jaarcontract, daarna ontvang je een vast contract;
Er zijn in totaal 25 vakantiedagen bij een fulltime functie. Daarnaast heb je de mogelijkheid om er 13 bij te kopen;
Meerdere opleidingsmogelijkheden en doorgroeimogelijkheden;
Een goede pensioenregeling (Marieke vertelt je graag meer).
Bedrijfsomschrijving
Bij een internationaal familiebedrijf in de zuivelindustrie. Ze hebben een sterke focus op de verdere professionalisering en commerciële groei. Het bedrijf bestaat inmiddels al 40 jaar en heeft drie onderdelen. Er zijn twee productiebedrijven in de zuivel en er is één bedrijf waar complete fabrieken, zuivelprocessing- en verpakkingsmachines gereviseerd, verkocht en geïnstalleerd worden. Er werken bij dit bedrijf in Lopik ongeveer 100 mensen. Ondanks dat het een groot bedrijf is, kennen de mensen elkaar goed en is er een informele sfeer.",https://media.glassdoor.com/sql/1286937/luba-squarelogo-1470985041144.png,Oosterhout,€3K (Employer est.),Luba3.1 ★
Allround productiemedewerker,"Wil jij aan de slag als productiemedewerker 3-ploegen bij een wereldwijde marktleider in de golfkarton verpakkingen?
Over het werk
In deze functie zorg je samen met je team ervoor dat het golfkarton óf de doos volgens de normen en wensen van de klant wordt geproduceerd. De voorbereiding van de productie en de productie wordt door jou verricht. Zo stel je de machine juist in, zorg je voor de aanvoer van pallets met het juiste karton en verwijder je het golfkarton van onvoldoende kwaliteit. Jouw toekomstige werkgever zoekt áltijd naar de slimste manier om een product te verpakken. Initiatief nemen en creativiteit wordt dan ook zeer gewaardeerd. Daarnaast wordt er veel aandacht besteed aan duurzaamheid. Deze baan biedt jou garantie voor afwisseling, technische uitdaging en doorgroeimogelijkheden.
Wat wij bieden
Een salaris tussen de €2.640 en € 2.756 bruto per maand op basis van 36-urige werkweek
Een baan met uitzicht op vast dienstverband!
Ploegentoeslag van 22% op basis van 3 ploegen
Werktijden: 07:00 tot 15:00 uur/ 15:00 tot 23:00 uur/ 23:00 tot 07:00 uur
Wat wij vragen
Nauwkeurig kunnen werken en oog voor detail
Een pro actieve houding en willen gaan voor kwaliteit
Goede beheersing van de Nederlandse taal
Over het bedrijf
Jouw toekomstige werkgever is een wereldwijde organisatie die papier en golfkartonnenverpakkingen produceert. Samen met alle medewerkers (mogelijk jouw collega’s binnenkort) zorgen ze er voor dat de industrie kan blijven draaien en werken ze continu aan veiligheid, duurzaamheid en innovatie. De producten zijn worden voornamelijk geproduceerd voor productiebedrijven in sectoren als voeding, drank en e-commerce.
Over Luba
Luba is het grootste uitzendbureau voor het MKB. Met de meeste banen, bij de beste werkgevers bij jou in de buurt. Wij hebben altijd persoonlijk contact, zodat we weten wat je nodig hebt om te groeien. Met 50 vestigingen zijn wij altijd in de buurt. Waar je ook aan de slag wilt, er is altijd werk bij jou in de buurt. Solliciteer direct!",nan,Hazerswoude-Dorp,€2K (Employer est.),Mycologics BV
Productiemedewerker 3-ploegen,"Benieuwd naar een gezellige werkplek waar productie, online verkoop, recreatie en biotechnologie samenkomen en waar de doorgroeimogelijkheden eindeloos zijn? Lees dan verder.Wat ga je doen:Als productiemedewerker ben je samen met het een team van 6 mensen verantwoordelijk voor het A tot Z productieproces van truffels; van de teelt tot en met de verzending van de truffel.Jij bent in staat in alle bedrijfsprocessen mee te lopen, de ene dag steek je de handen uit de mouwen om te oogsten en de andere dag hou je je bezig met administratieve werkzaamheden of ben je aan het inpakken en verzenden. De ene dag ben je dus productie medewerker en de andere dag kun je zo maar logistiek medewerker zijn. Geen dag is hetzelfde, genoeg uitdaging dus!Opleidingseisen:· Mbo-denkniveau· Kennis van Microbiologie/HACCP/ FSSC22000 is zeer welkom· Goede beheersing van Nederlandse en Engelse taal· Ervaring met Microsoft office is zeer welkomWie ben jij:· Je bent gek op geordend werken· Flexibel· Sociaal· Wilt graag doorleren· Ambitieus met de behoefte door te groeien· Je bent in bezit van een rijbewijs (en auto of scooter)Soort dienstverband: FulltimeSalaris: €2.100,00 - €2.400,00 per maandRooster:Flexibele werkurenFlexibel werkroosterma-vrSecundaire arbeidsvoorwaarden:BedrijfsopleidingFlexibele werkurenMogelijkheid tot promotiePersoneelskortingProductkorting werknemersReiskostenvergoedingSoorten aanvullende vergoedingen:VakantiegeldWerklocatie: Eén locatieVerwachte startdatum: 01-03-2023",https://media.glassdoor.com/sql/3027187/profi-workers-squareLogo-1642499212387.png,Hillegom,€3K (Employer est.),Profi-Workers
Productiemedewerker hout,"Op deze afdeling conversie worden de door afdeling extrusie geproduceerde rollen folie verwerkt tot eindproduct. Op de afdeling wordt in 3-ploegendienst gewerkt. Dit betekent dat je in dag-, avond- en nachtdiensten werkt, van maandag tot en met vrijdag. Wat ga je doen? • Je bedient de conversiemachines (verwerken van rollen folie tot zakken of vellen); • Je bewaakt het conversieproces; • Je registreert de productiegegevens in ons ERP systeem; • Je zorgt voor aanvoer van halffabricaat naar de machines en afvoer van eindproducten; • Je werkt samen met collega’s om de machines om te stellen; • Je werkt in ploegendienst (van maandag tot vrijdag in de dag-, avond- of nachtdienst).Over de werkgever:Onze opdrachtgever produceert hoogwaardige flexibele polyethyleen verpakkingen en folies. Waar ze in een grote, moderne fabriek continue inspelen op speciale wensen. Dit product kom je overal in Europa en daarbuiten tegen.Wie zoeken wij:Je beschikt over een MBO werk- en denkniveau;Je hebt ervaring in vergelijkbare productie functies;Je hebt gevoel voor techniek;Je beheerst de Nederlandse en/of Engelse taal in woord en geschrift;In verband met tilwerk beschik je over een goede fysieke gesteldheid.Wat bieden wij jou:Uitzicht op een vast dienstverband, salaris €2750 – €3350 incl. ploegentoeslag (afhankelijk van ervaring en leeftijd);Je hebt recht op 28 vakantiedagen;Reiskostenvergoeding 0,19ct per km;Ploegentoeslag;Pensioenopbouw;Doorgroeimogelijkheden;Mogelijk om een vriend of vriendin aan te bevelen zodat jullie samen kunnen werken;Extra informatie:Wanneer je komt te werken voor Profi-Workers, ga je punten sparen voor mooie geschenken terwijl je werkt! Hoe leuk is dat. Na je sollicitatie nemen wij binnen 2 tot 3 werkdagen contact met je op. Mocht je zelf nog vragen stuur een mail naar onze recruiter Pijke Belt of bel naar ons kantoor tel.nr. 085-130 41 85Salaris: €2.750,00 - €3.350,00 per maand",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€2K - €3K (Employer est.),Verdo Werkt4.8 ★
Assemblage medewerker,"Wil jij graag aan de slag in de productie en houd je van veel afwisseling in je werk? Lees dan snel verder! Wij zoeken een productiemedewerker hout voor onze opdrachtgever!
Dit ga je doen
Als productiemedewerker hout help je bij allerllei onderdelen uit het productieproces. Je gaat aan de slag met het maken en bewerken van kozijnen, deuren, ramen, tafels en andere meubels. Jij maakt samen met je collega’s de mooiste onderdelen en zorgt ervoor dat deze netjes worden afgewerkt. Je zult ook timmerwerk gaan verrichten en de houtproducten op maat gaan snijden. Dit maakt het werk lekker afwisselend!

Dit krijg je als productiemedewerker staal

Een goed salaris tussen de €2000 en €3000 bruto per maand
Goede regeling voor vervoer, verlof en pensioen
Een gezellig team
Een werkplek waar jij je kan ontwikkelen

Hier ga je werken
Wij hebben meerdere bedrijven in de regio waar je aan de slag kunt als productiemedewerker hout. Het is belangrijk dat je je wensen en eisen aan ons doorgeeft, dan kijken wij welke opdrachtgever het beste bij je past. Je komt in ieder geval terecht in een jong en gezellig team en na werktijd is er ook regelmatig een leuke borrel.

Dit heb je nodig als productiemedewerker hout

Je bent gemotiveerd en leergierig om het vak te leren
Relevante werkervaring is mooi meegenomen
Je bent een echte aanpakker
Je beheerst de Nederlandse taal

Lijkt het jou leuk om aan de slag te gaan als productiemedewerker hout?
Neem dan contact met ons op! Je kan bellen naar Guido via 06-43 24 07 06 of mailen naar guido@verdowerkt.nl. Natuurlijk kan je ook solliciteren door het sollicitatieformulier hieronder in te vullen. Bekijk ook eens onze andere openstaande vacatures in de productie. Wij helpen je graag verder!",https://media.glassdoor.com/sql/1481023/intro-personeel-squarelogo-1507899390639.png,Montfoort,€2K - €3K (Employer est.),Intro Personeel4.1 ★
Assemblage Medewerker,"Over de job
Als Assemblage medewerker ga je in een team van assemblage medewerkers aan de slag. Samen maken jullie bouwsystemen van begin tot eind. Denk dan aan werkzaamheden als:

Je zorgt dat de bouwsystemen goed in elkaar worden gezet
Samen met je collega's rond je de verschillende bouwsystemen goed af

Waar én met wie je dit doet?
Je komt te werken bij de koploper op het gebied van bouwsystemen in Montfoort. Dit bedrijf is gespecialiseerd in het modulair bouwen. Je komt terecht binnen een team met 9 collega's. Binnen dit team hangt een informele sfeer en wordt een grap op zijn tijd zeker gewaardeerd.
Dit heb je nodig:
Als Productiemedewerker is het handig om dit te hebben:

Je hebt 2 rechterhanden
Je bent gemotiveerd
Eigen vervoer om in Montfoort te komen

Het aanbod:
Als Productiemedewerker wordt je ook beloond voor je harde werken. Je krijgt namelijk:
Een salaris tussen de €2200,- en €2.800,- per maand op basis van 40 uur per week.
Vakantietoeslag van 8,33% van je bruto salaris.
25 vakantiedagen
6 extra ATV dagen.
Een pensioenregeling op basis van STIPP.
Exclusieve toegang tot het online leerplatform Intro Academy.
Uitzicht op een vast dienstverband.",https://media.glassdoor.com/sql/681748/xelvin-squarelogo-1426581744892.png,Boxmeer,€3K - €4K (Employer est.),Xelvin2.7 ★
Productiemedewerker,"Ben jij een assemblage medewerker die openstaat voor een nieuwe uitdaging? Ga jij graag vanaf tekening klant specifieke producten assembleren? Werk jij graag samen? Solliciteer direct!Functieomschrijving Als assemblage medewerker ben je verantwoordelijk voor het assembleren van verschillende klant specifieke producten en machines. Dit maakt het zeer divers werk wat je samen met een leuke groep collega’s uit gaat voeren. De taken die je gaat uitvoeren zijn:Het assembleren van klant specifieke producten en machines;Samen met je collega’s zorg je voor een veilige werkomgeving;Wanneer je verbeterpunten signaleert bespreek je dit binnen het team;Aan de hand van procedures test je de producten.Functie-eisenWerkervaring in een soort gelijke functie;Je hebt ervaring met het lezen van technische tekeningen;Je bent goed met zowel de Nederlandse als Engelse taal;Bij voorkeur een afgeronde mbo-opleiding richting Mechatronica of vergelijkbaar.Voordelen van de functieEen uitdagende diverse functie bij een groot internationaal bedrijf;Een marktconform salaris;Goede secundaire arbeidsvoorwaarden;Samenwerken met een leuke groep collega’s;Een mooie plek om jezelf te ontwikkelen;Bij gebleken geschiktheid betreft het een baan voor langere tijd.LocatieBoxmeerInteresse?Bij interesse of vragen, komen wij graag met je in contact.Soort dienstverband: FulltimeSalaris: €2.700,00 - €3.500,00 per maandRooster:Dagdienstma-vrSecundaire arbeidsvoorwaarden:BedrijfsfeestenKerstpakketPensioenReiskostenvergoedingSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/1481023/intro-personeel-squarelogo-1507899390639.png,Sprundel,€2K (Employer est.),Intro Personeel4.1 ★
Assemblagemedewerker,"Over de job
Je werkt op een locatie waarbij de lekkerste kipproducten gemaakt worden. Het team waar je in komt te werken heeft elke dag als missie om beter te worden. Als Productiemedewerker verwachten we het volgende van jou:
Het in oog houden van de kwaliteit
Het kruiden van de producten
Het draaiende houden van de productielijnen

Waar én met wie je dit doet?
Het is echt een familiebedrijf gevestigd in Sprundel en produceren de lekkerste kipproducten voor klanten in Nederland en daarbuiten. Als familiebedrijf vinden zij het belangrijk dat iedereen zich thuis voelt en als familie wordt behandeld. Zij geloven dat dit de basis is voor een goede werksfeer en een succesvolle organisatie.
Dit heb je nodig:
Je beschikt over voldoende beheersing van de Nederlandse taal.
De wil om te werken
Je bent flexibel

Het aanbod:
Talent en hard werken moet beloond worden. Daarom kun je voor deze vacature expeditie medewerker rekenen op:
Een salaris tussen de €2200,00 en €2400,00 bruto per maand op basis van 40 uur per week,
25 vrije dagen
uitzicht op vast dienstverband
Exclusieve toegang tot het online leerplatform Intro Academy;",https://media.glassdoor.com/sql/1286937/luba-squarelogo-1470985041144.png,Zwanenburg,€12.00 - €14.00 Per Hour (Employer est.),Luba3.1 ★
Productiemedewerker bij statafelfabriek in Oosterhout (32-40 uur),"Wil jij graag met je handen aan de slag en komen te werken in een heel gezellig familiebedrijf? Solliciteer dan nu!
Over het werk
Bij dit leuke familie bedrijf ga je aan de slag in de assemblage. Het is het jouw verantwoording om verschillende soorten farmaceutische tafels in elkaar te assembleren. Alle halffabricaten die binnenkomen ga je op de juiste manier aan elkaar bevestigen om een mooie tafel te creëren voor de klant. Hiervoor gebruik je verschillende soorten gereedschap. Ervaring is geen vereiste, je wordt vanaf de start heel goed begeleid en in no-time weet je precies hoe je welke tafel in elkaar zet. Mocht je er toch niet uitkomen, is er altijd een handleiding beschikbaar waar je kan lezen hoe je de tafels in elkaar zet, maar je kunt ook aan collega's om hulp vragen.
De werktijden zijn van maandag t/m donderdag van 6:45 tot 16:00 en op vrijdag heb je lekker vroeg weekend want je werkt van 6:45 tot 12:00.
Wat wij bieden
Een leuke baan voor de langere termijn
Leuke collega's
Een relaxte werksfeer
Ook zonder ervaring kun je hier beginnen
Wat wij vragen
Je staat open om een nieuw vak te leren
Je wil graag met je handen werken
Je spreekt goed Nederlands of Engels
Over het bedrijf
Jouw toekomstige werkgever is een familiebedrijf die onder andere therapeutische tafels maken. Hierbij kun je denken aan de stoelen die je tegenkomt bij een fysiotherapeut, masseur, ziekenhuizen maar ook in een trimsalon zodat een hond weer netjes geknipt kan worden. Er hangt binnen dit bedrijf een relaxte sfeer en is er naast hard werken ook zeker tijd voor een geintje. Ze hebben een pooltafel waar jullie vrijdagmiddag een potje op kunnen poolen.
Over Luba
Luba is het grootste uitzendbureau voor het MKB. Met de meeste banen, bij de beste werkgevers bij jou in de buurt. Wij hebben altijd persoonlijk contact, zodat we weten wat je nodig hebt om te groeien. Met 50 vestigingen zijn wij altijd in de buurt. Waar je ook aan de slag wilt, er is altijd werk bij jou in de buurt. Solliciteer direct!",nan,Oosterhout,€2K (Employer est.),Mebu
Productiemedewerker,"In Oosterhout zit Europa’s grootste statafelfabriek, Mebu. Wij maken statafels en verzenden deze naar klanten door heel Europa. Jij bent een onmisbare schakel in ons productieproces. Als productie medewerker ben je namelijk onderdeel van onze productieafdeling en bestaan je dagelijkse werkzaamheden onder andere uit het buigen van metalen buizen naar statafelframes d.m.v. buigbanken, het assembleren van statafelframes met tafelbladen, orders picken en pakketten gereed maken voor verzending. Je hoeft nog niet de wereld aan ervaring te hebben. Jij gaat alle vaardigheden vanzelf leren en wij gaan je hier natuurlijk bij helpenDit alles doe je natuurlijk niet alleen! Samen met je collega’s zorg je voor de beste samenwerking, het mooiste eindresultaat en een gezellige sfeer. Dus heb je zin in een afwisselende functie in dit leuke bedrijf?Wat bieden wij jou:Dagdienst van 08:00 – 16:30 uurUitzicht op een vast contract in ons bedrijfWerken in een bedrijf dat stabiel en vooruitstrevend isSalaris: tussen de € 1900 - €2200 bruto per maand (op basis van 40 uur)Leuke bedrijfsborrels en zeer gezellige teamuitjesBehalen van je heftruckcertificaat behoort tot de mogelijkhedenWat vragen wij van jou:Je hebt een leergierige instelling in combinatie met een stuk doorzettingsvermogenJe kunt zowel zelfstandig als in teamverband werkenJe spreekt de Nederlandse taalJe bent 32-40 uur beschikbaarJe kunt zelfstandig op de zaak komenJe bent niet bang voor vieze handenHeb je nog vragen over de functie of wil je misschien meer weten over ons bedrijf? Je mag ons altijd bellen op telefoonnummer 088 - 2341300 en vragen naar Erwin Smulders.Ben je enthousiast geworden over deze functie? Reageer dan op de vacature door je motivatie en cv te sturen.Soort dienstverband: Fulltime, Parttime, Vaste baanParttime uren: 32-40 per weekSalaris: €1.900,00 - €2.200,00 per maandRooster:DagdienstSecundaire arbeidsvoorwaarden:BedrijfsfeestenBudget voor professionele ontwikkelingKerstpakketPensioenPersoneelskortingProductkorting werknemersReiskostenvergoedingSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/3069511/groei-personeelsdiensten-squarelogo-1580121859003.png,Heerde,€12.93 Per Hour (Employer est.),Groei Personeelsdiensten
