job_titles,job_description,images,locations,salaries,companies
Productiemedewerker hout,"Vacature omschrijving
Grondstoffen mengen tot een smaakvol en kwalitatief eindproduct? Start als Productiemedewerker bij een familiebedrijf in de Zuivelindustrie. Verdien tot € 2.800,-. Bel of app Marieke op 06-29339464.
Jij gaat werken bij een internationaal familiebedrijf in de Zuivelindustrie welke gevestigd is in Lopik. Als Menger in de voedingsmiddelenindustrie lever je een grote bijdrage aan de kwaliteit van het product. Je mengt de diverse grondstoffen tot een goed kaas product wat direct de deur uit kan! Jij voert namelijk ook tussentijds kwaliteitscontroles uit.
In deze rol sta je aan het begin van het productieproces. Je werkt nauwkeurig volgens de richtlijnen, weegt grondstoffen nauwkeurig af en je werkt volgens de recepturen. Daarnaast houd je de voorraadniveaus bij. Je bedient en controleert de machines, die gebruikt worden voor beslag- en deegbereiding. Als Menger ben je mede verantwoordelijk voor het productieproces.
Gevraagd wordt
Minimaal een afgeronde mbo 3 studie, het liefst richting levensmiddelentechnologie;
Affiniteit met het uitvoeren van administratieve werkzaamheden;
Je bent beschikbaar voor 2- of 3- ploegendienst;
Je hebt werkervaring in de procesindustrie.
Geboden wordt
Een brutosalaris tussen € 2.600,- tot € 2.800,- per maand incl. toeslag;
Je start met een jaarcontract, daarna ontvang je een vast contract;
Er zijn in totaal 25 vakantiedagen bij een fulltime functie. Daarnaast heb je de mogelijkheid om er 13 bij te kopen;
Meerdere opleidingsmogelijkheden en doorgroeimogelijkheden;
Een goede pensioenregeling (Marieke vertelt je graag meer).
Bedrijfsomschrijving
Bij een internationaal familiebedrijf in de zuivelindustrie. Ze hebben een sterke focus op de verdere professionalisering en commerciële groei. Het bedrijf bestaat inmiddels al 40 jaar en heeft drie onderdelen. Er zijn twee productiebedrijven in de zuivel en er is één bedrijf waar complete fabrieken, zuivelprocessing- en verpakkingsmachines gereviseerd, verkocht en geïnstalleerd worden. Er werken bij dit bedrijf in Lopik ongeveer 100 mensen. Ondanks dat het een groot bedrijf is, kennen de mensen elkaar goed en is er een informele sfeer.",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€2K - €3K (Employer est.),Verdo Werkt4.8 ★
Pianomeubel hersteller / productiemedewerker,"Wil jij graag aan de slag in de productie en houd je van veel afwisseling in je werk? Lees dan snel verder! Wij zoeken een productiemedewerker hout voor onze opdrachtgever!
Dit ga je doen
Als productiemedewerker hout help je bij allerllei onderdelen uit het productieproces. Je gaat aan de slag met het maken en bewerken van kozijnen, deuren, ramen, tafels en andere meubels. Jij maakt samen met je collega’s de mooiste onderdelen en zorgt ervoor dat deze netjes worden afgewerkt. Je zult ook timmerwerk gaan verrichten en de houtproducten op maat gaan snijden. Dit maakt het werk lekker afwisselend!

Dit krijg je als productiemedewerker staal

Een goed salaris tussen de €2000 en €3000 bruto per maand
Goede regeling voor vervoer, verlof en pensioen
Een gezellig team
Een werkplek waar jij je kan ontwikkelen

Hier ga je werken
Wij hebben meerdere bedrijven in de regio waar je aan de slag kunt als productiemedewerker hout. Het is belangrijk dat je je wensen en eisen aan ons doorgeeft, dan kijken wij welke opdrachtgever het beste bij je past. Je komt in ieder geval terecht in een jong en gezellig team en na werktijd is er ook regelmatig een leuke borrel.

Dit heb je nodig als productiemedewerker hout

Je bent gemotiveerd en leergierig om het vak te leren
Relevante werkervaring is mooi meegenomen
Je bent een echte aanpakker
Je beheerst de Nederlandse taal

Lijkt het jou leuk om aan de slag te gaan als productiemedewerker hout?
Neem dan contact met ons op! Je kan bellen naar Guido via 06-43 24 07 06 of mailen naar guido@verdowerkt.nl. Natuurlijk kan je ook solliciteren door het sollicitatieformulier hieronder in te vullen. Bekijk ook eens onze andere openstaande vacatures in de productie. Wij helpen je graag verder!",https://media.glassdoor.com/sql/5524646/oostendorp-muziek-squarelogo-1646284758757.png,Wezep,nan,Oostendorp Muziek
Productiemedewerker 3-ploegen,"Bij Oostendorp Muziek wordt elke akoestische piano technisch en optisch helemaal onder handen genomen. Daar kunnen wij jouw handigheid en zorgvuldige manier van werken goed bij gebruiken. Dagelijks worden er nieuwe en tweedehands akoestische piano’s klaargemaakt, waarbij het kastwerk zeker niet overgeslagen wordt. Dit is toch het eerste wat de klant beleeft bij het uitzoeken van een nieuwe akoestische piano of vleugel.Jouw belangrijkste verantwoordelijkheden als pianomeubel hersteller?Als pianomeubel hersteller / productiemedewerker ben je verantwoordelijk voor het wegwerken van oneffenheden, eventuele kleine schades herstellen en het netjes polijsten van piano’s. De fijne kneepjes van het vak zullen je worden aangeleerd door onze ervaren werkplaatschef.Wanneer is deze functie écht iets voor jou?Je hebt een glimlach op je gezicht en blijft altijd positief en oplossingsgericht;Je bent een actieve medewerker, iemand die zowel zelfstandig als in teamverband zijn werkzaamheden uit kan voeren;je bent secuur;je hebt technisch inzicht.De voordelen van werken bij Oostendorp Muziekonderdeel worden van Oostendorp Muziek, dé toetsenspeciaalzaak van Nederland!ruim 50 collega’s, waar je veel van kunt leren en waar zij ook graag van jou leren;goede arbeidsvoorwaarden, waaronder een uitstekende pensioenregeling;elke dag omringt zijn door de meest prachtige piano’s en vleugels;gezellige wekelijkse borrel om het weekend gezamenlijk in te luiden.Vervolgstappen na jouw sollicitatieNa ontvangst van jouw sollicitatie ontvang je binnen één week een inhoudelijke reactie. Sluiten jouw verwachtingen en onze wensen op elkaar aan? Dan nodigen we je uit voor een eerste kennismakingsgesprek.Vergeet naast het sturen van jouw CV ook niet de motivatiebrief toe te voegen. Sollicitaties zonder brief worden niet in behandeling genomen.Zijn we beide positief na afloop van het eerste gesprek? Dan volgt er een tweede gesprek.Is er na het tweede gesprek nog steeds een wederzijdse match? Dan doen we jou een voorstel.Soort dienstverband: Fulltime, ParttimeParttime uren: 32-40 per weekRooster:ma-vrSecundaire arbeidsvoorwaarden:BedrijfsfeestenKerstpakketPensioenPersoneelskortingProductkorting werknemersReiskostenvergoedingVrijdagmiddagborrelSoorten aanvullende vergoedingen:VakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/3027187/profi-workers-squareLogo-1642499212387.png,Hillegom,€3K (Employer est.),Profi-Workers
Productie medewerker (Netherlands),"Op deze afdeling conversie worden de door afdeling extrusie geproduceerde rollen folie verwerkt tot eindproduct. Op de afdeling wordt in 3-ploegendienst gewerkt. Dit betekent dat je in dag-, avond- en nachtdiensten werkt, van maandag tot en met vrijdag. Wat ga je doen? • Je bedient de conversiemachines (verwerken van rollen folie tot zakken of vellen); • Je bewaakt het conversieproces; • Je registreert de productiegegevens in ons ERP systeem; • Je zorgt voor aanvoer van halffabricaat naar de machines en afvoer van eindproducten; • Je werkt samen met collega’s om de machines om te stellen; • Je werkt in ploegendienst (van maandag tot vrijdag in de dag-, avond- of nachtdienst).Over de werkgever:Onze opdrachtgever produceert hoogwaardige flexibele polyethyleen verpakkingen en folies. Waar ze in een grote, moderne fabriek continue inspelen op speciale wensen. Dit product kom je overal in Europa en daarbuiten tegen.Wie zoeken wij:Je beschikt over een MBO werk- en denkniveau;Je hebt ervaring in vergelijkbare productie functies;Je hebt gevoel voor techniek;Je beheerst de Nederlandse en/of Engelse taal in woord en geschrift;In verband met tilwerk beschik je over een goede fysieke gesteldheid.Wat bieden wij jou:Uitzicht op een vast dienstverband, salaris €2750 – €3350 incl. ploegentoeslag (afhankelijk van ervaring en leeftijd);Je hebt recht op 28 vakantiedagen;Reiskostenvergoeding 0,19ct per km;Ploegentoeslag;Pensioenopbouw;Doorgroeimogelijkheden;Mogelijk om een vriend of vriendin aan te bevelen zodat jullie samen kunnen werken;Extra informatie:Wanneer je komt te werken voor Profi-Workers, ga je punten sparen voor mooie geschenken terwijl je werkt! Hoe leuk is dat. Na je sollicitatie nemen wij binnen 2 tot 3 werkdagen contact met je op. Mocht je zelf nog vragen stuur een mail naar onze recruiter Pijke Belt of bel naar ons kantoor tel.nr. 085-130 41 85Salaris: €2.750,00 - €3.350,00 per maand",https://media.glassdoor.com/sql/244564/pcs-wireless-squarelogo-1636122063974.png,Netherlands,nan,PCS Wireless2.6 ★
Productiemedewerker,"Address: A2 Tradepark, Burgemeester Burgerslaan 40A, 5245 NH Rosmalen, NetherlandsLogistic processing, testing and updating of shipped electronic products. The correct administrative processing of the data in the system with the purpose of providing the customer with a well functioning product.Duties & ResponsibilitiesUnpacking products received from the customer.Accurately administratively processing products in the computer system.Cleaning products and recording accessories received.Diagnosing, updating, and final testing of products in accordance with applicable work instructions, rules, and agreements.Packing prepared products.Reporting damaged shipments or relevant deviations in the process.Distributing received and outgoing products.Carrying out orders given by the direct supervisor.Achieving the predetermined objectives based on lead time, quality and productivity.Achieving the Key Preformance IndicatorsCompliance with the 5S and ESD principles.Performing all common activities that can reasonably be assumed to be part of this job.Accountable to the immediate supervisor.Responsible for transferring relevant information to the immediate supervisor.Responsible for a tidy clean workplace where the ""5S rules"" are met.Responsible for the quality of the work performed.Responsible for wearing ""Electro Static Discharge (ESD)"" protection.Job RequirementsGeneralAble to work a flexible scheduleHigh school educationMust be able to comprehend and follow instructionsAbility to work effectively in a team environmentSkills & Abilities.Self-motivatedHonest and reliableComputer skillsAble to work with Microsoft Office (Excel/Word)Job Type: Full-timeWork Location: In person",nan,Raalte,nan,Crest Dutch Machinery
Medewerker productie afmontage,"Beschrijving van de functie:Als productie medewerker bestaat je dagelijkse taak uit het bouwen van onze machines en componenten op onze productie locatie in Raalte. Je werkt vanaf tekening en werkinstructies die per project geleverd worden. Omdat we veel klant specifieke machines maken, heb je regelmatig contact met de project engineer. Jij bent betrokken bij het intern aftesten en opleveren van de nieuwe machines.Opleiding en ervaringJe hebt door opleiding en werkervaring voldoende verkregen technische vaardigheden en inzicht op MBO+ werk en denk niveau.Je hebt minimaal 3 jaar werkervaring als productiemedewerker in de machinebouw.Je werkt goed zelfstandig, maar ook in teamverband.Je hebt voldoende kennis van mechanische/elektrische en pneumatische systemen.Je bent inventief, nauwkeurig, zelfstandigFunctie inhoudHet zelfstandig assembleren van (speciaal) machines en componenten.Overleg met project engineer over problemen die je tegenkomt in de assemblage.Het betrokken zijn bij interne afnames van (speciaal) machines.Wat kun je verwachtenEen veelzijdige en afwisselende baan in de machinebouw.Veel verantwoordelijkheid en zelfstandigheid op een flexibele afdeling.Een goede, open werksfeer binnen een klein en enthousiast team met korte lijnen.Een marktconform arbeidsvoorwaardenpakket waarbij salaris afhankelijk is van je leeftijd en ervaring.Interne training op voorkomende machines is vanzelfsprekend.Flexibele taalvereiste:Nederlands niet vereistRooster:Dagdienstma-vrSecundaire arbeidsvoorwaarden:BedrijfsfeestenBudget voor professionele ontwikkelingExtra vakantiedagenKerstpakketPensioenReiskostenvergoedingVrijdagmiddagborrelSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldOpleiding:MBO (Gewenst)Werklocatie: Fysiek",nan,Breukelen,€2K - €3K (Employer est.),LincSafe
Productiemedewerker houtpallets,"Over Merlin / LincsafeMerlin houdt zich bezig met het ontwikkelen, bouwen, distribueren en onderhouden van een breed scala aan geldverwerkende apparatuur & dienstverlening zoals geldautomaten, wisselautomaten, bankbiljetten en munten tellers, vals geld detectoren en nog veel meer. Met ons internationale label Lincsafe leveren wij wereldwijd intelligente kluizen & andere betaalapparatuur in diverse branches. Tezamen hebben we grote partnerships opgebouwd met o.a. banken, waarde transporteurs, winkelketens, casino’s en anderen.Voor de uitbreiding van onze productieafdeling Assemblage zoeken wij een:Medewerker Productie Afmontage (32-40u/wk)(Standplaats Breukelen)FunctieIn deze functie ben je samen met een team verantwoordelijk voor het bouwen van betaalsystemen waarin zowel electronica als mechanische componenten zijn verwerkt. Zo bouw je onder andere smartsafes, recycleautomaten, muntstort- en muntrol opname automaten en nog vele andere geldverwerkende automaten.Wat ga je doenAan de hand van een pick lijst zorgen we ervoor dat we bij iedere automaat precies weten wat we nodig hebben. Je leert om zelfstandig biljet- en muntmodules in te bouwen, pinapparatuur aan te sluiten, elektronica in te bouwen & zelf sloten programmeren. Het werk is leuk en afwisselend; zo werk je bijvoorbeeld de ene dag aan kleine kluizen, terwijl je de volgende dag manshoge geldautomaten in elkaar zet.Jij bent/hebtZelfstandig, maar gewend om samen te werkenAanleg/interesse voor techniekErvaring met het assembleren van automaten een grote préSecuur in je werkGoede beheersing van de Nederlandse taalWij biedenEen gezellige werksfeer waarbij je te maken krijgt met allerlei geld verwerkende producten en een afwisselende werkomgeving. Jij weet straks alles over het opbouwen van innovatieve betaalautomaten en krijgt volop ruimte om je persoonlijke te ontwikkelen. Opleidingen binnen de functie zijn mogelijk (intern / extern).Soort dienstverband: Vast, Voltijd (80% is bespreekbaar)Salaris: Goed en in overeenstemming met kennis en ervaring. Daarnaast krijg je van ons een pensioenbijdrage waarbij je zelf de vrije keuze hebt waar je deze wilt opsparen.Werktijden: 08:30 - 17:00Sportruimte & iedere dag vers fruit: In ons nieuwe pand hebben wij een eigen sportruimte met douches zodat je gezond en met plezier aan het werk kunt.Vrijdagmiddag borrel & feestjes: Het is leuk om naast het werken ook andere dingen samen te doen. Zo sluiten we iedere vrijdag af met een gezellig drankje en organiseren we geregeld een leuk feestje.Ben je enthousiast en wil jij onderdeel uitmaken van ons mooie team? Stuur dan jouw sollicitatie via indeed naar ons toe.Work RemotelyNeeSoort dienstverband: Onbepaalde tijdSalaris: €2.000,00 - €3.000,00 per maandRooster:Dagdienstma-vrSecundaire arbeidsvoorwaarden:BedrijfsfeestenBedrijfsfitnessExtra vakantiedagenKerstpakketPensioenReiskostenvergoedingVrijdagmiddagborrelSoorten aanvullende vergoedingen:VakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/3068014/fid-uitzendbureau-squarelogo-1631273094839.png,Waardenburg,€3K (Employer est.),FID Uitzendbureau
Productiemedewerker,"Als productiemedewerker houtpallets ben je verantwoordelijk voor het efficiënt uitvoeren van verschillende taken binnen het productieproces. Je werkt in een 3-ploegendienst en je takenpakket omvat onder andere:
Bedienen van machines en gereedschappen om houten pallets te produceren volgens de gestelde specificaties.Controleren van de kwaliteit van de geproduceerde pallets en eventuele afwijkingen rapporteren aan de teamleider.Assisteren bij het stapelen, verpakken en verzendklaar maken van de pallets.Zorgen voor een schone en veilige werkomgeving en het naleven van de geldende veiligheidsvoorschriften.Uitvoeren van algemene taken in de productieafdeling, zoals het aanvullen van materialen en het opruimen van de werkplek.

Je werkt van maandag t/m vrijdag en de tijden zijn als volgt:
6.00 – 14.00 uur
14.00 – 22.00 uur
21.00 – 6.00 uur

Functie-eisen
Je hebt bij voorkeur een technische achtergrond;Je bent in het bezit van een heftruckcertificaat, of bereid deze te halen;Ervaring met transportmiddelen is gewenst;Je bent productiegericht, verantwoordelijk en zelfstandig.

Arbeidsvoorwaarden
Een bruto maandsalaris tussen de €2.850 en €3.050 bruto per maand (o.b.v. kennis en ervaring);Wekelijks je salaris uitbetaald!8,33% VakantiegeldReiskostenvergoeding van €0,19 per k.m.Een leuke fulltime baan met uitzicht op vast dienstverband!

Herken jij jezelf in dit profiel en ben je op zoek naar een nieuwe uitdaging in de productiesector? Solliciteer dan nu! Heb je nog vragen dan kun je ons altijd bereiken via 0162 769128 of een WhatsApp berichtje sturen naar 06 21241067. We helpen je graag!
Praktische informatie
Plaats bedrijf Waardenburg

FID Regio FID Regionaal Bedrijf Zuid

Gepubliceerd op 1 juni 2023",https://media.glassdoor.com/sql/1286937/luba-squarelogo-1470985041144.png,Oosterhout,€3K (Employer est.),Luba3.1 ★
Allround productiemedewerker,"Wil jij aan de slag als productiemedewerker 3-ploegen bij een wereldwijde marktleider in de golfkarton verpakkingen?
Over het werk
In deze functie zorg je samen met je team ervoor dat het golfkarton óf de doos volgens de normen en wensen van de klant wordt geproduceerd. De voorbereiding van de productie en de productie wordt door jou verricht. Zo stel je de machine juist in, zorg je voor de aanvoer van pallets met het juiste karton en verwijder je het golfkarton van onvoldoende kwaliteit. Jouw toekomstige werkgever zoekt áltijd naar de slimste manier om een product te verpakken. Initiatief nemen en creativiteit wordt dan ook zeer gewaardeerd. Daarnaast wordt er veel aandacht besteed aan duurzaamheid. Deze baan biedt jou garantie voor afwisseling, technische uitdaging en doorgroeimogelijkheden.
Wat wij bieden
Een salaris tussen de €2.640 en € 2.756 bruto per maand op basis van 36-urige werkweek
Een baan met uitzicht op vast dienstverband!
Ploegentoeslag van 22% op basis van 3 ploegen
Werktijden: 07:00 tot 15:00 uur/ 15:00 tot 23:00 uur/ 23:00 tot 07:00 uur
Wat wij vragen
Nauwkeurig kunnen werken en oog voor detail
Een pro actieve houding en willen gaan voor kwaliteit
Goede beheersing van de Nederlandse taal
Over het bedrijf
Jouw toekomstige werkgever is een wereldwijde organisatie die papier en golfkartonnenverpakkingen produceert. Samen met alle medewerkers (mogelijk jouw collega’s binnenkort) zorgen ze er voor dat de industrie kan blijven draaien en werken ze continu aan veiligheid, duurzaamheid en innovatie. De producten zijn worden voornamelijk geproduceerd voor productiebedrijven in sectoren als voeding, drank en e-commerce.
Over Luba
Luba is het grootste uitzendbureau voor het MKB. Met de meeste banen, bij de beste werkgevers bij jou in de buurt. Wij hebben altijd persoonlijk contact, zodat we weten wat je nodig hebt om te groeien. Met 50 vestigingen zijn wij altijd in de buurt. Waar je ook aan de slag wilt, er is altijd werk bij jou in de buurt. Solliciteer direct!",https://media.glassdoor.com/sql/4771938/de-vos-werkt-squarelogo-1645778715839.png,Doetinchem,€2K - €3K (Employer est.),De Vos Werkt
Productiemedewerker,"BEDRIJFSPROFIELModerne fabriek in voorbehandelen en poedercoaten van materialen.AANBOD ALLROUND PRODUCTIEMEDEWERKERFulltime baan;Ontwikkel en doorgroeimogelijkheden;Uitzicht op een dienstverband bij de opdrachtgever zelf;Salaris afhankelijk van leeftijd en ervaring (€2.200 tot €2.600 bruto per maand, excl. 14% ploegentoeslag).Goede secundaire voorwaarden waaronder winstdeling en leuke bedrijfsfeesten.FUNCTIE OMSCHRIJVING ALLROUND PRODUCTIEMEDEWERKERJe hangt producten op en maakt daarbij gebruik van de juiste ophangmaterialen, dit doe je zo efficiënt mogelijk;Afplakken en/of afdoppen van onderdelen;Correct inpakken van de order voor transport;Controleren van producten (aantallen, dekking, vuil, visuele aspecten);Melden van afwijkingen en potentiële productiefouten bij de voorman;Poedercoaten van staal.PROFIELSCHETS ALLROUND PRODUCTIEMEDEWERKERFysiek sterk (ivm tillen van zware materialen);Goede beheersing van de Nederlandse taal;Bereid om in twee ploegen te werken;Gezonde dosis verstand;Ervaring met poedercoaten is een pré.Soort dienstverband: Vaste baan, FulltimeSalaris: €2.200,00 - €2.600,00 per maandRooster:DagdienstPloegendienstSecundaire arbeidsvoorwaarden:BedrijfsfeestenBudget voor professionele ontwikkelingExtra vakantiedagenKerstpakketLunchkortingMogelijkheid tot promotiePensioenPersoneelskortingReiskostenvergoedingWinstdelingSoorten aanvullende vergoedingen:13e maandBonusregelingVakantiegeldTaal:Nederlands (Vereist)Werklocatie: Fysiek",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€2K - €3K (Employer est.),Verdo Werkt4.8 ★
Allround productiemedewerker,"Word jij warm van het produceren en verpakken van producten? Ben je een echte teamspeler en weet je kwaliteit en nauwkeurigheid te waarborgen? Dan is deze functie echt wat voor jou! Lees snel verder om meer te weten te komen over jouw nieuwe baan als productiemedewerker.
Wat is jouw takenpakket als productiemedewerker?
Als productiemedewerker zorg je samen met jouw collega’s voor de beste kwaliteit producten. Je gaat aan de slag met het labelen en inpakken van producten, het uitvoeren van kwaliteitscontroles en het verzendklaar maken van orders. Met als doel dat de producten compleet naar de klant worden gestuurd. Het is belangrijk dat je hierbij nauwkeurig en ordelijk werkt. Dat gaat jou zeker lukken!

Wat bieden wij?

Goed salaris (€2200 – €2800)
Bij goede samenwerking is een vast contract mogelijk
Cursussen en certificaten zijn optioneel
Goede pensioen- en verlofregeling

Waar ga je werken?
Onze opdrachtgever is op zoek naar productiemedewerkers voor in een magazijn in de regio. Het team bestaat uit echte gezelligheidsdieren en harde werkers en zij streven ernaar om van elke dag een succesvolle, maar ook een leuke dag te maken. Bij deze opdrachtgever heb je vaste werktijden, waardoor je weet waar je aan toe bent. Wat wil je nog meer?!

Welke kwaliteiten die je te hebben als productiemedewerker?

Geïnteresseerd in productiewerk
Je hebt een actieve en leergierige houding
Je werkt secuur en kunt goed plannen
Werkervaring is geen pre, maar zeker mooi meegenomen
Eigen vervoer is geen probleem

Begin jij binnenkort als productiemedewerker?
Zie jij jezelf binnenkort werken als productiemedewerker? Reageer dan op deze vacature! Je kan contact opnemen met Guido via 06 – 43 24 07 06 (Apeldoorn). Is deze functie toch niet helemaal naar wens? Bekijk dan een onze andere vacatures in de productie. Wij kunnen niet wachten op jouw sollicitatie!",nan,Den Bosch,nan,Pelser Groep B.V.
Productiemedewerker,"BedrijfsomschrijvingPELSER | Interior Design & Build ontwerpt, produceert en realiseert al meer dan 37 jaar complete inrichtingen voor kantoren, onderwijs- en overheidsinstellingen, retail, horeca en particulieren. Deze projecten leveren wij turn-key volgens het Design & Build principe.De kracht van Pelser zit in het gegeven dat alle disciplines onder één dak aanwezig zijn. Zowel voor het ontwerp als voor de uitvoering kan de klant bij Pelser terecht.Naast Pelser zijn we 10 jaar geleden gestart met Still Design | acoustic solutions; specialist in akoestische oplossingen. Still Design ontwerpt en produceert akoestische (maatwerk)oplossingen, beschikt over een eigen collectie akoestische producten en over kennis van ruimteakoestiek. Productontwikkeling is ons op het lijf geschreven, waardoor het bedrijf zeer innoverend is.Door de groei van het bedrijf en het aantal projecten zijn wij per direct op zoek naar nieuwe allround productiemedewerkers om ons team te versterken.VacaturetekstAllround Productiemedewerker bij PELSER | Interior Design & BuildFulltimeWaar moet een allround productiemedewerker over beschikken:Hands-on mentaliteitSecuur en nauwgezetheid in zijn werkEen goed ontwikkeld verantwoordelijkheidsgevoelErvaring in assemblage- en productiewerkWat worden de taken van een allround productiemedewerker :Verantwoordelijk zijn voor jouw onderdeel in het productieprocesHet seriematig produceren van standaard productenHet bedienen van verschillende machinesOp maat zagen van onderdelenSchakel in de productiestraatWat kunnen wij een allround productiemedewerker bieden:Afwisselend werkEen hoge mate van zelfstandigheidRuimte voor verdere ontwikkelingsmogelijkhedenGoede arbeidsvoorwaardenCAO Meubelindustie en meubileringsbedrijvenBen je geïnteresseerd? Reageer naar: o.v.v. Sollicitatie Allround Productiemedewerker. Voeg een CV en een korte motivatie toe.Voor een impressie van onze gerealiseerde projecten kijk op:www.pelsergroep.nl en www.stilldesign.euBranche: InterieurbouwSecundaire arbeidsvoorwaarden:VrijdagmiddagborrelReiskostenvergoedingVakantiegeldPensioenSoort dienstverband: Fulltime, Bepaalde tijd, Onbepaalde tijdErvaring:productie/assemblage: 3 jaar (Aanbevolen)Opleiding:MAVO / VMBO (Vereist)Locatie:Postcode 5215 MH in Den Bosch (Vereist)Taal:Nederlands (Vereist)Thuiswerken:Nee",nan,Enter,€2K - €3K (Employer est.),Future Uitzendbureau
Assemblagemedewerker,"Ben jij een aanpakker met technisch inzicht en oog voor detail? Werk je graag binnen en zoek je een gezellig team om mee samen te werken? Dan zijn wij op zoek naar jou! Voor onze opdrachtgever in Enter zijn wij op zoek naar een productiemedewerker/machine operator die niet bang is om zijn of haar mouwen op te stropen.WerkzaamhedenJouw taak zal bestaan uit het bedienen van de vacuumvorm- en freesmachine, het ontbramen, schoonblazen en verpakken van gefreesde producten, het monteren van kunststof panelen en het signaleren van afwijkingen tijdens de productie. Ervaring met het bedienen van machines is mooi meegenomen, maar als je bereid bent om te leren dan ben je ook van harte welkom!Wat bieden wij?– Wekelijkse uitbetaling– Een prettige werksfeer– Afwisselende werkzaamheden– Mogelijkheden om door te groeien en jezelf te ontwikkelen binnen het bedrijf– Een baan voor de lange termijn– Uitzicht op een vast contractWie ben jij?– Je hebt technisch inzicht en oog voor detail– Je bent een echte teamplayer en werkt graag samen in een gezellig team– Je bent een aanpakker die niet bang is om de handen uit de mouwen te steken– Bereid om in 2-ploegen te werkenWerktijdenJe begint in de dagdienst van 07.30 tot 16.00 uur totdat je het werk onder de knie hebt, hierna ga je over naar de 2-ploegen; 06.00 tot 14.00 / 14.00 tot 22.00 uur.Ben jij geïnteresseerd in deze functie? Solliciteer dan direct en wie weet start jij binnenkort al met deze baan!Vragen en/of meer informatie? Bel 053 234 0230 of stuur ons een mailtje.Soort dienstverband: Fulltime, Vaste baanSalaris: €2.300,00 - €2.800,00 per maandRooster:Flexibele werkurenma-vrPloegendienstSecundaire arbeidsvoorwaarden:Flexibele werkurenKerstpakketMogelijkheid tot promotieSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/1286937/luba-squarelogo-1470985041144.png,Zwanenburg,€12.00 - €14.00 Per Hour (Employer est.),Luba3.1 ★
Algemeen productiemedewerker,"Wil jij graag met je handen aan de slag en komen te werken in een heel gezellig familiebedrijf? Solliciteer dan nu!
Over het werk
Bij dit leuke familie bedrijf ga je aan de slag in de assemblage. Het is het jouw verantwoording om verschillende soorten farmaceutische tafels in elkaar te assembleren. Alle halffabricaten die binnenkomen ga je op de juiste manier aan elkaar bevestigen om een mooie tafel te creëren voor de klant. Hiervoor gebruik je verschillende soorten gereedschap. Ervaring is geen vereiste, je wordt vanaf de start heel goed begeleid en in no-time weet je precies hoe je welke tafel in elkaar zet. Mocht je er toch niet uitkomen, is er altijd een handleiding beschikbaar waar je kan lezen hoe je de tafels in elkaar zet, maar je kunt ook aan collega's om hulp vragen.
De werktijden zijn van maandag t/m donderdag van 6:45 tot 16:00 en op vrijdag heb je lekker vroeg weekend want je werkt van 6:45 tot 12:00.
Wat wij bieden
Een leuke baan voor de langere termijn
Leuke collega's
Een relaxte werksfeer
Ook zonder ervaring kun je hier beginnen
Wat wij vragen
Je staat open om een nieuw vak te leren
Je wil graag met je handen werken
Je spreekt goed Nederlands of Engels
Over het bedrijf
Jouw toekomstige werkgever is een familiebedrijf die onder andere therapeutische tafels maken. Hierbij kun je denken aan de stoelen die je tegenkomt bij een fysiotherapeut, masseur, ziekenhuizen maar ook in een trimsalon zodat een hond weer netjes geknipt kan worden. Er hangt binnen dit bedrijf een relaxte sfeer en is er naast hard werken ook zeker tijd voor een geintje. Ze hebben een pooltafel waar jullie vrijdagmiddag een potje op kunnen poolen.
Over Luba
Luba is het grootste uitzendbureau voor het MKB. Met de meeste banen, bij de beste werkgevers bij jou in de buurt. Wij hebben altijd persoonlijk contact, zodat we weten wat je nodig hebt om te groeien. Met 50 vestigingen zijn wij altijd in de buurt. Waar je ook aan de slag wilt, er is altijd werk bij jou in de buurt. Solliciteer direct!",nan,Breda,€2K (Employer est.),Janus Vaten BV
