job_titles,job_description,images,locations,salaries,companies
Productiemedewerker,"Inpak Medewerker3-ploegendienst, 36 uur per weekWil jij werken bij de snelst groeiende producent van koekjes, cakes en wafels in Europa? En ben je een echte aanpakker? Dan ben jij misschien wel de nieuwe aanwinst voor onze productielocatie in Dalfsen. Hier zoeken wij namelijk een enthousiaste Inpak Medewerker.Wat ga je doen?Als Inpak Medewerker zorg je voor het inpakken en verpakken van koeken van de grotendeels geautomatiseerde productielijnen. Je werkzaamheden zijn:Bedienen van de inpakmachines;Bedienen van de inpaklijnen;In teamverband werken;Regelmatige controles van het product uitvoeren;Bijsturen van de productieprocessen bij afwijkingen.Wat vragen wij?Je houdt van aanpakken;Je werkt accuraat;Je beheerst de Nederlandse taal in woord en geschrift;Je bent bereid om te werken in een 3-ploegensysteem;Werkervaring in de procestechnologie is een pre.Wat bieden wij?Een zelfstandige functie binnen een nuchtere en informele werkomgeving;Een prima salaris, afgestemd op jouw achtergrond en ervaring;Goede secundaire arbeidsvoorwaarden, allen conform de CAO Zoetwarenindustrie;Een dynamisch bedrijf, waar eigen initiatief zeer gewaardeerd wordt;Volop ontwikkelingsmogelijkheden.Meer weten of solliciteren?Heb je interesse in deze vacature en wil je solliciteren? Dan maken we graag kennis met je. Stuur jouw motivatiebrief en cv t.a.v. Annemijn Bos (Recruiter), dan hoor je zo snel mogelijk van ons. Voor inhoudelijke vragen kun je tijdens kantooruren contact opnemen met Richard Smits, Bedrijfsleider, via 0529 438 214.Over Biscuit InternationalBij Biscuit International Nederland werken ongeveer 900 mensen, verdeeld over tien locaties door het hele land. Wij hebben productielocaties in Broek op Langedijk, Alkmaar, Dokkum, Middelstum, Dalfsen, Ochten, Moordrecht, Bunschoten, Tilburg en Nuth. Internationaal zijn er vestigingen in onder meer Duitsland, Frankrijk en Spanje. Belangrijke productgroepen binnen onze groep zijn: stroopwafels, eierwafels, American cookies en sandwich biscuits. Tevens hebben wij een focus op biologische en glutenvrije koek. Naast private label hebben we een merkenportfolio waarmee we onze markt bedienen, bestaande uit Kanjers en Buys.Soort dienstverband: Voltijds, Vaste baanRooster:PloegendienstSecundaire arbeidsvoorwaarden:PensioenReiskostenvergoedingSoorten aanvullende vergoedingen:Vakantiegeld",nan,Goor,nan,NKM Kozijnen
Assemblagemedewerker,"Opzoek naar een leuke afwisselende baan als productiemedewerker in Goor? Kom werken bij NKM Kozijnen. Een fulltimebaan in dagdienst bij een snelgroeiende speler in de productie van kunststof kozijnen en aanverwante producten.Wat ga je doen?NKM Kozijnen biedt een zeer gevarieerd aanbod aan werkzaamheden. Om van ruw materiaal een kwaliteitskozijn te maken moet het product vele stations passeren. Op basis van jouw ervaring en inzetbaarheid beman je afwisselend 1 of meerdere stations. O.a. staal zagen, frezen, kunststof lassen, montage van beslag, het afbouwen van het eindproduct en de bediening van de vele machines die hiermee gemoeid zijn, behoren tot de opties. Bij een kennismakingsgesprek zal gekeken worden welke werkzaamheden het beste bij jou passen. Wat in ieder geval erg belangrijk is zijn technisch inzicht en goede samenwerking. Jouw nieuwe collega's zijn van jou afhankelijk en jij van hen. Je maakt het samen.Over NKM KozijnenNKM Kozijnen is een snelgroeiende producent van kunststof kozijnen, deuren, schuifpuien en gerelateerde producten. Wij werken enkel met profielen van de beste kwaliteit: Schuco-profielen. Onze standaard is erg hoog, enkel de beste materialen komen onze hal binnen. Het resultaat is dan ook een superieur eindproduct waar wij trots op zijn.Wij hebben in de afgelopen 5 jaar onze productiecapaciteit verviervoudigd en het einde van onze groei is nog lang niet in zicht. We zijn inmiddels uit ons jasje gegroeid en de nieuwbouwplannen liggen al op tafel. Wij zoeken dan ook nieuwe mensen die met ons mee willen groeien en deel uit willen maken van het enthousiaste NKM-team.NKM is een jonge, informele organisatie met korte lijntjes. Wij vinden het erg belangrijk dat iedereen het naar zijn zin heeft en deel uitmaakt van het team. De vrijdagmiddagborrels, personeelsuitjes en de jaarlijkse BBQ zorgen ervoor dat het werk voldoende afgewisseld wordt met een stukje ontspanning.Lijkt het je wat? Solliciteer en kom langs voor een kennismaking.Soort dienstverband: Fulltime, Bepaalde tijdRooster:Dagdienstma-vrSecundaire arbeidsvoorwaarden:BedrijfsfeestenKerstpakketPensioenPersoneelskortingReiskostenvergoedingVrijdagmiddagborrelSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeldThuiswerken:Nee",https://media.glassdoor.com/sql/4763618/seesing-flex-squarelogo-1636463524230.png,Holten,nan,Seesing Flex
Assemblage medewerker Veenendaal,"Assemblagemedewerker in dagdienst bij Aebi Schmidt in Holten!
Assemblagemedewerker
Over onze opdrachtgever
Aebi Schmidt Nederland is onderdeel van de internationale Aebi Schmidt Groep waar circa 3.000 medewerkers werken. Wereldwijd leveren ze producten op het gebied van gladheidsbestrijding, sneeuwruimen, straatreiniging en tuin- en parktechniek. Aebi Schmidt Nederland is gevestigd in Holten en vanuit daar ontwikkelen en produceren ze gladheidsbestrijdingsmaterieel. De cultuur binnen Aebi Schmidt is samen te vatten als no-nonsens, betrouwbaar en resultaatgericht. Er is veel persoonlijke aandacht en je leidinggevende motiveert jou om het beste uit jezelf te halen!
Wat zijn jouw werkzaamheden?
Ben jij op zoek naar een uitdagende baan als assemblagemedewerker en wil jij werken bij een innovatief bedrijf dat wereldwijd bekend is om zijn hoogwaardige gladheidsbestrijdingsmaterieel en machines voor reiniging en onderhoud van wegen en vliegvelden? Dan is dit de vacature voor jou! Als assemblagemedewerker bij Aebi Schmidt in Holten ben jij verantwoordelijk voor het monteren en assembleren van verschillende onderdelen van de machines. Daarnaast kan het zijn dat jij de machine opbouwt. Jij zorgt er als assemblagemedewerker voor dat jij de machines op de juiste manier samenstelt en zorgt dat ze voldoen aan de hoogste kwaliteitseisen. In het hoogseizoen kan het voorkomen dat er een uur langer doorgewerkt wordt om aan de klantvraag te kunnen voldoen. Hier staat natuurlijk een passende vergoeding tegenover.
Wat vragen wij van jou?
Het zou mooi zijn als jij al ervaring hebt met soortgelijke werkzaamheden en in het bezit bent van een technisch diploma. Is dat niet zo, maar heb jij twee rechterhanden en heb jij verstand van diverse gereedschappen? Dan nodigen wij jou ook zeker uit om te solliciteren. Verder heb jij technisch inzicht, oog voor detail en werk jij nauwkeurig. Je kunt goed samenwerken met collega's en je hebt een flexibele instelling.
Wat bieden wij jou?
Een uitdagende functie waarin jij onderdeel mag zijn van een internationale professionele organisatie. Uiteraard hoort hier een goed salaris bij conform de cao Metaal & Techniek tussen €2.475,- en €2.828,- en een mooie vergoeding voor overuren.
Ben jij de assemblagemedewerker die wij zoeken? Aarzel niet en solliciteer direct. Wil jij meer informatie? Neem dan contact op met Jill en Mariska op 06-59814309 of aebi@seesingflex.nl en wie weet verwelkomen wij jou binnenkort als nieuwe collega bij Aebi Schmidt in Holten!
https://www.seesingflex.nl/aebi-schmidt-strooit-met-vacatures",https://media.glassdoor.com/sql/3053483/attract-uitzendbureau-squarelogo-1629465366722.png,Veenendaal,€2K (Employer est.),Attract Uitzendbureau4.5 ★
Productiemedewerker hout,"Werken met je handen is jou niet vreemd. Je hebt licht technisch inzicht en zoekt een baan waar je door je inzet en hart voor de zaak kans maakt op een vaste baan.
Wat ga je doen?

Als assemblagemedewerker ben je verantwoordelijk voor het in elkaar zetten van diverse zuilen en toebehoren van de ondergrondse containers. Je werkt in Veenendaal, maar indien nodig vind je het ook leuk om samen met een monteur onderhoud uit te voeren en storingen te verhelpen in de buitendienst. Je test de elektronische onderdelen en verwerkt deze. Voordat het product af is, voer je de eindcontrole uit. Je staat achter je product en weet dat wat er uit jouw handen komt topwerk is. Je werkt in een klein en rustig team en voel je verantwoordelijk voor hetgeen je uitvoert.

Wat vragen we van je?
Je hebt licht technisch inzicht;
Je hebt minimaal een afgeronde vmbo-opleiding;
Je werkt secuur;
Je bent een echte teamplayer.
Wat bieden wij?
Een bruto salaris tussen de € 1.900 en € 2.400 per maand, afhankelijk van leeftijd en relevante werkervaring;
Werken bij een mooi en betrouwbaar familiebedrijf;
Een baan waar je echt een vak mag leren;
Kans op een vast dienstverband;
Veel verantwoordelijkheid dragen voor een mooi eindproduct.

Ben jij op zoek naar een technische productie/assemblage baan, dan is dit misschien wel de baan waar je naar op zoek bent. Neem dan snel contact met ons op. We komen graag met je in contact. Je kan ons bellen via 0318745785 of via veenendaal@attract.nl.",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€2K - €3K (Employer est.),Verdo Werkt4.8 ★
Productiemedewerker(s),"Wil jij graag aan de slag in de productie en houd je van veel afwisseling in je werk? Lees dan snel verder! Wij zoeken een productiemedewerker hout voor onze opdrachtgever!
Dit ga je doen
Als productiemedewerker hout help je bij allerllei onderdelen uit het productieproces. Je gaat aan de slag met het maken en bewerken van kozijnen, deuren, ramen, tafels en andere meubels. Jij maakt samen met je collega’s de mooiste onderdelen en zorgt ervoor dat deze netjes worden afgewerkt. Je zult ook timmerwerk gaan verrichten en de houtproducten op maat gaan snijden. Dit maakt het werk lekker afwisselend!

Dit krijg je als productiemedewerker staal

Een goed salaris tussen de €2000 en €3000 bruto per maand
Goede regeling voor vervoer, verlof en pensioen
Een gezellig team
Een werkplek waar jij je kan ontwikkelen

Hier ga je werken
Wij hebben meerdere bedrijven in de regio waar je aan de slag kunt als productiemedewerker hout. Het is belangrijk dat je je wensen en eisen aan ons doorgeeft, dan kijken wij welke opdrachtgever het beste bij je past. Je komt in ieder geval terecht in een jong en gezellig team en na werktijd is er ook regelmatig een leuke borrel.

Dit heb je nodig als productiemedewerker hout

Je bent gemotiveerd en leergierig om het vak te leren
Relevante werkervaring is mooi meegenomen
Je bent een echte aanpakker
Je beheerst de Nederlandse taal

Lijkt het jou leuk om aan de slag te gaan als productiemedewerker hout?
Neem dan contact met ons op! Je kan bellen naar Guido via 06-43 24 07 06 of mailen naar guido@verdowerkt.nl. Natuurlijk kan je ook solliciteren door het sollicitatieformulier hieronder in te vullen. Bekijk ook eens onze andere openstaande vacatures in de productie. Wij helpen je graag verder!",nan,Utrecht,nan,Chiorino Benelux B.V.
Productiemedewerker,"Wie is Chiorino BeneluxWij zijn een groeiend en actief bedrijf op het gebied van transportbanden, drijfriemen en service voor deze producten. Ons afzetgebied omvat de gehele Benelux. Chiorino Benelux is een dochteronderneming van een wereldwijd opererende producent van transportbanden. Op onze locatie in Utrecht maken wij transportbanden en voorzien deze van allerlei mogelijke accessoires. Chiorino is een solide en financieel gezonde organisatie waarbij er alle mogelijkheden zijn om door te groeien.Waarom zoeken wij ProductiemedewerkersChiorino is actief binnen de Benelux en vanwege onze jaarlijkse, sterke groei, zijn wij op zoek naar enthousiaste en goed gemotiveerde productiemedewerkers.In onze werkplaats te Utrecht worden kunststof transportbanden op klant specifieke eisen gemaakt. Dit wordt deels machinaal deels handmatig uitgevoerd. Onze producten worden in veel verschillende branches ingezet denk hierbij aan logistiek, voeding en postverwerking.Hoe ziet de functie van Productiemedewerker er precies uitNa een gedegen inwerkperiode kun je zelf alle voorkomende werkzaamheden voor het maken van transportbanden uitvoeren. Dit betreft het eindloos maken van banden, banden voorzien van stuursnaren, meenemers plaatsen enzovoorts. Het betreft een zeer afwisselende functie waarbij je samen met je directe collega’s de gestelde doelstellingen weet te behalen.Een technisch opleiding en/of inzicht in techniek is noodzakelijk voor het uitvoeren van de werkzaamheden.Welke werkzaamheden ga je uitvoeren:Na een grondige inwerkperiode op diverse afdelingen ben je in staat zelfstandig alle voorkomende werkzaamheden voor het maken van transportbanden uit te voeren.Na de inwerkperiode ga je met een van onze teams aan de slag.Bij ons ligt de nadruk op het, samen met het team waar je deel van uitmaakt, nauwkeurig en netjes werken.De werkzaamheden worden zowel machinaal- als handmatig uitgevoerd.Wij zoeken Productiemedewerkers die:leergierig zijn en voldoende doorzettingsvermogen hebben.een flexibele instelling hebben.bereid zijn hun collega’s te helpen ook als dat na half vijf is.Bereid zijn hun kennis zowel intern- als extern op een hoger niveau te brengenHet profiel van de Productiemedewerkers:Je hebt minimaal de opleiding LBO techniek afgerond.Je beschikt over een goed mondelinge en schriftelijke uitdrukkingsvaardigheid.Je woont bij voorkeur in Midden Nederland.Wat biedt Chiorino jou?Een zeer afwisselende en baan met goede doorgroeimogelijkheden.Goede opleidingsmogelijkheden zowel intern als extern.Een leuk team aan collega’s die bereid zijn jou alle kennis te leren die je nodig hebt.Een financieel gezonde en solide werkgever die omkijkt naar haar medewerkers.Secundaire arbeidsvoorwaarden:VakantiegeldPensioenSoort dienstverband: Fulltime, Onbepaalde tijdRooster:DagdienstSecundaire arbeidsvoorwaarden:KerstpakketPensioenReiskostenvergoedingWerklocatie: Fysiek",https://media.glassdoor.com/sql/3049451/4-minutes-squarelogo-1630042065986.png,Almelo,€12.39 - €14.37 Per Hour (Employer est.),4 Minutes2.7 ★
Productiemedewerker 3-ploegen,"Ben jij de aanpakker die ons team kan komen versterken? Ga aan de slag als Productiemedewerker bij ZT! Een werkplek vol uitdaging, doorgroeimogelijkheden en leuke collega's!

Wat wordt er van je verwacht
Bij ZT Netherlands wordt de serverkast van A tot en met Z geproduceerd. Binnen het productieproces zijn hiervoor verschillende afdelingen opgesteld waar jij als productie medewerker aan de slag kan gaan.
Wat zoeken wij
Jij hebt natuurlijk zin om aan de slag te gaan, waarmee je het halve werk al hebt gedaan. Daarnaast is het ook handig als jij:

Woonachting bent in Almelo of omgeving;
Technische ervaring is mooi meegenomen maar geen vereiste;
Beschikbaar bent in de 2 ploegen;
Ochtenddienst is van 6:00 tot 14:30 uur
Middagdienst is van 14:30 tot 23:00 uur

Wat bieden wij
Bij ZT Netherlands bieden wij je een fulltime productie baan van 38 uur per week vol uitdaging en met leuke collega’s. Daarnaast krijg je natuurlijk nog veel meer van ons!

Bruto uurloon van €12,39,- o.b.v. 18 jaar en ouder;
16% ploegentoeslag waarbij je op een bruto uurloon komt van €14,37!
Reiskostenvergoeding vanaf 10km;
Na 52 gewerkte weken heb jij jouw eerste loonsverhoging binnen;
Bij goed functioneren maak je kans op een vast contract bij 4 Minutes.
Over het bedrijf
ZT Netherlands is een internationaal bedrijf dat servers voor dataopslag maakt. De servers worden gemaakt voor de grootste internationale bedrijven ter wereld. Dit doen we elk dag met zo’n 750 collega’s.

Succes begint met mensen. Vanaf de eerste dag hebben de teamleden het bedrijf helpen opbouwen door innovatie, hard werken en relaties. Dit is de basis van het leiderschap van ZT in de sector. Om het succes te behouden, houden ze de lat hoog terwijl ze een respectvolle en lonende omgeving bevorderen waarin mensen zich kunnen ontwikkelen.

Ben jij de geschikte Productiemedewerker voor ZT Netherlands? Solliciteer nu snel en makkelijk via de onderstaande knop en wij zullen binnen 1 werkdag contact met je opnemen.

Heb jij vragen of ben je al ingeschreven bij ons? Je kunt telefonisch contact met ons opnemen via 0546-200055 of per e-mail via almelo@4minutes.nl",https://media.glassdoor.com/sql/4764040/verdo-werkt-squareLogo-1619418080372.png,Apeldoorn,€3K - €4K (Employer est.),Verdo Werkt4.8 ★
Medewerker productie afmontage,"Wil jij graag binnen de productie aan de slag maar liever niet in het weekend werken? Dan is een baan als productiemedewerker in 3-ploegendienst wel wat voor jou! In de magazijnen van onze opdrachtgevers zijn verschillende werkzaamheden mogelijk. Hier lees je alles wat je moet weten over jouw nieuwe baan!
3-ploegen productiewerk: dit ga je doen
Als productiemedewerker krijg je te maken met verschillende soorten werkzaamheden. Om het werk leuk en afwisselend te houden werk je meestal samen met een of meerdere collega’s en krijg je elke dienst een andere taak om uit te voeren. Denk bijvoorbeeld aan de volgende werkzaamheden: verpakken of inpakken, producten controleren of sorteren, machines schoonmaken, instellen of bedienen of producten in elkaar zetten. Als laatste help je ook mee met het inladen van de goederen in de vrachtwagens. Klaar voor transport!

Dit kan je verwachten!

Elke maand een mooi bedrag op de loonstrook: verdien tot € 3500
3 diensten: dag- avond- of nachtdienst
Goede regelingen voor woon-werk verkeer
Genoeg afwisseling doordat je elke dienst een andere taak krijgt
Doorgroeimogelijkheden tot teamleider of planner

Ha productiemedewerker! Welke opdrachtgever kies jij?
Jij kunt bij meerdere bedrijven terecht! Wij hebben namelijk veel opdrachtgevers die opzoek zijn naar goede productiemedewerkers. Voordeel aan deze bedrijven met 3-ploegen diensten is dat je in het weekend altijd vrij bent. Daarnaast kun jij van tevoren jouw voorkeuren doorgeven: dag- avond- of nachtdienst. Laat gewoon weten wat jij voor ogen hebt, dan kijken wij wat haalbaar is!

Wat jij nodig hebt als productiemedewerker

Op verschillende tijden werken is voor jou geen probleem
Je bent een echte aanpakker en je kan goed doorwerken
Zorgvuldig en nauwkeurig
Bij voorkeur heb je rijbewijs B

Ga aan de slag als productiemedewerker!
Wanneer start jij met een nieuwe baan als productiemedewerker in 3-ploegendienst? Laat deze kans niet liggen! Neem contact op met Guido via 06-43 24 07 06. We zien jouw reactie graag verschijnen!",nan,Breukelen,€2K - €3K (Employer est.),LincSafe
Productiemedewerker Kitpacking in Oosterhout!,"Over Merlin / LincsafeMerlin houdt zich bezig met het ontwikkelen, bouwen, distribueren en onderhouden van een breed scala aan geldverwerkende apparatuur & dienstverlening zoals geldautomaten, wisselautomaten, bankbiljetten en munten tellers, vals geld detectoren en nog veel meer. Met ons internationale label Lincsafe leveren wij wereldwijd intelligente kluizen & andere betaalapparatuur in diverse branches. Tezamen hebben we grote partnerships opgebouwd met o.a. banken, waarde transporteurs, winkelketens, casino’s en anderen.Voor de uitbreiding van onze productieafdeling Assemblage zoeken wij een:Medewerker Productie Afmontage (32-40u/wk)(Standplaats Breukelen)FunctieIn deze functie ben je samen met een team verantwoordelijk voor het bouwen van betaalsystemen waarin zowel electronica als mechanische componenten zijn verwerkt. Zo bouw je onder andere smartsafes, recycleautomaten, muntstort- en muntrol opname automaten en nog vele andere geldverwerkende automaten.Wat ga je doenAan de hand van een pick lijst zorgen we ervoor dat we bij iedere automaat precies weten wat we nodig hebben. Je leert om zelfstandig biljet- en muntmodules in te bouwen, pinapparatuur aan te sluiten, elektronica in te bouwen & zelf sloten programmeren. Het werk is leuk en afwisselend; zo werk je bijvoorbeeld de ene dag aan kleine kluizen, terwijl je de volgende dag manshoge geldautomaten in elkaar zet.Jij bent/hebtZelfstandig, maar gewend om samen te werkenAanleg/interesse voor techniekErvaring met het assembleren van automaten een grote préSecuur in je werkGoede beheersing van de Nederlandse taalWij biedenEen gezellige werksfeer waarbij je te maken krijgt met allerlei geld verwerkende producten en een afwisselende werkomgeving. Jij weet straks alles over het opbouwen van innovatieve betaalautomaten en krijgt volop ruimte om je persoonlijke te ontwikkelen. Opleidingen binnen de functie zijn mogelijk (intern / extern).Soort dienstverband: Vast, Voltijd (80% is bespreekbaar)Salaris: Goed en in overeenstemming met kennis en ervaring. Daarnaast krijg je van ons een pensioenbijdrage waarbij je zelf de vrije keuze hebt waar je deze wilt opsparen.Werktijden: 08:30 - 17:00Sportruimte & iedere dag vers fruit: In ons nieuwe pand hebben wij een eigen sportruimte met douches zodat je gezond en met plezier aan het werk kunt.Vrijdagmiddag borrel & feestjes: Het is leuk om naast het werken ook andere dingen samen te doen. Zo sluiten we iedere vrijdag af met een gezellig drankje en organiseren we geregeld een leuk feestje.Ben je enthousiast en wil jij onderdeel uitmaken van ons mooie team? Stuur dan jouw sollicitatie via indeed naar ons toe.Work RemotelyNeeSoort dienstverband: Onbepaalde tijdSalaris: €2.000,00 - €3.000,00 per maandRooster:Dagdienstma-vrSecundaire arbeidsvoorwaarden:BedrijfsfeestenBedrijfsfitnessExtra vakantiedagenKerstpakketPensioenReiskostenvergoedingVrijdagmiddagborrelSoorten aanvullende vergoedingen:VakantiegeldWerklocatie: Fysiek",https://media.glassdoor.com/sql/1748718/recruit-a-student-squarelogo-1511266780418.png,Oosterhout,€12.09 Per Hour (Employer est.),Recruit a Student4.0 ★
Technische Productiemedewerker,"Je gaat aan de slag als productiemedewerker in Oosterhout.
Over de functie
Als productiemedewerker op de afdeling Kit Packing ben je verantwoordelijk voor het samenstellen en controleren van kits en verzendklaar maken voor de klanten.
De belangrijkste taken zijn:
Het samenstellen van kits aan de hand van de verpakkingsinstructies en het klaarmaken van de kits voor verzending;
Zorg dragen voor juiste labeling van de kits;
Het uitvoeren van noodzakelijke administratieve procedures voor een goede afwikkeling van de bestellingen;
Over het bedrijf
Eurofins Scientific is een internationaal life sciences-bedrijf dat een unieke reeks analytische testdiensten levert aan klanten in meerdere sectoren, om het leven en onze omgeving veiliger, gezonder en duurzamer te maken. Van het voedsel dat u eet tot het water dat u drinkt tot de medicijnen waarop u vertrouwt, Eurofins werkt samen met de grootste bedrijven ter wereld om ervoor te zorgen dat de producten die zij leveren veilig zijn, dat hun ingrediënten authentiek zijn en dat de etikettering correct is. Eurofins gelooft dat het een wereldleider is in het testen van voedsel-, milieu-, farmaceutische en cosmetische producten en in agrowetenschappelijke CRO-diensten. Het is ook een van de wereldwijde onafhankelijke marktleiders op het gebied van bepaalde test- en laboratoriumdiensten voor genomica, ontdekkingsfarmacologie, forensisch onderzoek, CDMO, geavanceerde materiaalwetenschappen en ter ondersteuning van klinische studies.
Wat wij vragen
Wat is voor ons belangrijk?
VMBO werk- en denkniveau;
Netjes, nauwkeurig en kwaliteitsbewust werken;
Goede communicatieve vaardigheden en stressbestendig zijn;
Een flexibele werkhouding;
Goede beheersing van de Engelse taal.
Wat wij bieden
Salaris van €12,09 dit is excl reserveringen. Werkdagen maandag tot en met vrijdag van 15.00 tot 23.00 uur.
Meer informatie
Voldoe jij aan bovenstaand profiel en heb je interesse in een internationale en prettige werkomgeving? Ben jij in het bezit van je rijbewijs en wil je aan de slag, laat het weten.",https://media.glassdoor.com/sql/4763478/westerduin-groep-squarelogo-1636628692552.png,Apeldoorn,€14.00 - €17.00 Per Hour (Employer est.),Westerduin3.6 ★
Allround productiemedewerker,"Heb jij technische ervaring? En ga jij precies en secuur te werk? Dan hebben wij een veelzijdige vacature voor jou! Voor een dynamisch bedrijf in Apeldoorn zijn wij namelijk op zoek naar een technisch Productiemedewerker. Als technisch Productiemedewerker ga jij aan de slag met gevelelementen. Onbewerkte materialen worden bij de werkplaats geleverd. Deze worden dan bewerkt en in elkaar gezet. Daar ben jij als technisch Productiemedewerker verantwoordelijk voor!


Om 07:30 uur ben je aanwezig op de zaak. Om de werkdag goed op te starten, begin je met een lekker bakje koffie. Na het opstarten, ga je om 08:00 uur de werkplaats in en de werkdag kan beginnen! Je werkt tot 16:15 uur. Ieder project begint met een tekening. Als technisch Productiemedewerker ben jij in staat deze te kunnen lezen en begrijpen. De onbewerkte materialen worden in de juiste maten gezaagd. Naast het zagen houd je je ook bezig met boren, lijmen en kwaliteitscontrole uitvoeren van het eindproduct. Op aanvraag worden de gevelelementen ook brandwerend gemaakt.



Jouw nieuwe werkplek:
Het bedrijf waar je voor gaat werken is de specialist in gevels en kozijnen. Je doet dus belangrijk werk, een gevel zegt veel over de identiteit van een gebouw. Het bedrijf verzorgd op maat gemaakte gevels voor bedrijfspanden of bijvoorbeeld woongelegenheden. Geen dag is dus hetzelfde! Jouw team bestaat uit 12 collega's. Samen werk je hard en secuur. Naast het harde werken is er natuurlijk ook plek voor gezelligheid!

Dit bieden wij jou:

Een bruto uurloon van € 14,00 - € 17,00 (afhankelijk van leeftijd en ervaring);
25 vakantiedagen en 8,33% vakantiegeld;
Een mooie uitdagende baan als starter;
Nieuwe werkschoenen;
Een fulltime werkweek waarbij je de avonden vrij bent;
De kans om certificaten en cursussen te behalen zoals een VCA basis en of heftruckcertificaat;
Uitzicht op een contract bij de werkgever.
Dit vragen wij van jou:

Je woont in de omgeving van Apeldoorn of kan hier zelfstandig komen;
Je hebt al enige ervaring met techniek ;
Je spreekt de Nederlandse taal en basis Engels. In verband met veiligheid is communicatie van groot belang.",https://media.glassdoor.com/sql/4771938/de-vos-werkt-squarelogo-1645778715839.png,Doetinchem,€2K - €3K (Employer est.),De Vos Werkt
Productiemedewerker broederij,"BEDRIJFSPROFIELModerne fabriek in voorbehandelen en poedercoaten van materialen.AANBOD ALLROUND PRODUCTIEMEDEWERKERFulltime baan;Ontwikkel en doorgroeimogelijkheden;Uitzicht op een dienstverband bij de opdrachtgever zelf;Salaris afhankelijk van leeftijd en ervaring (€2.200 tot €2.600 bruto per maand, excl. 14% ploegentoeslag).Goede secundaire voorwaarden waaronder winstdeling en leuke bedrijfsfeesten.FUNCTIE OMSCHRIJVING ALLROUND PRODUCTIEMEDEWERKERJe hangt producten op en maakt daarbij gebruik van de juiste ophangmaterialen, dit doe je zo efficiënt mogelijk;Afplakken en/of afdoppen van onderdelen;Correct inpakken van de order voor transport;Controleren van producten (aantallen, dekking, vuil, visuele aspecten);Melden van afwijkingen en potentiële productiefouten bij de voorman;Poedercoaten van staal.PROFIELSCHETS ALLROUND PRODUCTIEMEDEWERKERFysiek sterk (ivm tillen van zware materialen);Goede beheersing van de Nederlandse taal;Bereid om in twee ploegen te werken;Gezonde dosis verstand;Ervaring met poedercoaten is een pré.Soort dienstverband: Vaste baan, FulltimeSalaris: €2.200,00 - €2.600,00 per maandRooster:DagdienstPloegendienstSecundaire arbeidsvoorwaarden:BedrijfsfeestenBudget voor professionele ontwikkelingExtra vakantiedagenKerstpakketLunchkortingMogelijkheid tot promotiePensioenPersoneelskortingReiskostenvergoedingWinstdelingSoorten aanvullende vergoedingen:13e maandBonusregelingVakantiegeldTaal:Nederlands (Vereist)Werklocatie: Fysiek",nan,Lunteren,nan,Lagerwey B.V.
Productie Medewerker,"Lagerwey te Lunteren is een broederijonderneming in de vleespluimveeketen in Nederland, Duitsland en België. We leveren kuikens die uitblinken in vitaliteit en rendement voor de vleeskuikenhouder. We zijn innovatief en werken gericht samen met onze partners in de keten.Jouw nieuwe functie:Samen met jouw collega's ben je verantwoordelijk voor het hele proces van ei tot kuiken. Je werkt hierbij samen in een hecht team. Tijdens het werk ben je verantwoordelijk voor verschillende taken zoals:Opleggen, sorteren en verpakken van broedeieren, afrapen en selecteren van kuikens;Vaststellen, vastleggen en controleren van de gegevens omtrent broedeieren en kuikens;Reinigen en desinfecteren conform een strikt hygiëneprotocol;Nauwe samenwerking met afdelingsverantwoordelijke.Hiervoor vragen wij:Je hebt een sterk ontwikkeld verantwoordelijkheidsgevoel;Je denkt actief mee in het optimaliseren van werkprocessen;Je kunt zelfstandig werken maar bent ook een teamplayer;Je bent een flexibele, stressbestendige aanpakker.Wat bieden wij?Een afwisselende baan in een groeiend bedrijf dat zich continu ontwikkelt. Er heerst een open en prettige werksfeer in een enthousiast team. Je kunt rekenen op goede primaire als secundaire arbeidsvoorwaarden zoals een fietsregeling, ruime reiskostenvergoeding en studieregelingen.Soort dienstverband: Fulltime, Parttime, Onbepaalde tijdMocht je nieuwsgierig zijn naar onze broederij bekijk dan het filmpje op onze website https://lagerweybv.com/index.php/in-beeld/Soort dienstverband: Voltijds, Deeltijds, Vaste baanRooster:DagdienstFlexibel werkroosterSecundaire arbeidsvoorwaarden:BedrijfsfitnessFietsplanKerstpakketPensioenReiskostenvergoedingZorgverzekeringSoorten aanvullende vergoedingen:Overuren uitbetaaldVakantiegeld",https://media.glassdoor.com/sql/3196417/inotiv-squareLogo-1676566272282.png,Horst,nan,Inotiv3.4 ★
