job_titles,job_description,images,locations,salaries,companies,pros,cons
BUSINESS CONSULTANT AMSTERDAM,"You will be working in key projects for leading organizations in the strategy, commercial effectiveness, transformation: organization and processes, risk management and control and marketing, financial and management information areas.

Requirements

Recent graduates or final year students from disciplines relating to Finance, Business Administration, Economics, Actuarial Science or Engineering.
Postgraduate studies and/or specialised courses are an asset.
Solid academic record.
Get up and go attitude, maturity, responsibility and strong work ethic.
Strong computer skills.

Strong ability to learn quickly.

Able to integrate easily into multidisciplinary teams.


We Offer

The best environment to develop talent

We offer you the possibility to join a firm that provides all you need to develop your talent to the fullest:
Working in the highest-profile consulting projects in the industry,
for the largest companies, leaders of their respective markets,
alongside top industry management as they face challenges at the national and global level,
as part of an extraordinary team of professionals whose values and corporate culture are a benchmark for the industry

Ongoing training plan, with approximately 10% of business turnover spent in training

Specialist knowledge courses, external expert courses, professional skills courses, and language courses.
Last year our staff as a whole received over 250,000 hours of training, spanning more than 575 courses.

Clearly defined career plan

Internal promotion based solely on merit.

Partnership-based management model offers all professionals the opportunity to become part of the Firm’s group of partners.

Complementary experiencies

University: we maintain a close relationship with the world’s most prestigious universities.

Social Action: we organize more than 30 community support activities.

Sports Club: internal and external tournaments.

For more information about Management Solutions and the professional careers we offer, we invite you to visit our website at: www.managementsolutions.com

At Management Solutions we believe in equal opportunities. In our selection process, all qualified applicants are equally considered for employment regardless of race, color, religion, national origin, sex, gender identity, sexual orientation, age, marital status, disability, and any other characteristic protected by law.",https://media.glassdoor.com/sql/114695/management-solutions-squarelogo-1554387234486.png,Amsterdam,nan,managementsolutions,NG,NG
Associate Partner - Chemicals & Agriculture,"Who You'll Work With
You will be based in our Amsterdam, Brussels, Copenhagen or Stockholm as part of our Chemicals & Agriculture practice focused on our Protein service line. You will be a part of a global practice of more than 100 core partners and practice-dedicated senior experts, and a pool of over 600 consultants regularly working on projects in chemicals and agriculture. Additionally, you will work with our Consumer practice on client projects to share your expertise and partner on initiatives.
McKinsey supports companies across the agriculture and food value chain from leading ag-input players to agriculture commodity traders and processors to downstream consumer and retail companies. We also serve governments and foundations to shape transformative agriculture programs. Since 2015, we have conducted more than 1,100 agriculture projects and partnered closely with other practices to support additional agriculture and food-related projects (e.g., agriculture investing, consumer goods/retail commodity sourcing).
When you join McKinsey, you are joining a firm whose culture is distinctive and inclusive. We will accelerate your development as a leader to create positive, enduring change in the world.
What You'll Do
You will be an entrepreneur who opens up new opportunities for McKinsey and for client impact.
In this role, you will be a mentor and an advisor to developing consultants. Additionally, as a member of McKinsey’s global network, you will integrate insights from internal and external specialists as well as develop world-class knowledge. You will be an important source of intellectual insight on a client project, framing business problems in a way that the team can then execute to drive impact and client value. You will make substantial contributions to maintain and further build our knowledge and capabilities in these industries to help advance our client service delivery.
You will be responsible for identifying and developing new client opportunities to advise companies on transformational change and capability building, leading confirmed project teams on day-to-day problem solving, team management and client management, and bringing in deep functional knowledge, expertise and proprietary tools to every client situation.
You will manage and develop strategic client relationships while ensuring the highest quality client work and be an inspiring leader who commits time to developing new consulting staff.
Qualifications
Advanced degree preferably master's in business administration or within protein field
10+ years of work experience after graduate school with a distinctive record of professional achievement and impact including experience within protein sector - poultry, beef pork or dairy
End-to-end understanding of protein value chain and performance drivers (from R&D/genetics to consumer/retail or meat processing operations)
Functional experience within operations, supply chain and/or procurement
Proven track record of developing new client relationships, driving organizational change and working with company senior leadership teams
Experience leading cross-functional teams, and in-depth of knowledge/defined involvement in helping frame, design and execute solutions for challenging business situations
Team-orientation and collaborative approach; outstanding listening skills and the ability to manage through influence
Proven thought leadership within your industry space including production, syndication/publication of “marketable” knowledge
Exceptional intellectual and analytical curiosity; creative visionary who can manage innovation
Sophisticated executive demeanor, comfortable functioning at the highest levels of client organizations
Excellent presentation skills including strong verbal and writing capabilities
Seasoned leader/director with strong entrepreneurial drive, who thrives on intellectual challenge and “raises the bar” in terms of client service delivery",https://media.glassdoor.com/sql/1508182/quantumblack-squarelogo-1532292925406.png,Amsterdam,nan,McKinsey & Company,NG,NG
Junior Project Accountant,"Vacancy Intro
Are you looking for an opportunity to propel your financial career forward? Then this might be the opportunity for you. As Project Accountant you will be right in the middle of our organization in a dynamic position, working together with colleagues from various backgrounds and expertise’s on topics that enhance society together.
What will you do
The position of Project Accountant is an excellent opportunity to get to know our organization and bring your financial skills into practice. You will be part of a global team of around 50 financials taking care of the project accounting for Royal HaskoningDHV. This includes the following tasks and responsibilities:

Ensure the quality of our project administration is guaranteed.
Drive the invoicing process for projects within your portfolio, continuously striving for process improvements to simplify and speed up the process.
Support and carry out the project management self-service principles.
Maintain a close working relationship with your financial colleagues and support project management in their financial duties if and when required.
Support with project control of basic projects
Support process developments in one of the project accounting domains.
Where you will work
Within Finance at Royal HaskoningDHV, we have more than 200 Finance professionals active in different countries, divided over business - and financial control. We are a self-learning team and continuously optimize our operations to supply the best financial support to our stakeholders and ensure compliance with external – and internal regulations. When you join our Project Accounting team you will get 50 new enthusiastic colleagues, from various ages, countries and backgrounds.
What you bring
You bring an energetic attitude and you have the following profile:

Bachelor in Finance & Control, Accounting or related field.
0 to 3 years of relevant experience.
Based in Amersfoort, but you are flexible to work from different offices. Partly working from home is possible.
Fluent in Dutch, English is a plus.
Affinity with ICT is a strong plus.
What we offer you
You will work together with smart, like-minded colleagues on challenging projects. It is a diverse and enthusiastic colleagues that want to make a positive impact. Besides that, we also offer you:

A good work-life balance, including a laptop so you can work wherever and whenever you want;
28 holidays based on a 40-hour work week;
A good primary salary and pension accrual through our own pension fund;
A workplace in our office in Amersfoort and travel allowance or a NS-Business Card;
Lifelong learning by offering you plenty of training & development opportunities;
Personal budget which you can use to buy extra days off, to buy a bicycle or just to have some additional salary;
Our challenging Young Professional Program in which you focus on developing your hard and soft skills, together with other young professionals within the organisation;
Young Royal HaskoningDHV that organises inspiring events, workshops and excursions with colleagues inside and outside the Netherlands.
Are you our new colleague?
Then we would like to meet you! Click on the apply button and upload your resume and motivation letter, or if you have a question, you can always contact Erik Suurmond, team manager project finance administration, at erik.suurmond@rhdhv.com. Or Max Kapteijn, Recruiter, at max.kapteijn@rhdhv.com or call/WhatsApp on +31 0 683 241 654. If you would like to schedule a digital face to face meeting to discuss the role, please let us know.",https://media.glassdoor.com/sql/257903/royal-haskoning-squarelogo.png,Amersfoort,nan,Royal HaskoningDHV,NG,NG
Strategy and Operations – Analyst,"Junior
 Strategy & Operations
 Eight Advisory Amsterdam
Missions
As an Analyst, you will work together with experts from various fields (transformation, restructuring, valuations, tax and transaction services) and will mainly focus on providing a strategic and operational perspective during a wide range of transformation projects:

Rapidly identifying and analyzing key risks and opportunities in terms of strategy and operations (manufacturing, supply chain, procurement, etc.), while formulating operational solutions;

Integrating the impact of your strategic and operational findings into financial analysis and business plans, closely collaborating with the transaction services, valuations and restructuring teams;

Developing implementation plans and initiating the first actions;

Preparing presentations and/or reports for key stakeholders (e.g. board members, investors, M&A advisors, and C-suite management);

Reporting to senior team members on the day-to-day developments of your tasks;

Being responsible for timely execution of assignments to a high standard.

Profil recherché
We expect our future Strategy And Operations Analyst to have :

 A Master’s degree in economics, engineering, science, business administration or business economics;

Financial, analytical skills are considered as an asset;

An entrepreneurial mindset and a hunger to be exposed to challenging projects;

A clear opinion that you gladly share with others;

A drive to solve new issues in a practical and creative manner;

Excellent communication skills and the ability to be a great team player;

A strong knowledge of Dutch and English;

Eagerness to work on cross border assignments.

Eight Advisory keeps on raising the bar, not just for our clients but first and foremost for our employees. You will be part of a dynamic cross border and multidisciplinary team and can make a tangible difference in the development of the company and on the client’s business.

As we grow and develop, you grow and learn as well. In addition, we offer an attractive package with excellent fringe benefits. In addition, we offer you a multidisciplinary and entrepreneurial environment with challenging career perspectives, possibility to work on international engagements, continuous education and on-the-job training. We reward our people with substantial responsibilities, interaction with senior-level professionals, and live engagements.

Votre équipe
You will work in a challenging and formative environment where teamwork is essential. You will also be encouraged to take part in internal development projects throughout your career. Sharing the firm’s values is essential, particularly the entrepreneurial spirit that has been cultivated since Eight Advisory was founded.

Candidater
Our recruitment process consists of four steps. The first and last steps are motivational and personality interviews. The second and third steps are situational interviews (case studies).",https://media.glassdoor.com/sql/386646/eight-advisory-squarelogo-1402435748056.png,Amsterdam,nan,Eight Advisory,NG,NG
assistant financial controller,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.
To start a career that is out of the ordinary, please apply...
Job Details
Assistant Financial Controller | Amsterdam (hybrid) | Competitive salary and excellent benefits
Kantar, backed by Bain Capital, is the world’s leading data-driven analytics and brand consulting company. We understand more about how people think, feel, shop, share, vote and view than anyone else. Combining our expertise in human understanding with sophisticated technologies, Kantar’s 25,000 people help forward-thinking organisations succeed and grow.
We provide insight and inspiration to help our clients, our people and society to create and flourish in an extraordinary world.
We operate in over 90 countries. Our history in the Netherlands goes back over 75 years, and we have nearly 300 colleagues in Amsterdam.
The Assistant Financial Controller (AFC) is a vital member of the Kantar Netherlands b.v Finance team. You will play a key role in ensuring the robust-day -to-day operations of the team with the focus on producing management information.
In order to provide correct information, the AFC must implement controls and checks, within the finance team. Play a significant role in management accounting, departmental reporting, ensuring compliance with accounting and Tax regulations and who is able to perform day to day business transactions such as booking journals etc.
Key Duties and Responsibilities:
Responsible for the financial administration e.g., management reports – P&L -Balance.
Implementation of the Planning and Control checks.
Bookings related to the financial administrations such as JE /accruals.
VAT returns.
Assisting in Debtor and Creditors management.
Profile:
You have a bachelor’s degree in (Finance/Accountancy/business economics).
At least two years’ work experience in a related function.
Must be hands on.
English & Dutch knowledge
Daring, eager, great teammate and proactive.
Methodical and great attention to detail.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
Location
Amsterdam, AmsteldijkNetherlands
Kantar Rewards Statement
At Kantar we have an integrated way of rewarding our people based around a simple, clear and consistent set of principles. Our approach helps to ensure we are market competitive and also to support a pay for performance culture, where your reward and career progression opportunities are linked to what you deliver.
We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in. Apply for a career that’s out of the ordinary and join us.
We want to create an equality of opportunity in a fair and supportive working environment where people feel included, accepted and are allowed to flourish in a space where their mental health and well being is taken into consideration.
We want to create a more diverse community to expand our talent pool, be locally representative, drive diversity of thinking and better commercial outcomes.
Kantar is the world’s leading data, insights and consulting company. We understand more about how people think, feel, shop, share, vote and view than anyone else. Combining our expertise in human understanding with advanced technologies, Kantar’s 30,000 people help the world’s leading organisations succeed and grow.",https://media.glassdoor.com/sql/224811/kantar-squareLogo-1678191706216.png,Amsterdam,nan,KANTAR,NG,NG
Accounting Officer,"We never ask for payment as part of our selection process, and we always contact candidates via our corporate accounts and platforms. If you are approached for payment, this is likely to be fraudulent. Please check to see whether the role you are interested in is posted here, on our website.

Are you looking for a new opportunity in dealing with international clients? Do you see yourself as a true team player and are you looking for the opportunities to develop yourself through experience ánd training? Are you willing to use the many possibilities to grow in a large and international organization with presence in more than 80 countries? Then probably, our Accounting Officer position at TMF Group might be the right challenge for you.

In the team you support the Supervisor Accounting with financial and administrative matters of these specific client companies taking into account the existing procedures of TMF Group. You are part of a dedicated international client team and you have a delegated responsibility and challenge for keeping the client files in financial and legal good standing.

Your Profile

You dispose a financial-administrative degree (ACCA, CPA, ACA or a Bachelor degree SPD, HEAO AA, HEAO BE) or a comparable level achieved through exposure and experience.
You dispose of preferably 2-3 years relevant working experience.
You dispose of excellent knowledge of generally accepted accounting principles including Dutch GAAP and affinity with IFRS.
You dispose of thorough knowledge of finance, accounting and cost control principles.
You dispose of good knowledge and experience in the use of Caseware and Dynamics.
Excellent business English written and verbal communications skills and fluent in Dutch.
Ability to work independently under supervision on your own client portfolio;
Experience with assisting, reviewing of fiscal documents (VAT, CIT, WHT);
Good communication skills coupled with the ability to liaise with people internationally, through spoken and written channels and at all levels.

Key Responsibilities

Set up and maintain computerized administrations and/or financial databases.
Compile, enter and post monthly journal entries.
Prepare statutory (consolidated) financial reports as well as client-specific reports.
Assist in cash management including the management of bank accounts and payment instructions.
Prepare reporting to third parties, e.g. Chamber of Commerce, Dutch Central Bank.
Maintain contact with auditors, tax advisors, lawyers, notaries and other involved parties in order to obtain the required information for reporting purposes.
Analyse legal documents and extract financial data for financial reporting
Execute any activities necessary to ensure TMF Group c.a. and its clients comply with which is from a sound compliance point of view required or otherwise desired.
Share your knowledge with more junior AO’s.


What is in it for you?

A competitive salary, 8% holiday allowance and a 13th month
25 holidays (on fulltime basis)
TMF Gift Day
TMF Bonus plan
Pension plan paid by TMF (1% own contribution)
A great work environment: working in an open, dynamic organisation with international teams
Good (international) career-opportunities
An opportunity to develop your skills through our TMF Business Academy (e.g. languages, sales skills, management skills etc. etc.)
Flexible working from home arrangements
Discount and TMF contribution for a Gym subscription via Go-Vital
Lots of social activities organised by our Party Squad! Summer-Party, Winter-event, annual team outings and an in-house bar that is open every other week
The TMF explorer programme that offers the option of working in another TMF office for a set amount of time
An Annual health budget of EUR 200.- that you can spend on sporting activities, fresh fruits and vegetables, office massages or ergonomic home office equipment
High referral incentives
Commuting compensation
Cafeteria with wide variety delicious dishes with vegan and vegetarian options.",https://media.glassdoor.com/sql/530687/tmf-group-squarelogo-1418735688910.png,Amsterdam,nan,TMF Group,NG,NG
"(Senior) Manager, Business Transformations - Strategy","(Senior) Manager, Strategy & Sustainability


In our Transformation practice, we support companies in various change processes with an experienced team of professionals.


We help C-level executives identify new business opportunities, review or redefine existing and new business models, revise go-to-market strategies and value propositions, improve customer experience as a key lever to drive shareholder value, and understand how technology and digitalization impact their businesses.


We work for a wide range of companies that are characterized by a turnover between EUR 80 and 800 million (mid-sized corporates) and are often internationally oriented, where we use our pragmatic modus operandi 'analysis - advise - execute' and experienced entrepreneurial professionals can make a real difference.


We are also looking to expand our service offering in ESG and Sustainability. If you have an interest in this field, we would love to connect!


Do you feel like a fish in water to support companies with large-scale changes in a short time and in changing team compositions? Are you looking for variety, broadening your previous experience and do you want to be deployed as an execution-driven consultant on various exciting projects where you can really make a difference? Do you enjoy not just advising from the sidelines, but really stepping into the field to help the customer map out opportunities and risks around a proposed transaction, transformation or turnaround, set the right lines and the organization to get in the right direction? Then we are looking for you!


What You'll Do


Financial and operational modelling
Operational analysis
Company financial analysis
Market analysis
Strategy formulation and execution
Business plan development
Identification of upside / downside potential
Development of implementable improvement plans
Carve-out and integration planning
Private equity due diligence reports
Programme management and implementation support
Contribute to presentation and report writing
Participation in client/internal meetings
Assisting with building out ESG/sustainability offering, if interested


Specific

You have 3-9 years of relevant work experience in a consultancy practice working for an accountancy firm, boutique or consultancy (Big 4 experience is a plus)
You have completed an academic study (bachelor / Master Business Administration or similar)
An interest in ESG and sustainability is desired, but not a must
You have a high degree of organizational sensitivity, and you have excellent analytical skills;
You have demonstrable experience in process modelling, change management, communication, rationalization assignments and/or implementation processes
In addition to your advisory skills, you also have a good dose of execution power
You are a strong communicator, pragmatic and solution-oriented;
You want to continue to develop 'on the job' and work with senior partners
You are looking for more (customer) exposure, broadening your work experience, develop yourself from advisor to 'hands on' expert and you can handle a lot of independence.


#LI-EB1Our Benefits


Apart from the well-structured career path and excellent team environment, our employees enjoy a variety of perks and benefits. Our benefits include, but are not limited to:
Competitive salary and bonus plans
Generous paid holidays and paid time off
Annual paid volunteer hours
Corporate matching for charitable donations



About FTI Consulting

What makes us unique? With more than 7,500 employees located in offices in every corner of the globe, we are the firm our clients call when their most important issues are at stake. Regardless of what level you are, you will have the opportunity to work alongside and learn from top experts in your field on high-profile engagements that impact history. Our culture is collaborative, and we value diversity, recognition, development and making a difference in our communities.

FTI Consulting is publicly traded on the New York Stock Exchange and has been recognized as a Best Firm to Work For by Consulting magazine and one of America's Best Management Consulting Firms by Forbes. For more information, visit www.fticonsulting.com and connect with us on Twitter ( @FTIConsulting ), Facebook and LinkedIn .

FTI Consulting is an equal opportunity employer and does not discriminate on the basis of race, color, national origin, ancestry, citizenship status, protected veteran status, religion, physical or mental disability, marital status, sex, sexual orientation, gender identity or expression, age, or any other basis protected by law, ordinance, or regulation.


#LI-EB1",https://media.glassdoor.com/sql/6069/fti-consulting-squarelogo-1562008637173.png,Netherlands,nan,"FTI Consulting, Inc.",NG,NG
Strategy and Operations – Manager to Senior Manager,"Confirmed
 Strategy & Operations
 Eight Advisory Amsterdam
Missions
As a Manager/ Senior Manager, you will work together with experts from various fields (transformation, restructuring, valuations, tax and transaction services) and will mainly focus on providing a strategic and operational perspective during a wide range of transformation projects:

 Rapidly identifying and analyzing key risks and opportunities in terms of strategy and operations (manufacturing, supply chain, procurement, etc.), while formulating operational solutions;

Integrating the impact of your strategic and operational findings into financial analysis and business plans, closely collaborating with the transaction services, valuations and restructuring teams;

Developing implementation plans and initiating the first actions;

Preparing presentations and/or reports for key stakeholders (e.g. board members, investors, M&A advisors, and C-suite management);

Being responsible for timely execution of assignments to a high standard;

Steering and providing guidance to more junior team members;

Actively contributing to business development (both internal and external) and thought leadership.

Profil recherché
We expect our future Strategy And Operations Manager to have :

 A Master’s degree in economics, engineering, science, business administration or business economics;

Between four to eight years relevant operations industry experience (e.g. manufacturing and/or supply chain) within a corporate environment or management consultancy in a similar field of expertise;

Financial, analytical skills are considered as an asset;

An entrepreneurial mindset and a hunger to be exposed to challenging projects;

A clear opinion that you gladly share with others;

A drive to solve new issues in a practical and creative manner;

Excellent communication skills and the ability to be a great team player;

A strong knowledge of Dutch and English;

Eagerness to work on cross border assignments.

Eight Advisory keeps on raising the bar, not just for our clients but first and foremost for our employees. You will be part of a dynamic cross border and multidisciplinary team and can make a tangible difference in the development of the company and on the client’s business.

As we grow and develop, you grow and learn as well. In addition, we offer an attractive package with excellent fringe benefits. In addition, we offer you a multidisciplinary and entrepreneurial environment with challenging career perspectives, possibility to work on international engagements, continuous education and on-the-job training. We reward our people with substantial responsibilities, interaction with senior-level professionals, and live engagements.

Votre équipe
You will work in a challenging and formative environment where teamwork is essential. You will also be encouraged to take part in internal development projects throughout your career. Sharing the firm’s values is essential, particularly the entrepreneurial spirit that has been cultivated since Eight Advisory was founded.

Candidater
Our recruitment process consists of four steps. The first and last steps are motivational and personality interviews. The second and third steps are situational interviews (case studies).",https://media.glassdoor.com/sql/386646/eight-advisory-squarelogo-1402435748056.png,Amsterdam,nan,Eight Advisory,NG,NG
Application Manager,"Eindhoven
The Application Manager has a thorough understanding of the business processes’ and how these are supported by the IT-systems. He/she therefore is the first line of support for the business regarding the functionality of the systems in his/her domain.

| Your challenges?

We have different challenges available at several of our clients. Your job will be a mix of the following tasks:

Together with users translate business requirements into user stories and acceptance criteria as input for the agile development/configuration teams
Performs system and/or document configuration
Defines and executes manual test cases and scripts
Supports users with questions and issues
Investigates issues, prioritizes them and makes sure that a timely solution is created (by the internal development/configuration team and/or external vendors
Takes part in teammeetings and actively participates to improve teamwork

We are happy to start a conversation to see what specific challenge would suit you the most.

| What do we expect from you?
Minimum Bachelor’s degree in Information Management, Computer Science, Business Administration or related.
You have a minimum of two years of experience working with application management and the associated technologies.
Strong affinity with IT.
Capability to understand, describe and analyze complex business processes.
High analytical skills and does not avoid to go into detail
Teamplayer and able to work closely with developers.
You have excellent communication skills in English, mastering the Dutch language is a plus.
| What does our Business Cell have to offer?

TMC Application Lifecycle Management is a Platinum Atlassian partner and supplier of broad IT and DevOps expertise. We operate within the broad IT and DevOps area. Our professionals have a broad knowledge of a variety of applications. Our team consists of result driven and active professionals. We work hard and we play hard. We organize sessions where we can gain knowledge from each other, but also events such ‘beer & burgers’. Our team members reach out to each other to ask for support in one on ones or smaller groups. We facilitate you in becoming the best version of yourself, both related to hard- and softskills. All in all this position is a very challenging role with lots of opportunities to grow. More information about TMC Application Lifecycle Management can be found on https://tmcalm.nl/.

| What can you expect from TMC?

TMC is an international high-tech consultancy company that brings expertise to their clients in order to support them with the realization of their technological challenges. As such, TMC is operating as an expert center at the disposition of its clients and we help them to be more competitive in an ever more global and faster changing technological world.

At TMC we believe that people are the driving force behind technological innovation. That is why we want to create the best possible conditions for tech talents to thrive in. We offer you a challenging and stimulating work environment in which you can be the director of your own career.
As an Employeneur you are part of our TMC family. Next to our outstanding technical expertise, fun and engagement are meaningful parts of our culture.
| Why choose for Employeneurship?

We are truly unique thanks to our Employeneurship model which is a true innovation for the High Technology consulting business. It is the business relationship of the 21th century for high skilled technical professionals. It is built around 5 main pillars:

You will have a permanent employment contract, offering you stability and security
You will get to know your market value and have a share in the profit your work generates thanks to the individual profit sharing
We will support you with a one-on-one coaching and trainings designed to help you develop your entrepreneurial skills
The competence cells structure, provides you with a strong meaningful and relevant network
The entrepreneurial lab: a playground for new ideas and a potential launching for start-ups


TMC is an equal opportunity employer and values diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Feel Free to Contact
Thijs Beurskens
Business Manager, Netherlands
Tel: +31 (0)6 219 047 16",https://media.glassdoor.com/sql/773880/tmc-netherlands-squareLogo-1661351101892.png,Eindhoven,nan,TMC,NG,NG
HR Manager Benelux,"Amsterdam, North Holland, Netherlands
Human Resources
Full-time

Description :
Acolad is an international leader in language and content solutions, services and technologies. Represented by the brands Acolad, TextMaster and Ubiqus, the group is present in 25 countries and has a network of over 2,500 internal experts worldwide and +20,000 external language experts.
At Acolad, every position is key to our global growth: we know that we will only succeed if our people succeed.
Joining Acolad means a unique opportunity for professional development through a collaborative global environment that promotes talent and creativity. We are continuously looking for new talent (like you!) to support our mission to drive growth and innovation across some of the world’s leading brand.
We are currently looking for an HR Manager Benelux to join our team in the Netherlands.
As HR Manager Benelux you work closely with the HR VP and managers within the Benelux. You will have an important role in helping build a culture by integrating multiple acquired companies and by ensuring the adequate management of all HR processes. In this position you have a lot of variety and you become responsible for your Benelux HR team.
You are expected to see and seize all opportunities for improvement. With the motto, think Global, act Local. Your role is to ensure that all important HR processes within the Benelux run smoothly. Acting as a coach and leader for all local HR advisors in the Benelux. Ensure optimal HR utilization in the respective countries and act as a global team
About the job
Working together with the local HR advisors within the Benelux and act as their coach.
Ensuring optimal staffing of the HR teams. This means travelling to other countries on a regular basis.
Working closely and advising the local management teams on HR related matters and topics.
Coordinating and participating in (possible future) Acquisition integrations.
Coordinating and participating in integrating SAP succesfactors in the Netherlands (on 2024 planning).
Initiating improvement proposals to the HR VP, both local and global (Think Global, act Local)
Being an Advisor of the HR VP.
Reporting towards HR VP and management
Exigences:
Available for 32-40 hours per week
Able to travel on a regual basis within Benelux;
Degree in, for example, HR, Psychology, Business Administration or Law;
Good in the Dutch and English language;
In-depth knowledge of NL employment law. Other countries such as Belgium and Luxembourg is a plus;
Experience in transformation- and change management;
Act as a teamplayer and a client driven approach;
Hands-on and proactive mentality;
Excellent communication and coaching skills;
Experience with SAP succesfactors or payroll administration is an advantage
Avantages :
Competitive base salary, based on experience
Participant of the non-contributory pension
Hybrid and flexible working model, including a work from home allowance
25 vacation days thatcan be further supplemented with the help of the ‘’cafeteria plan’’
Acolad is an international leader in directly applicable language and content solutions, services and technologies. The group, with brands such as Acolad, TextMaster and Ubiqus, is present in 25 countries and has a network of more than 2,500 in-house experts worldwide. In addition, +20,000 external linguists can be deployed.
At Acolad, every function is the key to global growth. Contributing to Acolad represents a unique opportunity for professional development through a global collaborative environment that fosters talent and creativity. Important in Acolad's DNA are ""social return"" and innovation.",https://media.glassdoor.com/sql/2575497/acolad-squarelogo-1556891704412.png,Amsterdam,nan,Acolad,NG,NG
Client Service Manager,"Functieomschrijving
Client Service Manager

Your role

The Client Service Manager is primarily responsible to service the client's needs by phone, mail, personal contact and/or together with the Relation/Sales Managers. We expect the Client Service Manager to really add value in the chain with the client and therefore need a self-confident and strong sparring partner for our clients and stakeholders.

partner and collaborate with key stakeholders in Global Sales and Account Management teams
optimize client servicing processes to ensure client satisfaction for our clients
oversight on our third party fund providers
coordination the onboarding of new direct fund clients and fund distributors
monitor and ensure that all commitment towards our clients are fulfilled
ensure the response to daily, informal ad-hoc client enquiries & requests on diverse service matters
identify process improvements on e.g. client onboarding, contract management, subscriptions and redemptions, report distribution, support to sales and client relations teams globally

Requirements

5-10 years of relevant full-time work experience, preferably within Client Services team
Academic or Bachelor's degree in Business Administration or related business or financial field preferred
In-depth knowledge about asset management and in particular Fund Distribution
Understanding of the worldwide distribution of mutual funds through fund platforms
Excellent administrative, organizational and business support skills, with the ability to multi-task and to work calmly under pressure
Ability to work accurately to tight deadlines
Strong communication skills
Possession of strong analytical skills, detail-oriented while remaining pragmatically minded
Proactive and able to work independently and as part of a team.
Capable of working in a fast paced and expanding environment.
Have a true global mindset; sensitive for cultural differences

Offer

We offer an impactful role within an organization that is expanding globally, flexible working and stimulates personal development. For this position, you will be stationed at our Rotterdam office.

More information, call Nienke on 020-5304380 or send your cv to jobs@ts.eu",https://media.glassdoor.com/sql/536213/total-solutions-squarelogo-1432650820291.png,South Holland,nan,Total Solutions Europe B.V.,NG,NG
