job_titles,job_description,images,locations,salaries,companies,pros,cons
Process Engineer,"ICN8 is one of the semiconductor manufacturing fabs of our semiconductor client, located in Nijmegen. With a focus on technologies that support high-precision analog and mixed-signal technologies, ICN8 is a key enabler for the growth of our client, especially in the Automotive domain.
In your role as Principal Process Engineer, you will be responsible for technical innovation projects, continuous improvement actions and support of the manufacturing in a team of Equipment and Process Engineers located in Nijmegen. The global growth of the semiconductor industry requires a delicate balance of running a fully loaded fab, while growing the fab and improving the overall efficiency.
Your team
You will join a team of 15+ engineers of mixed backgrounds (Process Engineers, Equipment Engineers) in the section Backend. In this section we combine the domains of CMP, Metallisation and Dielectrics. You will work closely together with a team of Process Integration Engineers and Product Engineers also located in Nijmegen.

Functie

You will focus on:
Develop and release CMP processes when introducing new technology nodes
Initiate fundamental improvements resulting in lower costs, higher quality and/or capacity
You maintain a good relationship with our suppliers and work together on roadmaps to support continuous improvements and securing future supply continuity
Supporting the manufacturing organization with complex tool- and process-issues is part of your daily job. You will apply structural problem solving methodologies, create action plans and coach technicians and process operators driving these problems to a solution
Define continuous improvement activities and related projects to a timely completion
You stay connected with your peers in other fabs to learn and share, in order to improve the performance of the CMP-section
For your sustaining tasks, you take care of hold-lots, reduction of OOC’s, defectivity issues, tool and process warnings
Bedrijf

A global semiconductor company makes products and environments safer, more sustainable, and more secure with innovative connectivity and edge processing solutions for a smarter world. They are in the business of better. Not just better technologies, but better innovations to improve society. As the world leader in secure connectivity and processing solutions for embedded applications, this semiconductor company is solving the world’s most complex technology challenges to accelerate business innovation, enhance how they work, and advance how they live. A global semiconductor company with operations in more than 30 countries, over 31.000 employees and a revenue of over $11 billion.
Ready the become the technical lead in CMP in the NXP-fab ICN8?
As Principal Process Engineer you are responsible for all aspects of the processes related to Chemical Mechanical Polishing (CMP).

Aanbod

You will be employed by YER and seconded to the client. We offer:
Good employee benefits (e.g. work-life balance, pension, paid overtime, travel allowance)
Challenging assignments
Excellent guidance from your consultant and YER's back office
Development opportunities, including the YER Talent Development Program with a personal coach
Intensive support for international candidates (including relocation and Dutch lessons)
Friendly atmosphere and open culture
Community/network with other technology professionals from a variety of multinationals
Events and master classes with interesting speakers and attractive companies
Profiel

Your profile
Coming from a Bachelor degree in physics, chemistry or process development, you master the following technical competencies and soft skills:
At least 3 years of experience in Chemical Mechanical Polishing or dielectrics deposition processes in semiconductor industry
Preferably, you are familiar with Applied Materials CMP or dielectric tools
Experience with cross functional teams and good communication skills to operate in an environment with multiple partners (internal and external)
Experience in providing technical leadership to a team of engineers at different levels in their careers
You have a natural tendency to work precise and focus on quality of your work
To solve problems, you have strong analytical skills and experience in using different problem solving techniques. You always seek for underlying root causes of an issue
Autonomy, sense of challenge, commitment and accountability are essential for success in this position
You are result oriented and self-motivated
Fluent in Dutch (mandatory) and English language both oral and written",https://media.glassdoor.com/sql/414902/yer-squarelogo-1520331483682.png,Nijmegen,nan,YER,NG,NG
Senior Analog Designer Sensors And Data Acquisition,"Are you challenged by the engineering of high performance analog electronic solutions for high-tech products? And do you have excellent communication skills, combined with a high level of discipline? You’d better contact us today!

Functie

Specify, design, realize, test and to a limited extent manage the various analog electronics products of the measurement subsystems, such as sensor read out circuits, lasers drivers, high voltage circuits and communication links, for existing and new ASML products.
The senior analog designer Sensors and Data Acquisition is responsible for the following:
Participate in feasibility and architecture studies, including realizing prototypes as proof-of-concepts.
Create simulation models of sensors and light sources to optimize electronics design.
Design of low power, low-noise, high accuracy, acquisition circuits.
Specify, document, and maintain requirements of the various analog electronics products.
Design with focus on manufacturability, testability, reliability, and EMC (Electro Magnetic Compatibility) compliancy
Specify, document, and execute tests to ensure that electronics products satisfy the requirements.
Make work breakdown and planning for the complete design of electronics products.
Act as a technical coach for other (junior) designers.
Interface with external suppliers.
Transfer knowledge to production- and service-engineers.
Contribute to analysis and solution of reliability issues.
Operate in multidisciplinary team (software, physics, mechatronics).
Bedrijf
ASML is a successful Dutch high-tech enterprise that produces complex lithography systems used by chip manufacturers in the production of integrated circuits. ASML is at the cutting edge of this technology and delivers systems to all the world's leading chip manufacturers. ASML's employees are among the most creative talents in the fields of physics, mathematics, chemistry, mechanical engineering and software. Every day they collaborate in close-knit multidisciplinary teams in which members listen to and learn from one another and exchange ideas. It is the ideal environment for professional development and personal growth.

ASML is headquartered in Veldhoven, the Netherlands.
Aanbod

You will be employed by YER and seconded to the client. We offer:
Good employee benefits (e.g. work-life balance, pension, paid overtime, travel allowance)
Challenging assignments
Excellent guidance from your consultant and YER's back office
Development opportunities, including the YER Talent Development Program with a personal coach
Dutch lessons for non-Dutch speakers
Community/network with other technology professionals from a variety of multinationals
Events and master classes with interesting speakers and attractive companies
Profiel
Education and experience
Master's degree in Electrical Engineering or equivalent.
10+ years of experience in analog electronic design in an industrial R&D environment.
Broad knowledge and experience with analog components such as low-noise amplifiers, ADCs, DACs, current sources, etc.
Experience as electronics designer in a multidisciplinary environment.
Broad technical knowledge and experience with the following areas: analog/mixed signal electronics, electro-optical devices and/or CMOS image sensors
Basic knowledge of detection algorithms, semiconductor physics, lasers and mechanics
Skills
Working at the cutting edge of tech, you’ll always have new challenges and new problems to solve – and working together is the only way to do that. You won’t work in a silo. Instead, you’ll be part of a creative, dynamic work environment where you’ll collaborate with supportive colleagues. There is always space for creative and unique points of view. You’ll have the flexibility and trust to choose how best to tackle tasks and solve problems.
To thrive in this job, you’ll need the following skills:
Highly motivated team player with good social- and communication skills. Leadership skills is a plus.
Pragmatic and hand-on skills.
Show initiative, responsibility and take ownership.
Pro-active, high drive attitude. Willing to go the extra mile.
Accurate and problem-solving.
Quality-focused and contributing to ASML’s safety awareness culture.
Affinity with physics, mechanics and / or mechatronics is a pre.
Excellent knowledge of the English language, both spoken and written.",https://media.glassdoor.com/sql/414902/yer-squarelogo-1520331483682.png,Veldhoven,nan,YER,NG,NG
Test Engineer,"Bedrijfsomschrijving
Within the PACCAR Inc. As a globally working company we do offer optimal opportunities to contribute to our success in a multicultural team.
Functieomschrijving
For our client DAF Trucks in Eindhoven, we are looking for a Test Engineer. Is testing something you have affinity with? Do you have 0-2 years of experience/affinity with the tasks written down below? Then we urge you to apply as soon as possible!

As a Test Engineer you will be doing the following tasks:
Prepare, execute and analyze functional tests on vehicles and systems, based on internal test requests
Documentation and evaluation of testing results
Coordinate test set-up and test execution with DAF internal client
Develop corporate test standards for functional testing
Develop new test procedures
Active contribution to improvement of efficient testing and testing quality
Collaboration in project teams
Functie-eisen
The ideal professional brings the following background:
Bachelor or Master level on Mechanical Engineering (Automotive, Electronics), but also MBO with the right experience are urged to apply!
Minimum of 2 years of experience with functional vehicle testing.
Experienced and familiar with measurement technique.
Have affinity/experience with Embedded Control Systems and CAN bus systems.
Good communication skills.
Experienced in the field of test data analysis and statistics.
Structured working approach combined with pleasure to work in teams.
Good English and Dutch language skills (Dutch language skills are a must to fill out this role, if you do not speak Dutch your application cannot be taken into account!)
Having a truck driving license (license CE) would be a pre.
Arbeidsvoorwaarden
We will boost your career through personal and technical growth. We’ll support you by offering a personal coach and the possibility to follow courses and training via our highly recommended Yacht Academy. We’ll offer interesting benefits and a market conform salary. You’ll become member of the team of professionals who share your education, ambitions and your competencies. This will enable you to interact with your colleagues from Yacht in your own technology language! You’ll become a member of the yacht network, which stretches the high tech industry. You will be challenged by your peers. As a result you’ll be able to keep your knowledge and skills up-to-date!

Higher education, bachelor degree

< 3 years",https://media.glassdoor.com/sql/674266/yacht-technology-squarelogo-1426663499297.png,Eindhoven,€5K (Employer est.),Yacht,NG,NG
Line Lead Engineer at DAF Trucks,"Bedrijfsomschrijving
This will enable you to interact with your colleagues from Yacht in your own technology language! You’ll become a member of the yacht network, which stretches the automotive, high-tech industry, medical technology and other engineering domains. You will be challenged by your peers. As a result, you’ll be able to keep your knowledge and skills up-to-date!
Functieomschrijving
The Functional Testing Team determines whether an engine and its subsystems are functioning according to established standards while the engine operates in its intended environment. As line lead engineer you will coordinate the activities of at least 5 on-site functional test engineers, working for current and future development projects on multiple platforms, and reports to the Supervisor Functional testing.
Job descriptionResponsible for realizing project deliverables within one or more areas of expertiseCoordinate and coaching activities of test engineersparticipation in change management processSecure that technical project choices are within the framework of the chosen strategies by the line management.Initiate and participate in risk analysis and test plans.Signaling discrepancies (technical content, resource planning) between wishes and decisions line organization and project organization.Translate project objectives into requirements for the assigned components or subsystemsDocument and evaluate test resultsDevelop new test procedures for engine components and engine systemsActive contribution to improve test efficiency and test qualityCollaboration in project teams
Functie-eisen
Job profileBachelor / Master degree Automotive or Mechanical EngineeringKnowledge of internal combustion engines, modern controls, sensors, actuators and electronicsKnowledge on thermodynamics and fluid dynamics is preferredFamiliar with measurement techniques for temperature, pressure, flow and data analysisEnthusiasm to deal with complex engine systems and development of solutions for complex technical challengesExcellent communication skills, Emotional IntelligenceAble to work in a complex project-oriented environmentGood English skills are mandatory, and Dutch has preferenceAt least 6 years relevant work experience
Arbeidsvoorwaarden
We will boost your career through personal and technical growth. We’ll support you by offering a personal coach and the possibility to follow courses and training via our highly recommended Yacht Academy. We’ll offer interesting benefits and a market conform salary. You’ll become member of a team of professionals who share your education, ambitions and your competencies.

Higher education, bachelor degree

5 - 10 years",https://media.glassdoor.com/sql/674266/yacht-technology-squarelogo-1426663499297.png,Eindhoven,nan,Yacht,NG,NG
Project engineer maritime systems,"As Project engineer Systems you are responsible for the initial setup of all Marine Systems on board the yacht, such as HVAC, AC, technical areas, engine room.

Functie

As Project engineer Systems you are responsible for the initial setup of all Marine Systems on board the yacht, such as HVAC, AC, technical areas, engine room.
As a Mechanical Project Engineer you are part of an interdisciplinary project team that is jointly responsible for a perfect end result in the field of Marine Systems on board. As a PE you represent the Mechanical discipline, you coordinate activities and you guide the Mechanical Engineer(s) in your project on the shop floor.
You ensure clear communication and you ensure the correct processing of all information and specifications in the drawings. The PE is responsible for the technical assessment from its own discipline in connection with manufacturability and feasibility, all this in coordination with the other disciplines and external parties. You are responsible for checking the working drawings before they go to the construction site and/or inspection authorities
The main activities of the department are:
Setting up technical rooms of which the engine room, the beating heart of the yacht, is the most important;
Designing the HVAC systems, including the layout of AC rooms and the basic routing of ducts to the accommodation. All this ensures a pleasant climate on board;
Engineering the onboard systems so that all fluids go where they belong as well as integrating the cableways.
To be able to properly engineer all this, it is very important that you coordinate your work intensively with the other disciplines that work on the yacht.
Within the project team you act as a source of information for your colleagues and you coach them by means of advice or instructions. You report the project progress to the Project Manager Design for one or more construction numbers you are working on. You do this in consultation with and supporting the Principal Project Engineer of your discipline. You also report hierarchically for quality and standards to the Engineering Manager of your discipline.

Bedrijf

A well respected engineering and design office in the worldwide superyacht industry.

Aanbod
Good employment salary conditions depending on experience
13th month
a non-contributory pension,
27 vacation days + 13 ADV days
Profiel
At least a Bachelor work and thinking level and a completed relevant technical education;
+ 4 years of experience as a Mechanical Engineer (Marine Systems);
Able to work independently and methodically;
Familiar with drawing software for 2D drafting and 3D modeling
Someone who is result-oriented, quality-conscious and proactive;
Able to coach and guide others;
Good social and communication skills;
Excellent command of the English language.",https://media.glassdoor.com/sql/414902/yer-squarelogo-1520331483682.png,Hoofddorp,nan,YER,NG,NG
Requirements Engineer DAF Trucks,"Bedrijfsomschrijving
Within the PACCAR Inc. Global Engine Development is the center of competence for Engine and Aftertreatment development. In our state-of-art testing center we develop engine and aftertreatment systems for future regulations. Our trucks are best in class in the transportation world being driven by providing environmentally friendly products with best cost-effectiveness and highest reliability for our customers.
The department Engineering is responsible for the hardware engineering of new engines and aftertreatment components and systems and maintaining the in-production products.
Functieomschrijving
As Requirement Engineer you are responsible as key user for the Requirement Management tool DOORS Next Generation (DNG). This position will also function as Configuration Management Expert in support of DNG within Global Engines Engineering. This position requires a candidate with a background in Requirements generation and familiarity with software development lifecycle, and the ability to learn how to administer DNG. The candidate should also understand the concept of requirements organization and managing requirements during the product lifecycle development process. Our ideal candidate exhibits a can-do attitude and approaches his or her work with vigor and determination. Candidates should expect to demonstrate an understanding of using a requirement management system, and configuration management best practices, to possess the ability to learn quickly and to strive for perfection within a fast-paced environment. The candidate needs to be able to work across multiple teams and projects. They will work with development teams to help develop configuration management plans relative to the Global Engine Engineering product deliverables. The candidate should be willing and capable to learn administrative skills in support of DNG and Global Configuration Management applications.
Your responsibilities include;
Responsible for Requirements Management within DNG
Support Global Engine Engineers developing heavy duty engines capable of future emission legislation including Zero Emissions. Their focus is on component level requirement specification.
Train and coach Global Engine Engineering employees in usage of DNG
Support DNG functional application administration for Global Engine Engineering
Help develop strategy for Global Configuration usage incorporating DNG configuration content
Work closely with DAF DNG application management counterparts to ensure global alignment of DNG usage and processes
Lead coordination meetings with all project leads regarding DNG baseline planning and requirement version control
Support the development of DNG Dashboards for Configuration Management information across multiple teams needed for their projects
Manage and maintain the DNG project areas and associated components
Support all teams with set up and merging of change sets
Participate in DNG Expert Group meetings
Functie-eisen
Qualifications:
Bachelor or Master’s degree in Mechanical Engineering, Electrical Engineering, Software Engineering, Computer Science or other relevant technical direction.
Extensive knowledge of requirement engineering (IREB certificate pre) and configuration management
Experience with Requirement Management tools, preferably DNG
Experience with Development practices in complex projects, preferably DFSS, Automotive Spice and/or ISO26262
Proven experience with coaching others
Excellent verbal and written communications skills
Excellent multitasker by employing a structured way of working with high stress tolerance.
English is mandatory and Dutch is preferred.
Experience with Requirement creation and Configuration Management
Arbeidsvoorwaarden
We will boost your career through personal and technical growth. We’ll support you by offering a personal coach and the possibility to follow courses and training via our highly recommended Yacht Academy. We’ll offer interesting benefits and a market conform salary. You’ll become member of the team of professionals who share your education, ambitions and your competencies. This will enable you to interact with your colleagues from Yacht in your own technology language! You’ll become a member of the yacht network, which stretches the high tech industry. You will be challenged by your peers. As a result you’ll be able to keep your knowledge and skills up-to-date!

Higher education, master degree

5 - 10 years",https://media.glassdoor.com/sql/674266/yacht-technology-squarelogo-1426663499297.png,Eindhoven,nan,Yacht,NG,NG
Inside Sales Lead,"Wat ga je doen?
For our client near Maastricht Airport we are searching for an inside sales lead for the German Market. Our client is Europe's most seamless on demand delivery platform. Bringing together offer and demand. It is the best place to find, book and trace your on demand delivery solution.

At the start the person will need to meet the team in Bordeaux and Romania, then there can be less business trips, normally 1-2 per month 1-2 days. So you must be willing to travel.

Regarding the team, there are 2 in France and 3 in Romania and this person will be responsible for leading the team and being a part of it doing the process work.

To drive and support sales efforts in the core markets, the Inside Sales Lead will head up the growing Inside Sales team and be responsible for leading and working with the Inside Sales team throughout Europe.
The ISL will play a fundamental role in achieving the ambitious customer acquisition and revenue growth objectives.

We are looking for an experienced Inside Sales representative that is ready to take the next step in leading a team and to develop, advance, and implement inside sales standards. The ISL will work closely with the Marketing Communication Manager and Sales teams to build the Redspher brand and meet the team’s objectives (marketing & sales goals, profit goals and Key projects). The ISL primarily serves as a Team leader while being responsible for an own assigned territory:

Responsibilities:
Implement the Sales funnel in close cooperation with Marketing & Sales;
Generate and qualify leads to fuel a pipeline of new customer acquisition opportunities.
Assisting and implementing sales strategies, customer segmentation and sales scripts;
Sourcing new sales opportunities through inbound lead follow-up and outbound calling.
Conducts regular check-ins with existing customers to promote our services, retrieve feedback to strengthen customer relationships and to seize cross- / upselling opportunities.
Perform effective virtual selling and online demos to prospects
Routing qualified opportunities to the appropriate sales managers for further development and closure;
monitoring the performance and preparing the monthly reporting;
Train and coach Inside Sales Representatives
Handling customer feedback & co-monitor the Customer satisfaction rate. Provide suggestions for improvement;
Secure proper logging of all Inside Sales actions in Zoho CRM;
Managing customer accounts by ensuring that existing customers remain satisfied with our services.
Wat krijg je?
Holidays / Leave of Absence:
You start with 23 days per year and every 5 years of employment +1 day of leave
4 ADV / complementary days
Not-ill bonus days: quarterly no sickness = 1 bonus day, not sick all year round = +2 bonus days, so a maximum of 6 bonus days can be earned per year (awarded in January of each year)
All the above days (with the exception of the legal minimum number (20) of leave days) will be transferred into a ’flexible budget’. You can decide for yourself whether you want to 'buy' leave, have it (partially) paid out or, for example, use it for training or a sports membership etc.
Pension via Swisslife: 50% employer - 50% employee (survivor's and orphan's pension: 100% employer costs)
Death life insurance (paid by employer)
Disability insurance: 50% employer - 50% employee
Monthly travel allowance depending on the distance from the office and the presence at the office ( more than 10 KM distance is reimbursed ).
Wat kun jij?
Requirements:
Bachelor’s degree in Marketing, Business management, Sales or related field.
+4 years work experience as an Inside Sales / Telesales representative or similar role in the Sales department;
Hands on experience with CRM software and pipeline process stages;
Excellent interpersonal and coaching skills
Experience in selling SaaS / digital products / logistics industry is a plus
Good time management and organizational skills
Hands-on, operational & at the same time function as the Team lead of an international team.
Highly motivated, detail oriented and multi-tasker
Proficiency in English and German. Any other language is considered a plus, (such as French)
Willingness to travel to manage team members (up to 25%)",https://media.glassdoor.com/sql/1076313/wiertz-personeelsdiensten-squarelogo-1475499216185.png,Maastricht,nan,Wiertz Company,NG,NG
Talent Programma Finance,"Ben jij op zoek naar een Masterclass programma waarbij je aan de slag gaat voor een grote financiële en toonaangevende partij? Dan zijn wij op zoek naar jou! Lees snel verder en solliciteer direct.
Functie

Naast het Masterclass programma ga je hands-on direct aan de slag bij een eindklant op de zuid-as in Amsterdam. Het gaat hierbij om een grote financiële en toonaangevende partij in de markt.
Deze organisatie kent veel klanten. Wel meer dan paar miljoen! Je kan je voorstellen dat zij regelmatig informatie binnen krijgen van de klant of juist documenten of berichten naar hen toesturen. Waar bij je moet denken aan het ontvangen van een ID-bewijs, loonstrook of werkgeversverklaring. Of het versturen van een offerte. Het ECM systeem zorgt ervoor dat deze communicatie gestroomlijnd wordt. Vanuit een andere afdeling wordt er waarde toegevoegd door middel van het investeren in toegankelijkheid, vindbaarheid en security van deze informatie. Jij zal je bezig houden met de systemen die deze input managen.
Je komt te werken in één van de 5 scrumteams (6-9 personen) die samenwerken in een omgeving die groeit naar een DevOps werkwijze. Taken zullen oa zijn: het bouwen van nieuwe functionaliteiten en het doorontwikkelen van verschillende systemen. Jouw rol is eigenlijk een universele rol, waarbij je alle taken in het ontwikkelproces oppakt, maar wel een focus hebt op programmeren. Neventaken zijn oa: requirementsanalyse, het maken van een functioneel en technisch ontwerp, het testen van je eigen en andermans werk en begeleiden van de implementatie.
Technologische stack: Java, Angular, Vue.js, API's (REST), Nuxio, Hadoop, Elasticsearch en Natural Language Processing.

Organisatie
Deze organisatie is in 2018 opgericht met het doel voor ogen IT’ers van nu en de toekomst zo goed mogelijk op te leiden en voor te bereiden voor vervolgstappen in hun loopbaan. Dit doen zij door de top 5%van software engineers of data scientists van Nederland te koppelen aan diverse grote namen om zo te werken aan uitdagende inhouse oplossingen. Jij als werknemer staat hier dus écht centraal en je kan hier hele grote stappen maken. Dit wordt mogelijk gemaakt door het aanbieden van een zeer innovatief trainingsprogramma, dat zich richt op zowel hard als soft skills. Tijdens je HBO/WO opleiding of carrière word je natuurlijk opgeleid, maar de nieuwste trends als Microservices, DevOps, Architectuur, TDD, Continuous Integration, Continuous Deployment, Cloud, Clean Code of Design Thinking komen hier niet uitgebreid in terug. Dit zijn onderwerpen die wél terug komen in het programma dat je hier gaat volgen. De Masterclasses die ze hier geven zijn wekelijks en volg je met je collega’s. Hiernaast krijg je een persoonlijke coach om zo op persoonlijk vlak te ontwikkelen als een volwaardig mens, wie wil dat nou niet!
Functie eisen
Je beschikt over een HBO/WO studie in de richting van IT;
Je hebt kennis van Java;
Pre: Kennis van Angular, Vue.js, API's (REST), Nuxio, Hadoop, Elasticsearch en Natural Language Processing;
Communicatief sterk in de Nederlandse & Engelse taal;
Aanbod
Salaris tussen de €2.800,- en €3.200,-.;
€20.000 opleidingsbudget;
Extra budget om jezelf te certificeren;
Maandelijks netto onkostenvergoeding van €40,-;
Reiskostenvergoeding;
25 vakantiedagen per jaar;
Een laptop van jouw opdrachtgever;
Premievrij pensioen;
Toffe kwartaaluitjes!
De kans om één van de beste developers van Nederland te worden!",https://media.glassdoor.com/sql/1201315/java-professionals-squarelogo-1459850766589.png,Amsterdam,€3K - €4K (Employer est.),Java Professionals,NG,NG
Equipment Engineer,"Supports the Equipment and Process Engineering (EPE) organization by maintaining, initiating and implementing technical improvements and provide support to the manufacturing organization.
As Equipment Engineer you are responsible for tool performance with a special focus on the more complex problems. Besides problem analyzing and solving you will actively develop, enhance and introduce tool improvements on product quality, throughput, scrap-reduction, cost savings and reduction of repeaters. As an equipment engineer you will report to an engineering section manager and will supports manufacturing and Process Sustaining & Enhancement (PSE).
﻿Your team
The furnace engineering department is well recognized as a modern engineering organization with a strong focus on improvements. We are a diversified team with high energy, an open collaboration environment and eagerness for continuous improvement.
The equipment and process engineering team consists out of 12-18 engineers, who are closely cooperating to achieve a higher goal. The team is mainly focused on supporting manufacturing and is actively working on improvement of product quality and throughput.

Functie
Responsible to maintain and continuously improve your equipment, that meet the safety and quality requirements of the client and comply with the applicable standards and validation improvements on shop floor.
Proactively connects with manufacturing and transfers improvement ideas concerning structural technical problems, material quality issues and bottlenecks into improvement actions, involve other sections and departments if applicable and drive these actions until successful implementation.
Use technical knowledge and experience to contribute in improvement projects.
Define the required quantity and secure the availability of production tools, initiate upgrades, support maintenance actions and solve safety issues.
Coordinates quality related escalations to customers and support manufacturing in securing production progress.
Bedrijf

Do you get your energy out of complex troubleshooting and working on high tech equipment? Can you handle the demands to maximize the uptime of your tools? Are you that team player who helps bring your colleges to a higher level?
Then we are looking for you!
A global Semiconductors company provides High Performance Mixed Signal and Standard Product solutions that leverage its leading RF, Analog, Power Management, Interface, Security and Digital Processing expertise. These innovations are used in a wide range of automotive, identification, wireless infrastructure, lighting, industrial, mobile, consumer and computing applications. A semiconductor company with operations in more than 35 countries, over 45.000 employees and a revenue of over $10 billion.
ICN8 is the largest 8“ integrated circuits wafers fab in Europe. It is a high-tech environment with many multi discipline challenges, housing over 450 manufacturing tools (ASML, ASM/TEL, Applied Material, LAM) and 150 measurement tools (inline inspections, end of inline testing).

Aanbod

You will be employed by YER and seconded to the client. We offer:
Good employee benefits (e.g. work-life balance, pension, paid overtime, travel allowance)
Challenging assignments
Excellent guidance from your consultant and YER's back office
Development opportunities, including the YER Talent Development Program with a personal coach
Intensive support for international candidates (including relocation and Dutch lessons)
Friendly atmosphere and open culture
Community/network with other technology professionals from a variety of multinationals
Events and master classes with interesting speakers and attractive companies
Profiel

To be successful in this role you have a BSc. or MSc. level in Automotive engineering, Electronics, Mechatronics, Mechanical engineering, or other relevant technical area.
Knowledge of complex production processes in a high-tech environment (preferred)
Knowledge of Lean Manufacturing, process optimization, statistical machine control, FMEA and Quality Management Systems (preferred)
Languages:
Dutch: minimum B2 required
English: minimum B required
Personal skills
Raising the bar; Analytical, pragmatic, pro-active and customer oriented
Engages curiosity; Self-assured and able to engage and convince people, also at higher management levels
Takes initiative; shows ownership, hands on mentality
Working together; Is a reliable team player, listens to and absorbs other ideas and opinions. Good social/communication skills on different levels
Developing deep core competences; Is a quick learner, able to prioritize and operate independently and adapt to changing circumstances focusing on quality and continuous improvement",https://media.glassdoor.com/sql/414902/yer-squarelogo-1520331483682.png,Nijmegen,nan,YER,NG,NG
Control System Owner (Hardware/Software),"Bedrijfsomschrijving
You will be part of an experienced international team of the Platform Development group of DAF Embedded Engineering that is located in our modern new office in Eindhoven, the Netherlands. Embedded Engineering has over 140 highly skilled people today. Together they deliver world class engineering in the domains of engine controllers and vehicle controllers.
Functieomschrijving
As Control System Owner you will play a key role in leading the hardware and software development of the Central Security Gateway; Central communication Gateway in the Next Generation DAF vehicle that ensures safe in-vehicle data communication

For Embedded Engineering, part of DAF Product Development, we are searching for a Control System Owner. Your responsibilities:

Coordinating hardware & software development activities for your Control SystemsCreate software configuration files for the platformInitiate and define risk analysis and validation plans for both hardware and software componentsCreate, monitor and report platform project plans for software and hardware development activitiesSupplier managementMonitoring if technical definitions are in line with defined strategies and report discrepanciesPresenting and reporting project status for Quality, Cost, Timing and Performance (QCTP)Organizing and participating in supplier & internal project meetings
The System Owner reports to the Engineer Supervisor EE System Engineering with respect to process, quality and to the corresponding Project Lead Engineer for project status.
Functie-eisen
o succeed in this role, you should have the following skills and experience:
Bachelor or a Master Degree in Automotive/Embedded Engineering or equivalent with at least 3 year experience in a coordinating role, multiple years’ experience in project lead role is an asset3 years’ experience with Control System DevelopmentExperience with coordination of multiple engineers in different domainsExperience with supplier managementTeam player, pro-active, strong analytical skills, problem solving attitudeKnowledge of design for Six Sigma methodologyKnowledge of embedded software design processes (according the V-cycle)Good English skills are mandatory combined with Dutch (or at least willingness to learn Dutch)
Arbeidsvoorwaarden
We will boost your career through personal and technical growth. We’ll support you by offering a personal coach and the possibility to follow courses and training via our highly recommended Yacht Academy. We’ll offer interesting benefits and a market conform salary. You’ll become member of the team of professionals who share your education, ambitions and your competencies. This will enable you to interact with your colleagues from Yacht in your own technology language! You’ll become a member of the yacht network, which stretches the high tech industry. You will be challenged by your peers. As a result you’ll be able to keep your knowledge and skills up-to-date!

Higher education, bachelor degree

3 - 5 years",https://media.glassdoor.com/sql/674266/yacht-technology-squarelogo-1426663499297.png,Eindhoven,€5K (Employer est.),Yacht,NG,NG
FPGA Firmware designer,"Are you challenged by the FPGA Firmware embedded in high-tech products? And do you have excellent communication skills, combined with a high level of discipline, combined with design experience of FPGA FW systems? We might be looking for you!

Functie

The sector Development & Engineering (D&E) of ASML is responsible for the specification, design and realization of the products in the ASML portfolio. Within the sector D&E the cluster Electronic Development (EDEV) is responsible for the definition, realization, qualification and integration of electronic functions and modules within these products.
As an FPGA Firmware Designer, you are defining, realizing, qualifying, managing and maintaining FPGA Firmware designs that belong to various board designs for both existing and new ASML products. Furthermore, you contribute on defining the next generation of these products in close cooperation with the electronics designers.
The FPGA Designer is responsible for the following:
Participate as an FPGA Firmware designer in a multidisciplinary design team.
Define and document requirements for the FPGA Firmware designs.
Perform trade-off studies to determine the preferred implementation scenario for new or changed functions.
Define, document and execute tests to ensure that the firmware satisfies the requirements.
Solve IP-block related problems and manage problem resolution during first system integration.
Contribute to analysis and solution of reliability issues.
The FPGA Designer reports to the Group Manager Electronics EUV or delegated Team Leader.

Bedrijf
ASML is a successful Dutch high-tech enterprise that produces complex lithography systems used by chip manufacturers in the production of integrated circuits. ASML is at the cutting edge of this technology and delivers systems to all the world's leading chip manufacturers. ASML's employees are among the most creative talents in the fields of physics, mathematics, chemistry, mechanical engineering and software. Every day they collaborate in close-knit multidisciplinary teams in which members listen to and learn from one another and exchange ideas. It is the ideal environment for professional development and personal growth.

ASML is headquartered in Veldhoven, the Netherlands.
Aanbod

You will be employed by YER and seconded to the client. We offer:
Good employee benefits (e.g. work-life balance, pension, paid overtime, travel allowance)
Challenging assignments
Excellent guidance from your consultant and YER's back office
Development opportunities, including the YER Talent Development Program with a personal coach
Dutch lessons for non-Dutch speakers
Community/network with other technology professionals from a variety of multinationals
Events and master classes with interesting speakers and attractive companies
Profiel

Education and experience
Bachelor degree or higher in Computer Science, Electrical Engineering or equivalent.
Experience in the design of programmable logic firmware.
Experience in the use of the VHDL design language is a strong plus.
Technical knowledge of Programmable Logic and digital design in general.
Basic technical knowledge of electronics is a plus.
Skills
Working at the cutting edge of tech, you’ll always have new challenges and new problems to solve – and working together is the only way to do that. You won’t work in a silo. Instead, you’ll be part of a creative, dynamic work environment where you’ll collaborate with supportive colleagues. There is always space for creative and unique points of view. You’ll have the flexibility and trust to choose how best to tackle tasks and solve problems.
To thrive in this job, you’ll need the following skills:
Highly motivated pro-active team player with good social and communication skills.
Structured with eye for details and with quality in mind.
Fluent English in word and in writing.",https://media.glassdoor.com/sql/414902/yer-squarelogo-1520331483682.png,Veldhoven,nan,YER,NG,NG
