,skills,positions,about,degree
20,"['English', 'Market Research', 'Teamwork', 'Research', 'Communication', 'People Skills', 'Independent Thinking', 'Open Minded', 'IT skills', 'Organized with Strong Analytical Abilities', 'Time Management', 'French', 'Advertising', 'Customer Service', 'Project Management', 'International Business', 'Microsoft Office', 'Social Media', 'Marketing Communications', 'Microsoft Excel', 'Market Research', 'Research', 'Time Management', 'Advertising', 'Customer Service', 'Project Management', 'International Business', 'Social Media', 'Marketing Communications', 'Marketing Strategy', 'Marketing', 'Business Strategy', 'Microsoft Office', 'Microsoft Excel', 'PowerPoint', 'Teamwork', 'Communication', 'People Skills', 'Independent Thinking', 'Management', 'Leadership', 'Strategy', 'Analysis', 'English', 'French']","['CytoSMART Technologies', 'Creator and Owner', 'Office Manager', 'Graduation Thesis - International Marketing Strategy Researcher', 'Internal Strategic and Tactical level Research Project']","My motto: ""Passion is the fuel for success"" About me:I have completed my Bachelor of International Business and Management Studies at the Hogeschool van Arnhem en Nijmegen (HAN University of Applied Sciences), in the Netherlands.The first two years in the Netherlands built a strong foundation of international business knowledge, my third year took me to Germany for an internship and France for a study abroad. I have also carried out a research assignment for Wellman International located in the Netherlands, in order to broaden my horizons and put my skills into practice. My thesis was carried out at a UN affiliated training center, Antwerp-ITCCO, in which I conducted research and provided advice on how they could develop their marketing strategies for their various ""Action Learning for Sustainability"" training courses. I completed my primary and secondary education in Dubai, (U.A.E) After completing secondary school I took the opportunity to gain work experience in a small IT Consulting firm (Complease Consulting) which has a strong reputation for customer relations and quality. Due to the small size of the business I was able to gain real first hand experience into every day working life. I had many opportunities to try different areas during my time there involving data entry, managing project work flow, purchasing, meeting with clients to discuss issues and potential solutions and managing projects such as providing the infrastructure and support for an international news company at the Dubai Airshow.My motto: ""Passion is the fuel for success"" 

About me:
I have completed my Bachelor of International Business and Management Studies at the Hogeschool van Arnhem en Nijmegen (HAN University of Applied Sciences), in the Netherlands.

The first two years in the Netherlands built a strong foundation of international business knowledge, my third year took me to Germany for an internship and France for a study abroad. I have also carried out a research assignment for Wellman International located in the Netherlands, in order to broaden my horizons and put my skills into practice. My thesis was carried out at a UN affiliated training center, Antwerp-ITCCO, in which I conducted research and provided advice on how they could develop their marketing strategies for their various ""Action Learning for Sustainability"" training courses. 

I completed my primary and secondary education in Dubai, (U.A.E) After completing secondary school I took the opportunity to gain work experience in a small IT Consulting firm (Complease Consulting) which has a strong reputation for customer relations and quality. Due to the small size of the business I was able to gain real first hand experience into every day working life. I had many opportunities to try different areas during my time there involving data entry, managing project work flow, purchasing, meeting with clients to discuss issues and potential solutions and managing projects such as providing the infrastructure and support for an international news company at the Dubai Airshow.

 
              ","[""Bachelor's Degree, International Business & Management studies (BBA)"", 'International Business & Management Studies, Study Abroad']"
21,"['Change Management', 'Corporate Governance', 'Management Consulting', 'International Relations', 'Infrastructure Management', 'PRINCE2', 'Process Management', 'Business Strategy', 'Program Management', 'Interim Management', 'Project Management', 'Energy', 'Coaching', 'Project Portfolio Management', 'Process Improvement', 'Change Management', 'Corporate Governance', 'Management Consulting', 'International Relations', 'Infrastructure Management', 'PRINCE2', 'Process Management', 'Business Strategy', 'Program Management', 'Interim Management', 'Project Management', 'Energy', 'Coaching', 'Project Portfolio Management']","['Director of Marketing and Sales', 'Chairman Of The Board', 'Managing Partner KMN Consultants', 'Advisor of the Mayor', 'Programme manager']",nan,"['Bachelor of Science (BS), Management Economics and Law']"
22,[],"['Voice Technician / Singing Teacher -Opera & Musical Theater Specialist ', 'Graduate Resident Assistant', 'Drama Teacher', 'Resident Assistant']","I completed my studies in Boston, Massachusetts. There, I attended Berklee College of Music graduating with a Bachelor of Music in Performance, Magna Cum Laude and a minor in musical theater, as well as Boston University where I earned my Master of Music in Voice Performance degree, Pi Kappa Lambda. My own performing experience has been very diverse. I have worked on workshop performances of new musicals, voice acting, opera and recital, and for the past years I have been exclusively working as a classical lyric baritone singer.As a singing teacher I have been very fortunate to have worked with very talented singers who have gone on to successfully audition or have graduated from institutions like the Mountview Academy of Theatre Arts and Berklee College of Music. An opera and musical theater voice specialist, I have also offered voice lessons to a few singer/songwriters and pop artists in the past. I take special interest in the Italian and French operatic and song repertoires and lyric diction. I offer extensive knowledge of French mélodie as a means to build and develop the singing voice in a most functional and colorful way. ​Outside of the teaching studio and when not singing myself, I offer career coachings on a limited basis. Former clients have been accepted into Longy School of Music of Bard College, Conservatorium van Amsterdam, and various other universities in the United Kingdom and the United States, both for undergraduate as well as for graduate study and in most cases with significant funding. I invest a lot of time staying up to date with the most current vocal pedagogy research, and I maintain a selective private voice studio in Vienna, Austria, as well as an online studio welcoming clients from all over the world.I completed my studies in Boston, Massachusetts. There, I attended Berklee College of Music graduating with a Bachelor of Music in Performance, Magna Cum Laude and a minor in musical theater, as well as Boston University where I earned my Master of Music in Voice Performance degree, Pi Kappa Lambda. My own performing experience has been very diverse. I have worked on workshop performances of new musicals, voice acting, opera and recital, and for the past years I have been exclusively working as a classical lyric baritone singer.

As a singing teacher I have been very fortunate to have worked with very talented singers who have gone on to successfully audition or have graduated from institutions like the Mountview Academy of Theatre Arts and Berklee College of Music. An opera and musical theater voice specialist, I have also offered voice lessons to a few singer/songwriters and pop artists in the past. I take special interest in the Italian and French operatic and song repertoires and lyric diction. I offer extensive knowledge of French mélodie as a means to build and develop the singing voice in a most functional and colorful way. 

​Outside of the teaching studio and when not singing myself, I offer career coachings on a limited basis. Former clients have been accepted into Longy School of Music of Bard College, Conservatorium van Amsterdam, and various other universities in the United Kingdom and the United States, both for undergraduate as well as for graduate study and in most cases with significant funding. 

I invest a lot of time staying up to date with the most current vocal pedagogy research, and I maintain a selective private voice studio in Vienna, Austria, as well as an online studio welcoming clients from all over the world.

 
              ","['Master of Music, Voice Performance', 'Bachelor of Music , Performance (Voice)']"
23,"['Internationalization', 'Staff Development', 'Student Engagement', 'Employee Engagement', 'Networking', 'Dutch', 'English', 'German', 'Teaching', 'Translation', 'Microsoft Office', 'Academic Writing', 'Coaching', 'Communication Skills', 'English Literature', 'Language Teaching', 'Lecturing', 'Linguistics', 'Literature', 'History', 'Internationalization', 'Staff Development', 'Student Engagement', 'Employee Engagement', 'Networking', 'Teaching', 'Translation', 'Academic Writing', 'Coaching', 'English Literature', 'Lecturing', 'Linguistics', 'Literature', 'History', 'Microsoft Office', 'Communication Skills', 'Language Teaching', 'Communication', 'Dutch', 'English', 'German']","['De Haagse Hogeschool / The Hague University of Applied Sciences', 'Lecturer of Business English', 'English Teacher', 'Industrial cleaner']","Key words to know about me:- Extensive teaching and curriculum development experience in higher education, especially in the fields of language, communication and personal development.- Internationally focused, with both academic (UK) and work experience (China) abroad.- Flexible work attitude, eager to take on a variety of tasks and socially adept.- Planner and organizer with a strong sense of responsibility.- Keen badminton player, vinyl record collector and sports fan. Key words to know about me:

- Extensive teaching and curriculum development experience in higher education, especially in the fields of language, communication and personal development.
- Internationally focused, with both academic (UK) and work experience (China) abroad.
- Flexible work attitude, eager to take on a variety of tasks and socially adept.
- Planner and organizer with a strong sense of responsibility.
- Keen badminton player, vinyl record collector and sports fan. 

 
              ","['Master of Education (M.Ed.), Didactics', 'Master of Arts (M.A.), English Language and Literature, General']"
24,"['Grants Management', 'Non-profit Fund Development', 'Process Improvement', 'Charity Governance', 'Strategic Planning', 'Urban Planning', 'Foreign Languages', 'Politics', 'Research', 'Social Sciences', 'Economics', 'Translation', 'Social Media', 'News Writing', 'Microsoft Excel', 'Microsoft Word', 'Group Work', 'Association Management', 'Capacity Building', 'Urban Design', 'Grants Management', 'Non-profit Fund Development', 'Charity Governance', 'Urban Planning', 'Foreign Languages', 'Politics', 'Research', 'Social Sciences', 'Economics', 'Translation', 'Social Media', 'News Writing', 'Association Management', 'Urban Design', 'Public Policy', 'Policy Analysis', 'Project Management', 'Presentations', 'Training', 'Knowledge Management', 'Microsoft Excel', 'Microsoft Word', 'Prototyping', 'Strategic Planning', 'Group Work', 'Capacity Building', 'Strategy']","['Built by Nature', 'The Centre for Conscious Design (CCD)', 'Partnerships & Learning Manager', 'Bernard van Leer Foundation', 'Urban Experimentation Intern']","I am an engaged urban planner and strategist working in philanthropy, with 8 years of experience focusing on urban change by activating the levers at the intersection of health, equity, climate change mitigation, policy, and spatial planning. I am a collaborative thinker, always eager to dive into ideation, testing, and learning, and have studied and/or worked in India, China, France, Mexico, the United Kingdom and the Netherlands.I am an engaged urban planner and strategist working in philanthropy, with 8 years of experience focusing on urban change by activating the levers at the intersection of health, equity, climate change mitigation, policy, and spatial planning. I am a collaborative thinker, always eager to dive into ideation, testing, and learning, and have studied and/or worked in India, China, France, Mexico, the United Kingdom and the Netherlands.","['Master’s Degree, City/Urban, Community and Regional Planning', 'Master’s Degree in Territorial and Urban Strategies, Urban Studies/Affairs']"
25,"['Strategy Consulting', 'Management Consulting', 'Customer Relationship Management (CRM)', 'Strategic Consulting', 'Business Consulting', 'Biomaterials', 'Process Improvement', 'Grant Writing', 'Product Development', 'Research and Development (R&D)', 'Laboratory Automation', 'Scientific Writing', 'Advisory Boards', 'Cell Culture', 'Molecular Biology', 'Atomic Force Microscopy', 'Clinical Research', 'Chemistry', 'Biochemistry', 'Oncology', 'Strategy Consulting', 'Management Consulting', 'Customer Relationship Management (CRM)', 'Strategic Consulting', 'Business Consulting', 'Biomaterials', 'Grant Writing', 'Product Development', 'Research and Development (R&D)', 'Laboratory Automation', 'Scientific Writing', 'Advisory Boards', 'Cell Culture', 'Molecular Biology', 'Clinical Research', 'Chemistry', 'Biochemistry', 'Oncology', 'Flow Cytometry', 'Confocal Microscopy', 'Atomic Force Microscopy']","['Nestegg Labs', 'Consultant', 'University of Nottingham', 'Graduate Trainee']","Dynamic professional with a robust background in life sciences and a focus on the industrial application of cellular and pharmaceutical technologies. I've honed my skills in project management, strategic planning, and product development in both R&D and start-up environments.In my previous roles, I've secured €120,000 in non-dilutive funding within a year, streamlined processes using Lean Startup methodologies, and led product strategy in a start-up setting. My career is marked by a user-centred approach, promoting product development, and driving business strategy planning and execution.Beyond my technical skills and achievements, I'm known for my problem-solving abilities and strategic thinking. I thrive in complex, dynamic environments and am always ready to go the extra mile to drive results. My approach is characterised by adaptability, entrepreneurial spirit, and a commitment to innovation.Dynamic professional with a robust background in life sciences and a focus on the industrial application of cellular and pharmaceutical technologies. I've honed my skills in project management, strategic planning, and product development in both R&D and start-up environments.

In my previous roles, I've secured €120,000 in non-dilutive funding within a year, streamlined processes using Lean Startup methodologies, and led product strategy in a start-up setting. My career is marked by a user-centred approach, promoting product development, and driving business strategy planning and execution.

Beyond my technical skills and achievements, I'm known for my problem-solving abilities and strategic thinking. I thrive in complex, dynamic environments and am always ready to go the extra mile to drive results. My approach is characterised by adaptability, entrepreneurial spirit, and a commitment to innovation.

 
              ","['Doctor of Philosophy - PhD, Pharmacy', 'Master of Science - MS, Industrial Biotechnologies']"
26,"['AI Ethics', 'Societal Impact of AI', 'Scala', 'Jira', 'Jags', 'Pandas (Software)', 'Azure Databricks', 'Artificial Intelligence (AI)', 'Business-to-Business (B2B)', 'Data Engineering', 'Team Leadership', 'Business Development', 'Team Organisation', 'Zoom', 'Microsoft Office', 'Lead Generation', 'Salesforce.com', 'Lead Qualification', 'Java', 'Python (Programming Language)', 'Artificial Intelligence (AI)', 'Business-to-Business (B2B)', 'Data Engineering', 'Business Development', 'Lead Generation', 'Lead Qualification', 'Sales', 'Scala', 'Jira', 'Pandas (Software)', 'Azure Databricks', 'Zoom', 'Microsoft Office', 'Salesforce.com', 'Java', 'Python (Programming Language)', 'SQL', 'LaTeX', 'Team Leadership', 'Team Organisation']","['Radboud University', 'Summer Internship: Data Engineering', 'Business Development Representative']","A Swiss Master's Student in Computer Science (MCS) at the University of St. Gallen, holding a Bachelor's Degree in Artificial Intelligence from the Radboud University, Nijmegen, the Netherlands. I have an international background - having lived in Switzerland, Singapore, Belgium, United Kingdom and the Netherlands. I'm interested in leveraging AI and Data Science to solve modern business challenges.I believe in the importance of stepping outside of my comfort zone to obtain a broad skill set and believe in understanding all point of views on a topic. This allows me to observe interdisciplinary connections and has driven me to a combined interest in AI and Business Development. Within AI, I'm primarily interested in data science, data engineering, machine learning.I have work experience in international sales and marketing, building B2B relationships and connections within the IT sector. Furthermore, I've developed more technical skills outside of the scope of my degree in the field of Data Engineering and how to work in a large company and team through my internship at Johnson & Johnson.A Swiss Master's Student in Computer Science (MCS) at the University of St. Gallen, holding a Bachelor's Degree in Artificial Intelligence from the Radboud University, Nijmegen, the Netherlands. I have an international background - having lived in Switzerland, Singapore, Belgium, United Kingdom and the Netherlands. I'm interested in leveraging AI and Data Science to solve modern business challenges.

I believe in the importance of stepping outside of my comfort zone to obtain a broad skill set and believe in understanding all point of views on a topic. This allows me to observe interdisciplinary connections and has driven me to a combined interest in AI and Business Development. Within AI, I'm primarily interested in data science, data engineering, machine learning.

I have work experience in international sales and marketing, building B2B relationships and connections within the IT sector. Furthermore, I've developed more technical skills outside of the scope of my degree in the field of Data Engineering and how to work in a large company and team through my internship at Johnson & Johnson.

 
              ","['MSc, Computer Science (MCS)', 'BS, Artificial Intelligence']"
27,"['Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Customer Service', 'PowerPoint', 'English', 'Windows', 'Photoshop', 'Public Speaking', 'Research', 'Sales', 'Team Leadership', 'Customer Service', 'Research', 'Sales', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'Windows', 'Photoshop', 'Public Speaking', 'Team Leadership', 'English']","['Events Hostess', 'Technical Support Adviser ', 'Wellbeing Coach', 'Inbound Customer Service Representative', 'Makeup Artist and Hair Stylist']","Bachelor degree of International Relations, I have extensive experience in customer service and business awareness.My high interest in communicating, serving and understanding diverse audiences, makes me value communication very much, in this sense I speak fluent English and intermediate Spanish, in addition to Portuguese as my mother tongue.My passion for entrepreneurship led me to open an online shop of second-hand items based on crafts and recycling, as well as tropical and Latin style.I consider myself proactive, cheerful, dynamic, enthusiastic, communicative, curious, flexible, versatile and I value teamwork.Bachelor degree of International Relations, I have extensive experience in customer service and business awareness.
My high interest in communicating, serving and understanding diverse audiences, makes me value communication very much, in this sense I speak fluent English and intermediate Spanish, in addition to Portuguese as my mother tongue.
My passion for entrepreneurship led me to open an online shop of second-hand items based on crafts and recycling, as well as tropical and Latin style.
I consider myself proactive, cheerful, dynamic, enthusiastic, communicative, curious, flexible, versatile and I value teamwork.

 
              ","['Relações Internacionais e Comércio Exterior, Negócios Internacionais e Comércio Exterior', 'Estética e Cosmetologia, Saúde e Bem-Estar - Geral']"
28,"['Security Operations', 'Security Management', 'Physical Security', 'Security', 'Operations Management', 'Leadership', 'Risk Management', 'Project Management', 'Change Management', 'Crisis Management', 'Training', 'Security Clearance', 'Analysis', 'Counterterrorism', 'Program Management', 'Public Speaking', 'Project Planning', 'International Relations', 'Policy Analysis', 'Team Leadership', 'Security Operations', 'Security Management', 'Physical Security', 'Security', 'Operations Management', 'Risk Management', 'Project Management', 'Change Management', 'Crisis Management', 'Training', 'Counterterrorism', 'Program Management', 'Project Planning', 'International Relations', 'Policy Analysis', 'Team Building', 'Event Planning', 'Policy', 'Emergency Management', 'Government', 'Microsoft Office', 'Leadership', 'Analysis', 'Public Speaking', 'Team Leadership', 'Strategy', 'Teamwork', 'Negotiation', 'Management']","['Security & Risk Management ', 'Senior Police Liaison Officer - (Germany)', 'Strategic Operations, Security and Policing Officer', 'Royal Military Police - UK Ministry of Defence']","A highly accomplished, versatile and energetic senior-level manager with proven success through operating in multinational, culturally diverse and ascetic environments, having worked for 30 years in the security and policing industry as a practitioner and manager. I am a diplomatic, determined and highly motivated individual who works well within a multinational team environment but is equally able to work on own initiatives. Previously, I have been responsible for the delivery of security, policing, risk management and business continuity for a dispersed community in excess of 50,000 people within the UK & Northern Ireland and Germany. In doing so I was responsible for the delivery of these functions within manpower and financial constraints. This role was concurrent with my responsibilities of ensuring the training, welfare and operational readiness of up to 350 personnel was conducted successfully.I am an effective communicator committed to ongoing professional development with far reaching experience in security, strategic planning, project management, quality assurance and evaluation across a broad spectrum of professional activities.A highly accomplished, versatile and energetic senior-level manager with proven success through operating in multinational, culturally diverse and ascetic environments, having worked for 30 years in the security and policing industry as a practitioner and manager. I am a diplomatic, determined and highly motivated individual who works well within a multinational team environment but is equally able to work on own initiatives. 

Previously, I have been responsible for the delivery of security, policing, risk management and business continuity for a dispersed community in excess of 50,000 people within the UK & Northern Ireland and Germany. In doing so I was responsible for the delivery of these functions within manpower and financial constraints. This role was concurrent with my responsibilities of ensuring the training, welfare and operational readiness of up to 350 personnel was conducted successfully.

I am an effective communicator committed to ongoing professional development with far reaching experience in security, strategic planning, project management, quality assurance and evaluation across a broad spectrum of professional activities.

 
              ","['Master of Science (MSc), Security & Risk Management', 'Bachelor of Science (B.Sc.) (Open), Criminology & Psychological Studies']"
29,"['Marketing Strategy', 'Management', 'Marketing', 'Marketing Communications', 'Analysis', 'Social Media', 'Coaching', 'Operations Management', 'Sales', 'Marketing Strategy', 'Marketing', 'Marketing Communications', 'Social Media', 'Coaching', 'Operations Management', 'Sales', 'Management', 'Analysis']","['Vebego Cleaning Services', 'CWS Nederland B.V.', 'Graduate - Master thesis', 'Tender Specialist Benelux', 'Traveling']","Resolute, enthusiastic, precise, accurate and flexible young professional. I have gained tendering experience in several facility businesses. The combination of creativity, analytical thinking, commercial insight and strategy determination within legal frameworks makes tendering challenging for me. Besides personal and professional growth, I strive for connecting people and managing people to work from their strengths which leads to measurable contributions to organisations. Completed the MSc in Business and Management at the University of Plymouth (United Kingdom) and BSc in Commerce in the Netherlands. Specialisation in Marketing and Best Value Procurement.Resolute, enthusiastic, precise, accurate and flexible young professional. I have gained tendering experience in several facility businesses. 

The combination of creativity, analytical thinking, commercial insight and strategy determination within legal frameworks makes tendering challenging for me. Besides personal and professional growth, I strive for connecting people and managing people to work from their strengths which leads to measurable contributions to organisations. 

Completed the MSc in Business and Management at the University of Plymouth (United Kingdom) and BSc in Commerce in the Netherlands. Specialisation in Marketing and Best Value Procurement.

 
              ","['Master of Science (MSc), Business and Management', 'Bachelor of Commerce (BSc), Communications']"
30,"['Capacity Development', 'Project / programme management', 'Change Programmes', 'Facilitation (in-person or online)', 'Learning Designer', 'Advising Clients', 'International Relations', 'International Organizations', 'Middle Eastern Studies', 'Human Rights', 'Civil Society', 'Non-Governmental Organizations (NGOs)', 'Refugees', 'Asylum', 'International Aid', 'Peacebuilding', 'Capacity Development', 'Change Programmes', 'Advising Clients', 'International Relations', 'International Organizations', 'Middle Eastern Studies', 'Human Rights', 'Civil Society', 'Non-Governmental Organizations (NGOs)', 'International Aid', 'Peacebuilding', 'Refugees', 'Asylum']","['Project and programme manager, facilitator & advisor on adaptation processes', 'Project manager and facilitator (freelance)', 'The Hague Academy for Local Governance', 'Board Member', 'One Young World Ambassador']","If there’s one certainty in life, it is that we live in a constantly changing world. That means we need to constantly adapt, change and realign our work. From the design, approach, tools and methods we use, to the people involved in the process. That's why I founded The Adaptation Company. I support organisations as a facilitator, project/programme manager and advisor throughout their adaptation process. Collaborative, inclusive and with a splash of humour are key words to describe my approach doing so.I enjoy advising on the puzzle that is presented. What is the exact challenge? What needs to be achieved? Who needs to be on board? What steps need to be taken to get there? Tackling the challenge step by step has proven a useful recipe.As a facilitator I love bringing practitioners together for interactive and participatory in-person or online sessions so they can tackle the issues they face by making use of the collective knowledge of the group.Organizing, planning and forecasting are my middle names, I often jokingly say, so count me in on anything related to managing and coordinating these processes (waterfall or Agile style).📚 Themes I have worked on are conflict transformation, peacebuilding, community building, leadership, gender-responsive governance, integrity promotion, local governance and youth participation in peace and justice. More recently, the topic of organisational culture and development has caught my attention. 🌐 I have had the pleasure to gain academic experience in Turkey, work experience in The Netherlands, Bosnia and Herzegovina and Lebanon and extensive programmatic experience in Tunisia, Jordan, Morocco, The United Kingdom and Ukraine, and on Yemen. Next to that it has been an absolute joy to facilitate programmes for professionals from more than 65 countries from all over the world these past years.💬 Former colleagues describe me as a person who 'gets things done', referring to my love for settings things in motion, delivering quality results and discovering and learning new insights along the way. As a training participant shared ""I commended Kelly after the training program that she would make a good host for an event, anytime. She was patient with the participants and easy to understand"".If there’s one certainty in life, it is that we live in a constantly changing world. That means we need to constantly adapt, change and realign our work. From the design, approach, tools and methods we use, to the people involved in the process. 

That's why I founded The Adaptation Company. I support organisations as a facilitator, project/programme manager and advisor throughout their adaptation process. Collaborative, inclusive and with a splash of humour are key words to describe my approach doing so.

I enjoy advising on the puzzle that is presented. What is the exact challenge? What needs to be achieved? Who needs to be on board? What steps need to be taken to get there? Tackling the challenge step by step has proven a useful recipe.

As a facilitator I love bringing practitioners together for interactive and participatory in-person or online sessions so they can tackle the issues they face by making use of the collective knowledge of the group.

Organizing, planning and forecasting are my middle names, I often jokingly say, so count me in on anything related to managing and coordinating these processes (waterfall or Agile style).

📚 Themes I have worked on are conflict transformation, peacebuilding, community building, leadership, gender-responsive governance, integrity promotion, local governance and youth participation in peace and justice. More recently, the topic of organisational culture and development has caught my attention. 

🌐 I have had the pleasure to gain academic experience in Turkey, work experience in The Netherlands, Bosnia and Herzegovina and Lebanon and extensive programmatic experience in Tunisia, Jordan, Morocco, The United Kingdom and Ukraine, and on Yemen. Next to that it has been an absolute joy to facilitate programmes for professionals from more than 65 countries from all over the world these past years.

💬 Former colleagues describe me as a person who 'gets things done', referring to my love for settings things in motion, delivering quality results and discovering and learning new insights along the way. As a training participant shared ""I commended Kelly after the training program that she would make a good host for an event, anytime. She was patient with the participants and easy to understand"".","[""Master's degree, Conflict Studies and Human Rights"", 'Bachelor of Arts (B.A.), International Relations and International Organization (IRIO)']"
31,"['SEO', 'Content Marketing', 'E-mailmarketing', 'Bloggen', 'Event Planning', 'Social Media Marketing', 'Zoekmachinemarketing', 'Microsoft Office', 'SPSS', 'Windows', 'WordPress', 'Google Analytics', 'Google Adwords', 'Teamwork', 'English', 'Dutch', 'Turkish', 'SEO specialist', 'SEO', 'Content Marketing', 'E-mailmarketing', 'Bloggen', 'Event Planning', 'Social Media Marketing', 'Zoekmachinemarketing', 'SEO specialist', 'Microsoft Office', 'SPSS', 'Windows', 'WordPress', 'Google Analytics', 'Google Adwords', 'Teamwork', 'English', 'Dutch', 'Turkish']","['Springbok Agency', 'Owner', 'SEO Consultant', 'BZTRS Agency', 'Ambachtsplein Nijmegen']","I can be best described as a person who is focused on continuously growing and developing. I believe that there is always something new to learn. I started my education in Economics, but I soon broadened my view with courses on Marketing and Business during a year abroad and in a master in Marketing after that. That's how I rolled into the field of online marketing. Within online marketing, my focus is on SEO. Optimizing websites with the help of SEO, writing original quality content and helping organizations to increase their visibility online. My interests also extend to nutrition and health. Topics that have been important in my life since I was diagnosed with IBS (Irritable Bowel Syndrome) and I found out that I have several food intolerances. I combine my interests in nutrition, food and online marketing on my food blog Karlijnskitchen.com. My goal with this blog is to provide tasty recipes for people with food intolerances. I focus on people with IBS (Irritable Bowel Syndrom) who have to follow the low FODMAP diet to decrease and control their IBS symptoms. Karlijn's Kitchen is visited monthly by 100.000 unique visitors. Mainly from the Netherlands and Belgium, but also extending to the United States, United Kingdom and Australia. I am a fanatic and goal-oriented worker. I believe in working together to gain better results and to use everyone’s talents together to benefit from each other’s knowledge and skills. Loyalty and sincerity are very important to me and being open-minded is something I value highly.I can be best described as a person who is focused on continuously growing and developing. I believe that there is always something new to learn. I started my education in Economics, but I soon broadened my view with courses on Marketing and Business during a year abroad and in a master in Marketing after that. That's how I rolled into the field of online marketing. 

Within online marketing, my focus is on SEO. Optimizing websites with the help of SEO, writing original quality content and helping organizations to increase their visibility online. 

My interests also extend to nutrition and health. Topics that have been important in my life since I was diagnosed with IBS (Irritable Bowel Syndrome) and I found out that I have several food intolerances. I combine my interests in nutrition, food and online marketing on my food blog Karlijnskitchen.com. 

My goal with this blog is to provide tasty recipes for people with food intolerances. I focus on people with IBS (Irritable Bowel Syndrom) who have to follow the low FODMAP diet to decrease and control their IBS symptoms. Karlijn's Kitchen is visited monthly by 100.000 unique visitors. Mainly from the Netherlands and Belgium, but also extending to the United States, United Kingdom and Australia. 

I am a fanatic and goal-oriented worker. I believe in working together to gain better results and to use everyone’s talents together to benefit from each other’s knowledge and skills. Loyalty and sincerity are very important to me and being open-minded is something I value highly.

 
              ","['Master of Science (M.Sc.), Marketing', 'Bachelor of Science (BSc), Economics and Business Economics']"
32,"['Leadership', 'Project Management', 'Public Speaking', 'User Experience (UX)', 'Agile Methodologies', 'Business Strategy', 'Marketing', 'Aviation', 'Social Entrepreneurship', 'Management', 'Design Thinking', 'Project Management', 'User Experience (UX)', 'Agile Methodologies', 'Business Strategy', 'Marketing', 'Aviation', 'Social Entrepreneurship', 'Leadership', 'Public Speaking', 'Management', 'Design Thinking']","['Director for EU & UK', 'Qantas General Graduate - Strategy & Operations', 'EY Game Changer']","https://yellowbox.app/With presence in Oceana, North America, the United Kingdom and Europe, Yellowbox is the most technically advanced smart locker system on the market. When it comes to intelligent-locker system software, we're second to none. Built for the modern office space, we understand the goals of a client transitioning to hybrid working. Here are some of the call out features- Ability to open a locker using staff card, mobile app, or external pin-pad- Option to set shared day-lockers vs fixed permanent lockers- Wired or wireless lock option (wireless Bluetooth smart locks can be retrofitted onto existing lockers)- Dashboard to monitor usage data, allocate lockers to users, manage bookings etc. - Manager’s app with master-key to open all lockers at once- Open APIs which can be integrated into existing workplace apps or facility management toolsFor any enquiries feel free to contact me on +31 642 266 302https://yellowbox.app/

With presence in Oceana, North America, the United Kingdom and Europe, Yellowbox is the most technically advanced smart locker system on the market. When it comes to intelligent-locker system software, we're second to none. 

Built for the modern office space, we understand the goals of a client transitioning to hybrid working. Here are some of the call out features

- Ability to open a locker using staff card, mobile app, or external pin-pad
- Option to set shared day-lockers vs fixed permanent lockers
- Wired or wireless lock option (wireless Bluetooth smart locks can be retrofitted onto existing lockers)
- Dashboard to monitor usage data, allocate lockers to users, manage bookings etc. 
- Manager’s app with master-key to open all lockers at once
- Open APIs which can be integrated into existing workplace apps or facility management tools

For any enquiries feel free to contact me on +31 642 266 302","[""Bachelor's degree, Business/Commerce"", ""Bachelor's degree (Exchange), Economics""]"
