,skills,positions,about,degree
10,"['Community Management', 'Marketing op sociale media', 'Contentcreatie', 'Copywriting', 'Digitale media', 'Brand marketing', 'Design thinking', 'Fotografie', 'Data Analytics', 'Grafisch ontwerp', 'Videoproductie', 'Adobe Creative Suite', 'Microsoft Office', 'Community Management', 'Marketing op sociale media', 'Contentcreatie', 'Copywriting', 'Digitale media', 'Brand marketing', 'Fotografie', 'Data Analytics', 'Grafisch ontwerp', 'Videoproductie', 'Adobe Creative Suite', 'Microsoft Office', 'Design thinking']","['Community Manager & Content Creator', 'Community Manager', 'Social Media & Marketing Intern', 'amsterdampartners (I amsterdam)']","I am a curious 23-year-old young professional with a creative and data-driven mind. I recently obtained my MSc degree in Business Communication & Digital Media. During this Master, I gained relevant expertise in (social media) marketing, storytelling, copywriting, and more. Alongside my Bachelor's and Master's studies, I worked at different companies to gain work experience. I have successfully run multiple brand social media accounts (brand & agency side). I have strong expertise of the Gen-Z market, which I have used in several jobs alongside my studies.I am a curious 23-year-old young professional with a creative and data-driven mind. I recently obtained my MSc degree in Business Communication & Digital Media. During this Master, I gained relevant expertise in (social media) marketing, storytelling, copywriting, and more. 

Alongside my Bachelor's and Master's studies, I worked at different companies to gain work experience. I have successfully run multiple brand social media accounts (brand & agency side). I have strong expertise of the Gen-Z market, which I have used in several jobs alongside my studies.

 
              ","['Master of Science - MS, Communication & Information Sciences; Business Communication and Digital Media', 'Pre-Master, Communication & Information Sciences']"
11,"['Management', 'Public Speaking', 'Marketing', 'Research', 'HTML', 'CSS', 'JAVASCRIPT', 'JQUERY', 'POSTGRESQL', 'NODE.JS', 'Classroom Instruction', 'Leadership', 'Teamwork', 'English', 'SASS', 'Git', 'Github', 'Marketing', 'Research', 'Classroom Instruction', 'HTML', 'CSS', 'JAVASCRIPT', 'JQUERY', 'POSTGRESQL', 'NODE.JS', 'SASS', 'Git', 'Github', 'Management', 'Public Speaking', 'Leadership', 'Teamwork', 'English']","['Full-Stack Web Development Student', 'Global Learning Coordinator (Interim)', 'Logistics Support Professional', 'Student Ambassador ', 'Marketing Coordinator & Administrative Assistant']","I love food and I love coding. I am a determined, creative problem-solver with a can-do attitude and I take pride in my work ethics. A dynamic, friendly and international working environment is where I lay my eyes on :).I love food and I love coding. I am a determined, creative problem-solver with a can-do attitude and I take pride in my work ethics. A dynamic, friendly and international working environment is where I lay my eyes on :).","['Full-Stack Website Development', 'Traineeship, Full Stack Website Development']"
12,"['Python (Programming Language)', 'C (Programming Language)', 'C++', 'Machine Learning', 'Multi-agent Systems', 'Front-End Development', 'Organizational Psychology', 'Psychoanalysis', 'Social Psychology', 'Psychological Assessment', 'Project Planning', 'Human Computer Interaction', 'Strategic Planning', 'Statistical Data Analysis', 'Planning', 'Teamwork', 'Machine Learning', 'Multi-agent Systems', 'Front-End Development', 'Organizational Psychology', 'Psychoanalysis', 'Social Psychology', 'Psychological Assessment', 'Project Planning', 'Human Computer Interaction', 'Statistical Data Analysis', 'Planning', 'Python (Programming Language)', 'C (Programming Language)', 'C++', 'Strategic Planning', 'Teamwork']","['Parttime Employee', 'Crew Member']","With dedication and determination, I spend my time learning about technology and programming. My current bachelor in Artificial Intelligence at the Vrije Universiteit Amsterdam gives me new perspectives on current technologies and the way people interact with technology. The diversity of the people within the study also gives me the opportunity to learn about different cultures and their points of view on various topics, expanding my own frame of reference.By choosing a minor in another field, I get to learn and explore the knowledge that lie outside my study. By extending my knowledge in any area I do not only gain more understanding of that topic, but I also get to know different world views, different opinions, different ways of thinking, and on top of that, it greatly improves my empathetic abilities due to an increased understanding of their perspective.With the addition of the bachelor Computer Science, I wish to combine the technical components of computers with the knowledge I obtained during the Artificial Intelligence Bachelor. I am interested in creating efficient softwares that help people in their day-to-day life by optimizing human-computer or computer-computer interaction.Besides the knowledge gained by two simultaneous bachelors, I have also gained more experience in creating efficient schedules for myself in order to stay on top of the deadlines and exams. I learned to set priorities, keep an overview of all tasks ahead, stay organized, and most importantly I have learnt to test but also accept my limits resulting in more mental peace.With dedication and determination, I spend my time learning about technology and programming. 

My current bachelor in Artificial Intelligence at the Vrije Universiteit Amsterdam gives me new perspectives on current technologies and the way people interact with technology. The diversity of the people within the study also gives me the opportunity to learn about different cultures and their points of view on various topics, expanding my own frame of reference.
By choosing a minor in another field, I get to learn and explore the knowledge that lie outside my study. By extending my knowledge in any area I do not only gain more understanding of that topic, but I also get to know different world views, different opinions, different ways of thinking, and on top of that, it greatly improves my empathetic abilities due to an increased understanding of their perspective.

With the addition of the bachelor Computer Science, I wish to combine the technical components of computers with the knowledge I obtained during the Artificial Intelligence Bachelor. I am interested in creating efficient softwares that help people in their day-to-day life by optimizing human-computer or computer-computer interaction.

Besides the knowledge gained by two simultaneous bachelors, I have also gained more experience in creating efficient schedules for myself in order to stay on top of the deadlines and exams. I learned to set priorities, keep an overview of all tasks ahead, stay organized, and most importantly I have learnt to test but also accept my limits resulting in more mental peace.

 
              ","[""Bachelor's degree, Computer Science"", ""Bachelor's degree, Artificial Intelligence""]"
13,[],"['Stream', 'Digital Consultant', 'Supply Chain Associate', 'Sales Analyst EMEA Intern', 'Cencosud S.A.']","MBA degree from the University of Amsterdam, and Bachelor degree in Industrial Engineering from University of Lima, graduated from the Full-Stack JavaScript programe at Codaisseur.Excited to learn new things and creating unique projects. A good team player and a fast learner, enjoy finding new or innovative ways to plan, control, improve, optimize projects. MBA degree from the University of Amsterdam, and Bachelor degree in Industrial Engineering from University of Lima, graduated from the Full-Stack JavaScript programe at Codaisseur.

Excited to learn new things and creating unique projects. A good team player and a fast learner, enjoy finding new or innovative ways to plan, control, improve, optimize projects. 

 
              ","['Master of Business Administration - MBA, Business', 'Full stack developer']"
14,"['Oplossen van problemen', 'Wiskunde', 'Programmeren', 'Interdisciplinair onderwijs', 'Computerwetenschappen', 'Python', 'HTML5', 'C', 'Bestuur en organisatie', 'Wiskunde', 'Programmeren', 'Interdisciplinair onderwijs', 'Computerwetenschappen', 'Bestuur en organisatie', 'Python', 'HTML5', 'C', 'Oplossen van problemen']","['RPA Developer', 'Supervisor / Host / Waitress / Bartender', 'Intern Data Scientist', 'Location Manager, Party and Event Committee Solace', 'Program Manager']","As a graduate Honours student at Amsterdam University College, I have followed a very interdisciplinary education. My focus has been on Computer Science, nonetheless, I feel very comfortable applying my skills in other fields as well. When I grew up in Amsterdam and Tokyo, I followed both Dutch and Japanese education alongside each other. Because of my international and broad education, I have developed skills in various areas. Especially problem solving is where I excel. Next to my mathematical advantage from Japanese education, I have high grades in Physics, Chemistry and other fields of Science. When I came across Computer Science, I found the right direction since I was able to take a hands-on approach to my problem solving skills from all these areas into one while keeping an interdisciplinary position. Since the first Computer Science course that I took, it has become not only my academic focus but a hobby which I exercise with great pleasure. Because of this, I wish to further develop my potential in this direction as a RPA Developer. Moreover, I would like to learn more in this field since there are endless domains in the world of Computer Science and up till now, each of those has been very interesting.The three best virtues of a great programmer, according to the American software developer Larry Wall, are laziness, impatience and hubris as these virtues encourage you to write efficient, constructive and qualitative code, which is definitely what I strive for.As a graduate Honours student at Amsterdam University College, I have followed a very interdisciplinary education. My focus has been on Computer Science, nonetheless, I feel very 
comfortable applying my skills in other fields as well. 

When I grew up in Amsterdam and Tokyo, I followed both Dutch and Japanese education alongside each other. Because of my international and broad education, I have developed skills in various areas. Especially problem solving is where I excel. Next to my mathematical advantage from Japanese education, I have high grades in Physics, Chemistry and other fields of Science. 

When I came across Computer Science, I found the right direction since I was able to take a hands-on approach to my problem solving skills from all these areas into one while keeping an interdisciplinary position. Since the first Computer Science course that I took, it has become not only my academic focus but a hobby which I exercise with great pleasure. Because of this, I wish to further develop my potential in this direction as a RPA Developer. Moreover, I would like to learn more in this field since there are endless domains in the world of Computer Science and up till now, each of those has been very interesting.

The three best virtues of a great programmer, according to the American software developer Larry Wall, are laziness, impatience and hubris as these virtues encourage you to write efficient, constructive and qualitative code, which is definitely what I strive for. 

 
              ","['Bachelor of Science - BS, Computer and Information Sciences, General', 'SDEN 3, Wine Steward/Sommelier']"
15,"['Strategy', 'Cross-cultural Communication Skills', 'Digital Marketing', 'Budget Management', 'International Marketing', 'Sales Management', 'International Trade', 'Account Management', 'Stakeholder Management', 'Customer Retention', 'Diversity & Inclusion', 'Strategic Planning', 'Strategic Partnerships', 'Customer Satisfaction', 'Strategic Accounts', 'Customer Success', 'Communication Skills', 'Marketing', 'Cross Cultural Management', 'Public Relations', 'Cross-cultural Communication Skills', 'Digital Marketing', 'Budget Management', 'International Marketing', 'Sales Management', 'International Trade', 'Account Management', 'Stakeholder Management', 'Customer Retention', 'Diversity & Inclusion', 'Strategic Partnerships', 'Customer Satisfaction', 'Strategic Accounts', 'Customer Success', 'Marketing', 'Cross Cultural Management', 'Public Relations', 'Travel Management', 'Internal Communications', 'Training', 'Microsoft Office', 'Strategy', 'Strategic Planning', 'Communication Skills', 'Team Leadership', 'Leadership', 'Strategic Thinking', 'Management', 'Communication', 'Trendwatching']","['Elsevier', 'Founder & President of the Board Member', 'International Trade Promoter (Project & Events Manager)', 'Marketing Services for Central America and the Caribbean', 'Universidad del Istmo']","Based in Amsterdam and working for +6 years at Elsevier- Clinical Solutions, supporting commercial efforts across different regions; such as LATAM, Europe and Middle East. Committee member of EMBRACE and Founder and Lead of EMPOWER- Project who aims to improve patient outcomes by making healthcare truly inclusive (DEI). Passionate about cultures and relationship management, appointed for 8 years as President of ALUMNI at Universidad del Istmo, Guatemala and was President of the Board Member of Holland Alumni Network Guatemala (strengthening Dutch-Guatemalan cultural, economic and professional relations). Supported by +15 years of experience working from multinationals to the diplomatic sphere, and having lived in 5 different cultures (Guatemala, Canada, India, The Netherlands and Thailand); I have been University Lecturer of Cross-Cultural Management; among other teaching experiences. Education: MA in International Relations from Webster University and two BS: International Business and in Marketing. During my professional career, I have managed projects involving stakeholders with different mindsets (entrepreneurs, academia, government and private sectors) developing sustainable long term relations among them.Based in Amsterdam and working for +6 years at Elsevier- Clinical Solutions, supporting commercial efforts across different regions; such as LATAM, Europe and Middle East. Committee member of EMBRACE and Founder and Lead of EMPOWER- Project who aims to improve patient outcomes by making healthcare truly inclusive (DEI).  

Passionate about cultures and relationship management, appointed for 8 years as President of ALUMNI at Universidad del Istmo, Guatemala and was President of the Board Member of Holland Alumni Network Guatemala (strengthening Dutch-Guatemalan cultural, economic and professional relations). 

Supported by +15 years of experience working from multinationals to the diplomatic sphere, and having lived in 5 different cultures (Guatemala, Canada, India, The Netherlands and Thailand); I have been University Lecturer of Cross-Cultural Management; among other teaching experiences. Education: MA in International Relations from Webster University and two BS: International Business and in Marketing. 

During my professional career, I have managed projects involving stakeholders with different mindsets (entrepreneurs, academia, government and private sectors) developing sustainable long term relations among them.","[""Master's degree, International Relations and Affairs"", ""Master's degree, International Relations and Affairs""]"
16,"['Science', 'Research', 'Teamwork', 'Public Speaking', 'Event Management', 'Social Media', 'Microsoft Office', 'Leadership', 'Medicine', 'Infectious Diseases', 'Healthcare', 'Medical Research', 'Statistics', 'Science', 'Research', 'Event Management', 'Social Media', 'Medicine', 'Infectious Diseases', 'Healthcare', 'Medical Research', 'Statistics', 'Microsoft Office', 'Teamwork', 'Public Speaking', 'Leadership']","['Amsterdam UMC', 'Outreach Team Volunteer', 'Research Intern', 'Research Intern']","I am an ambitious junior medical doctor and clinical researcher. Currently, I am doing my research at the Department of Hematology of the Amsterdam University Medical Centers. My research aims to develop a dynamic risk model integrating liquid biopsy based biomarkers (EV-miRNA and cfDNA) and molecular imaging (PET/CT) for accurate risk stratification and early outcome prediction in diffuse large  B cell lymphoma (DLBCL), the most common hematological malignancy. In the clinic, my areas of interests are hematology, infectious diseases, and acute medicine. Outside work, I am a volunteer of the Outreach Team at the GGD Amsterdam where I promote sexual health and vaccination against hepatitis B. I am also a world traveller who is always ready for new destinations and making meaningful connections.I am an ambitious junior medical doctor and clinical researcher. Currently, I am doing my research at the Department of Hematology of the Amsterdam University Medical Centers. My research aims to develop a dynamic risk model integrating liquid biopsy based biomarkers (EV-miRNA and cfDNA) and molecular imaging (PET/CT) for accurate risk stratification and early outcome prediction in diffuse large  B cell lymphoma (DLBCL), the most common hematological malignancy. In the clinic, my areas of interests are hematology, infectious diseases, and acute medicine. Outside work, I am a volunteer of the Outreach Team at the GGD Amsterdam where I promote sexual health and vaccination against hepatitis B. I am also a world traveller who is always ready for new destinations and making meaningful connections.

 
              ","['Doctor of Medicine (M.D.), Medicine', 'Biomedical Sciences (Infection & Immunity)']"
17,"['Analytical Skills', 'Microsoft Office', 'Problem Solving', 'Consulting', 'Liquidity Risk', 'Risk Management', 'Market Risk', 'Liquidity Management', 'Banking', 'Basel III', 'Communication', 'Performance Motivation', 'Team Management', 'Teamwork', 'Data Analysis', 'Research', 'Finance', 'Financial Analysis', 'M&A analysis', 'Regulatory Requirements', 'Consulting', 'Liquidity Risk', 'Risk Management', 'Market Risk', 'Liquidity Management', 'Banking', 'Basel III', 'Performance Motivation', 'Data Analysis', 'Research', 'Finance', 'Financial Analysis', 'M&A analysis', 'Regulatory Requirements', 'Regulatory Compliance', 'Basel II', 'Treasury', 'Funds Transfer Pricing', 'Stress Testing', 'Microsoft Office', 'Analytical Skills', 'Problem Solving', 'Communication', 'Team Management', 'Teamwork']","['Financial Risk Officer', 'Financial Risk Specialist Credit and Liquidity Risk', 'Raiffeisenbank Bulgaria']","As an experienced financial risk manager, I bring a wealth of knowledge and expertise to any team. My experience in market, liquidity, and credit risk management has provided me with a comprehensive understanding of risk management and the regulatory landscape.I hold a Master of Science in Business Administration with a focus on International Management from the University of Amsterdam, and a Bachelor of Science in Business Administration with a specialization in Finance, Banking, and Insurance from the Ludwig Maximilian University of Munich. These degrees, combined with my professional experience, have provided me with a solid theoretical background and practical skills that I can apply to any role in the financial services industry.Throughout my career, I have demonstrated an ambitious, conscientious, and resilient approach to my work, and I am always eager to learn and confront new challenges. I have a passion for international business and a desire to explore different cultures and communicate with people from diverse backgrounds.As a native Bulgarian, I am fluent in English and German, and I have a great interest in finance, management, and international business. I am particularly drawn to the areas of financial risk management where I can further develop my skills and contribute to the success of any organization.I am confident that my experience, skills, and passion make me a valuable asset to any team, and I look forward to exploring new opportunities in the financial risk management area.As an experienced financial risk manager, I bring a wealth of knowledge and expertise to any team. My experience in market, liquidity, and credit risk management has provided me with a comprehensive understanding of risk management and the regulatory landscape.

I hold a Master of Science in Business Administration with a focus on International Management from the University of Amsterdam, and a Bachelor of Science in Business Administration with a specialization in Finance, Banking, and Insurance from the Ludwig Maximilian University of Munich. These degrees, combined with my professional experience, have provided me with a solid theoretical background and practical skills that I can apply to any role in the financial services industry.

Throughout my career, I have demonstrated an ambitious, conscientious, and resilient approach to my work, and I am always eager to learn and confront new challenges. I have a passion for international business and a desire to explore different cultures and communicate with people from diverse backgrounds.

As a native Bulgarian, I am fluent in English and German, and I have a great interest in finance, management, and international business. I am particularly drawn to the areas of financial risk management where I can further develop my skills and contribute to the success of any organization.

I am confident that my experience, skills, and passion make me a valuable asset to any team, and I look forward to exploring new opportunities in the financial risk management area.

 
              ","['Master of Science (M.Sc.), Business Administration: International Management', 'Bachelor of Science (B.Sc.), Business Administration']"
18,"['Cross-cultural Communication Skills', 'Analytical Skills', 'Teamwork', 'Presentation Skills', 'Creative Problem Solving', 'Research', 'Cross-cultural Communication Skills', 'Presentation Skills', 'Research', 'Analytical Skills', 'Teamwork', 'Creative Problem Solving']","['Ph.D. Candidate in Law and Economics at University of Amsterdam ', 'lntern in Finance and Restructuring ', 'Legal Research Assistant', 'University of Groningen, Faculty of Law']",nan,"['Master of Laws  (LL.M.), Law and Finance (Cum laude)', 'Bachelor of Laws (LL.B.), International and European Law (Honours, cum laude)']"
19,"['LinkedIn Sales Navigator', 'SAP ERP (Beginner)', 'Microsoft Access (Beginner)', 'Microsoft PowerPoint (Advanced)', 'Microsoft Excel (Intermediate)', 'Market Research', 'Time Management', 'Interpersonal Skills', 'Organization Skills', 'Business Strategy', 'Problem Solving', 'English', 'Microsoft Office', 'Sales', 'Social Media', 'Marketing', 'Microsoft Word', 'Teamwork', 'Management', 'Research', 'Market Research', 'Time Management', 'Business Strategy', 'Sales', 'Social Media', 'Marketing', 'Research', 'Digital Marketing', 'Customer Service', 'Training', 'Coaching', 'LinkedIn Sales Navigator', 'Microsoft Office', 'Microsoft Word', 'Interpersonal Skills', 'Organization Skills', 'Problem Solving', 'Teamwork', 'Management', 'Team Leadership', 'Creativity Skills', 'English']","['Business Operations Analyst', 'Freelance', 'Sales Associate', 'Business Consultant', 'Transparent']","A highly dependable and motivated International Business young professional with competent expertise in Marketing, Consultancy, Project Management, Business Development, and Strategy. My accumulated experience in multinational environments strongly enhanced my knowledge and skills in order to address dynamic challenges.I am a passionate individual with a keen interest in cross-border business and am eager to seize significant opportunities in a global context. Characterized as an adaptable team player with solid organizational and interpersonal abilities, I can perform optimally under pressure in multicultural environments.A highly dependable and motivated International Business young professional with competent expertise in Marketing, Consultancy, Project Management, Business Development, and Strategy. My accumulated experience in multinational environments strongly enhanced my knowledge and skills in order to address dynamic challenges.

I am a passionate individual with a keen interest in cross-border business and am eager to seize significant opportunities in a global context. Characterized as an adaptable team player with solid organizational and interpersonal abilities, I can perform optimally under pressure in multicultural environments.

 
              ","['Master of Science - MSc, Business with International Management', 'Bachelor of Business Administration - BBA, International Business and Management']"
20,"['Marketing Strategy', 'Digital Marketing', 'Digital Strategy', 'Integrated Marketing', 'User Experience', 'Creative Strategy', 'Interactive Marketing', 'Strategy', 'Interactive Advertising', 'Social Media Marketing', 'Public Relations', 'Graphic Design', 'Digital Media', 'Art Direction', 'Marketing Strategy', 'Digital Marketing', 'Digital Strategy', 'Integrated Marketing', 'User Experience', 'Interactive Marketing', 'Interactive Advertising', 'Social Media Marketing', 'Public Relations', 'Graphic Design', 'Digital Media', 'Art Direction', 'Creative Strategy', 'Strategy']","['Lead Strategist', 'Senior Strategist', 'Senior Strategist', 'Senior Strategist', '72andSunny']","What I find most compelling as a strategist is working at the intersection of creativity, culture and people. I work best in collaborative and diverse environments where different views merge and makes ideas stronger. Tintin was my hero growing up and I’m probably too curious for my own good. What I find most compelling as a strategist is working at the intersection of creativity, culture and people. I work best in collaborative and diverse environments where different views merge and makes ideas stronger. Tintin was my hero growing up and I’m probably too curious for my own good.","['Diploma, Interactive Communication', ""Bachelor's degree, Media and Communication Science""]"
21,"['Customer Relationship Management (CRM)', 'Visitor Experience', 'Hiring', 'Visual Arts', 'Gallery Management', 'Research', 'Artist Development', 'Photoshop', 'Proposal Writing', 'Presentation Development', 'Talent Booking', 'Tour Management', 'Website Development', 'Project Management', 'Program Management', 'Sponsorship', 'Chinese', 'Chinese culture', 'LGBT rights', 'LGBT community', 'Customer Relationship Management (CRM)', 'Visitor Experience', 'Hiring', 'Visual Arts', 'Gallery Management', 'Research', 'Artist Development', 'Proposal Writing', 'Presentation Development', 'Talent Booking', 'Tour Management', 'Website Development', 'Project Management', 'Program Management', 'Sponsorship', 'Chinese culture', 'LGBT rights', 'International Relations', 'Fundraising', 'Branding', 'Photoshop', 'Illustrator', 'Microsoft Office', 'PowerPoint', 'Adobe Creative Suite', 'SPSS', 'Chinese']","['CIEE Council on International Educational Exchange', 'Freelancer', 'Project Manager', 'PhD Fellowship, Centre for Urban Studies', 'Partner']","US Citizen and Permanent Resident of the Netherlands - can work freely in both the USA and NetherlandsAfter studying Chinese, International Relations and Sociology at American University, I co-founded a company in Beijing to produce music and cultural events where we counted the embassies of EU countries as some of our best clients. Previously served as the Los Angeles LGBT Center’s Program Manager of Cultural Arts (Curator). I spent the bulk of my time developing programming that engaged our diverse clients as well as the Los Angeles contemporary art community, fusing high art with community building. Urban Studies Research Masters at the University of AmsterdamPublication:Poltz, K. (2022). Space and Identity: Comparing the Production of Queer Spaces in Amsterdam and Hong Kong. In: Blidon, M., Brunn, S.D. (eds) Mapping LGBTQ Spaces and Places. Springer, Cham. https://doi.org/10.1007/978-3-031-03792-4_21Currently: Instructor at CIEE Amsterdam and freelancing in communications, events, nonprofit consulting and guest lecturesNotable Projects:July 2018 | COC's Shakespeare Club: Sharing Stories, Exploring IdentityCollaboration between COC Amsterdam & Amsterdam Museum for Amsterdam PrideMarch 2016 | Drag Angeles: A Celebration of Los Angeles and West Hollywood Drag Creativity, History, and ArtCollaboration between the Los Angeles LGBT Center, City of West Hollywood, UCLA's Center for the Art of Performance and artist Austin YoungSeptember 2012 | Cultures Collide: Islam and HomosexualityPart of L.A. Gay & Lesbian Center's Big Queer Convo series featuring Turkish-German Lesbian DJ Ipek Ipekcioglu, co-founder of Muslims For Progressive Values Ani Zonneveld and moderator Naveed MerchantJune 2011 l FAIR: Art of ActionInteractive exhibit featuring celebrity-customized Shepard Fairey ""Love Unites/Defend Equality"" printsNovember 2009 | Rise&Fall: A Revolutionary Art & Music Tour to Commemorate the 20th Anniversary of the Fall of the Berlin Wall featuring DJ Ipek Ipekcioglu. Sponsored by The German Missions in the USA and KodakMarch 2007 | I Love EU: Electronic Music Festival Celebrating the 50th Anniversary of the European Union. Sponsored by The European Commission, seven embassies, Turkish Airlines and the Minsheng BankUS Citizen and Permanent Resident of the Netherlands - can work freely in both the USA and Netherlands

After studying Chinese, International Relations and Sociology at American University, I co-founded a company in Beijing to produce music and cultural events where we counted the embassies of EU countries as some of our best clients. 

Previously served as the Los Angeles LGBT Center’s Program Manager of Cultural Arts (Curator). I spent the bulk of my time developing programming that engaged our diverse clients as well as the Los Angeles contemporary art community, fusing high art with community building. 

Urban Studies Research Masters at the University of Amsterdam
Publication:
Poltz, K. (2022). Space and Identity: Comparing the Production of Queer Spaces in Amsterdam and Hong Kong. In: Blidon, M., Brunn, S.D. (eds) Mapping LGBTQ Spaces and Places. Springer, Cham. https://doi.org/10.1007/978-3-031-03792-4_21

Currently: Instructor at CIEE Amsterdam and freelancing in communications, events, nonprofit consulting and guest lectures

Notable Projects:

July 2018 | COC's Shakespeare Club: Sharing Stories, Exploring Identity
Collaboration between COC Amsterdam & Amsterdam Museum for Amsterdam Pride

March 2016 | Drag Angeles: A Celebration of Los Angeles and West Hollywood Drag Creativity, History, and Art
Collaboration between the Los Angeles LGBT Center, City of West Hollywood, UCLA's Center for the Art of Performance and artist Austin Young

September 2012 | Cultures Collide: Islam and Homosexuality
Part of L.A. Gay & Lesbian Center's Big Queer Convo series featuring Turkish-German Lesbian DJ Ipek Ipekcioglu, co-founder of Muslims For Progressive Values Ani Zonneveld and moderator Naveed Merchant

June 2011 l FAIR: Art of Action
Interactive exhibit featuring celebrity-customized Shepard Fairey ""Love Unites/Defend Equality"" prints

November 2009 | Rise&Fall: A Revolutionary Art & Music Tour to Commemorate the 20th Anniversary of the Fall of the Berlin Wall featuring DJ Ipek Ipekcioglu. Sponsored by The German Missions in the USA and Kodak

March 2007 | I Love EU: Electronic Music Festival Celebrating the 50th Anniversary of the European Union. Sponsored by The European Commission, seven embassies, Turkish Airlines and the Minsheng Bank

 
              ","['Research Masters, Urban Studies (Geography)', 'Exchange - Fieldwork, City/Urban, Community and Regional Planning']"
22,"['Social Sciences', 'Qualitative Research', 'Urban Studies', 'Human Geography', 'Geography', 'Urban', 'Research', 'Lecturing', 'SPSS', 'English', 'Urban Planning', 'Dutch', 'Policy Analysis', 'Sustainability', 'Public Policy', 'Sustainable Development', 'Social Sciences', 'Qualitative Research', 'Urban Studies', 'Human Geography', 'Geography', 'Urban', 'Research', 'Lecturing', 'Urban Planning', 'Policy Analysis', 'Sustainability', 'Public Policy', 'Sustainable Development', 'SPSS', 'English', 'Dutch']","['University of Amsterdam', 'Secretaris afdelingsbestuur', 'Post-doc researcher', 'member of editorial board']",nan,"['M.Sc., Geography, Sociology', 'M.Sc., Human Geography']"
23,"['Qualitative Research', 'Training', 'Human Rights', 'Cultural Anthropology', 'NGOs', 'Youth Programs', 'Intercultural Communication', 'Video Editing', 'Documentaries', 'Interdisciplinary Collaboration', 'Fundraising', 'Quantitative Research', 'Social Media', 'Research', 'Qualitative Research', 'Training', 'Human Rights', 'Cultural Anthropology', 'NGOs', 'Youth Programs', 'Intercultural Communication', 'Video Editing', 'Documentaries', 'Interdisciplinary Collaboration', 'Fundraising', 'Quantitative Research', 'Social Media', 'Research']","['Vrije Universiteit Amsterdam (VU Amsterdam)', 'University of Amsterdam', 'Lianne Cremers', 'Consultant', 'Lecturer | Course Coordinator']","I am a highly motivated medical and visual anthropologist with over nine years work experience in health and social settings. In the past few years I have been involved in Public health preparedness and response synergies between institutional authorities and the community during communicable disease threats. This turned out to be a very relevant topic in the context of covid. Furthermore, I have independently initiated various visual ethnographic projects raising my own funding and collaborating with both academic and non-academic institutes. For these projects, I have created a wide range of scholarly output, such as ethnographic films, multimedia articles, photo exhibitions, and lecture performances combining art, visuals, and science. Visual ethnography enables me to share knowledge that both engages yet also transcends beyond medical and scientific rationales, offering alternative ways of understanding and explaining social phenomena whilst engaging the viewer on visual, discursive, sensory, embodied, and spatial levels. I greatly value the power of the visual, have seen how a wide audience can be reached and moved, and experienced how this triggered the expansion of my international network.I am a highly motivated medical and visual anthropologist with over nine years work experience in health and social settings. In the past few years I have been involved in Public health preparedness and response synergies between institutional authorities and the community during communicable disease threats. This turned out to be a very relevant topic in the context of covid. Furthermore, I have independently initiated various visual ethnographic projects raising my own funding and collaborating with both academic and non-academic institutes. For these projects, I have created a wide range of scholarly output, such as ethnographic films, multimedia articles, photo exhibitions, and lecture performances combining art, visuals, and science. Visual ethnography enables me to share knowledge that both engages yet also transcends beyond medical and scientific rationales, offering alternative ways of understanding and explaining social phenomena whilst engaging the viewer on visual, discursive, sensory, embodied, and spatial levels. I greatly value the power of the visual, have seen how a wide audience can be reached and moved, and experienced how this triggered the expansion of my international network.

 
              ","['Master of Science (MSc), Governance', 'Creative Writing Summer School']"
24,"['English', 'Microsoft Office', 'Research', 'Geographic Information Systems (GIS)', 'Matlab', 'Dutch', 'Sustainable Development', 'Writing', 'Microsoft Excel', 'R (Programming Language)', 'Climate Change', 'Environmental Policy', 'Sustainability', 'ArcGIS Products', 'Political Science', 'Research', 'Sustainable Development', 'Climate Change', 'Environmental Policy', 'Sustainability', 'Political Science', 'Microsoft Office', 'Geographic Information Systems (GIS)', 'Matlab', 'Microsoft Excel', 'R (Programming Language)', 'ArcGIS Products', 'Writing', 'English', 'Dutch']","['Policy intern', 'Project coordinator Energy Transition', 'Filmtheater Kriterion', 'Trainee, OECD Development Centre', 'Student member, Board of Education, Future Planet Studies']",nan,"[""Master's degree, Sustainable Development - Earth System Governance"", 'Bachelor’s Degree, Future Planet Studies - Earth Science']"
